町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,377924,359026,380477,739503
旭丘,4871,3712,3662,7374
旭丘１丁目,3336,2524,2391,4915
旭丘２丁目,1535,1188,1271,2459
小竹町,5613,4507,4947,9454
小竹町１丁目,3040,2502,2657,5159
小竹町２丁目,2573,2005,2290,4295
栄町,2437,1857,2082,3939
羽沢,3805,3179,3398,6577
羽沢１丁目,906,654,703,1357
羽沢２丁目,1903,1583,1715,3298
羽沢３丁目,996,942,980,1922
豊玉上,4369,3073,3486,6559
豊玉上１丁目,1524,1163,1200,2363
豊玉上２丁目,2845,1910,2286,4196
豊玉中,6046,5380,5385,10765
豊玉中１丁目,1393,1234,1226,2460
豊玉中２丁目,1833,1618,1526,3144
豊玉中３丁目,1936,1552,1604,3156
豊玉中４丁目,884,976,1029,2005
豊玉南,4446,4319,4323,8642
豊玉南１丁目,1249,1154,1219,2373
豊玉南２丁目,1075,971,995,1966
豊玉南３丁目,2122,2194,2109,4303
豊玉北,12495,9382,10188,19570
豊玉北１丁目,1682,1222,1414,2636
豊玉北２丁目,1520,1152,1308,2460
豊玉北３丁目,2199,1628,1669,3297
豊玉北４丁目,2639,1958,2079,4037
豊玉北５丁目,2611,1853,2030,3883
豊玉北６丁目,1844,1569,1688,3257
中村,4984,4772,5177,9949
中村１丁目,1205,1186,1293,2479
中村２丁目,1571,1631,1697,3328
中村３丁目,2208,1955,2187,4142
中村南,5729,5348,5670,11018
中村南１丁目,2103,2117,2192,4309
中村南２丁目,2111,1807,1873,3680
中村南３丁目,1515,1424,1605,3029
中村北,6865,5527,6190,11717
中村北１丁目,2175,1800,1985,3785
中村北２丁目,1701,1507,1551,3058
中村北３丁目,1293,925,1073,1998
中村北４丁目,1696,1295,1581,2876
桜台,14289,12390,13174,25564
桜台１丁目,3265,2460,2614,5074
桜台２丁目,2691,2311,2478,4789
桜台３丁目,2443,2269,2461,4730
桜台４丁目,2105,1627,1781,3408
桜台５丁目,2023,2004,1980,3984
桜台６丁目,1762,1719,1860,3579
練馬,8957,7012,7446,14458
練馬１丁目,2667,2005,2117,4122
練馬２丁目,1776,1455,1515,2970
練馬３丁目,2347,1741,1834,3575
練馬４丁目,2167,1811,1980,3791
向山,5806,5410,5636,11046
向山１丁目,1121,868,896,1764
向山２丁目,1339,1300,1294,2594
向山３丁目,1259,1169,1278,2447
向山４丁目,2087,2073,2168,4241
貫井,11318,9889,10426,20315
貫井１丁目,2725,2404,2697,5101
貫井２丁目,2164,1733,1806,3539
貫井３丁目,2795,2365,2528,4893
貫井４丁目,2222,2102,2190,4292
貫井５丁目,1412,1285,1205,2490
錦,3089,3027,3111,6138
錦１丁目,1800,1714,1822,3536
錦２丁目,1289,1313,1289,2602
氷川台,7132,6626,7023,13649
氷川台１丁目,119,110,126,236
氷川台２丁目,1416,1518,1513,3031
氷川台３丁目,2824,2504,2631,5135
氷川台４丁目,2773,2494,2753,5247
平和台,6767,6905,7048,13953
平和台１丁目,1749,1819,1784,3603
平和台２丁目,1578,1508,1577,3085
平和台３丁目,2001,2130,2204,4334
平和台４丁目,1439,1448,1483,2931
早宮,9589,9308,10053,19361
早宮１丁目,3061,2861,3101,5962
早宮２丁目,2149,2028,2160,4188
早宮３丁目,2298,2279,2501,4780
早宮４丁目,2081,2140,2291,4431
春日町,12863,12363,13465,25828
春日町１丁目,2122,2084,2271,4355
春日町２丁目,2230,2199,2312,4511
春日町３丁目,2133,1888,2162,4050
春日町４丁目,2219,2162,2288,4450
春日町５丁目,2208,2135,2378,4513
春日町６丁目,1951,1895,2054,3949
高松,8242,8970,9178,18148
高松１丁目,1498,1501,1566,3067
高松２丁目,1146,1193,1305,2498
高松３丁目,1271,1579,1653,3232
高松４丁目,1520,1738,1755,3493
高松５丁目,1387,1378,1413,2791
高松６丁目,1420,1581,1486,3067
北町,15223,13298,12927,26225
北町１丁目,2754,2216,2299,4515
北町２丁目,3257,3100,3156,6256
北町３丁目,1593,1363,1440,2803
北町４丁目,1015,940,75,1015
北町５丁目,1310,1217,1207,2424
北町６丁目,1522,1194,1382,2576
北町７丁目,1584,1406,1470,2876
北町８丁目,2188,1862,1898,3760
田柄,13662,14528,14977,29505
田柄１丁目,2450,2443,2635,5078
田柄２丁目,3781,3535,3708,7243
田柄３丁目,2456,2921,2848,5769
田柄４丁目,3116,3617,3665,7282
田柄５丁目,1859,2012,2121,4133
光が丘,12800,12742,14668,27410
光が丘１丁目,1571,1234,1449,2683
光が丘２丁目,2586,2429,3015,5444
光が丘３丁目,3978,4325,4732,9057
光が丘４丁目,0,0,0,0
光が丘５丁目,1617,1496,1847,3343
光が丘６丁目,473,468,584,1052
光が丘７丁目,2575,2790,3041,5831
旭町,6759,6410,6521,12931
旭町１丁目,1895,2056,2157,4213
旭町２丁目,2573,2281,2280,4561
旭町３丁目,2291,2073,2084,4157
土支田,6096,6912,6977,13889
土支田１丁目,1604,1749,1811,3560
土支田２丁目,1309,1462,1475,2937
土支田３丁目,1749,2001,2081,4082
土支田４丁目,1434,1700,1610,3310
富士見台,7903,7647,7976,15623
富士見台１丁目,1550,1514,1603,3117
富士見台２丁目,2338,2101,2168,4269
富士見台３丁目,2160,2004,2138,4142
富士見台４丁目,1855,2028,2067,4095
南田中,6480,6118,6481,12599
南田中１丁目,1226,1252,1271,2523
南田中２丁目,876,869,887,1756
南田中３丁目,1419,1253,1408,2661
南田中４丁目,1599,1625,1614,3239
南田中５丁目,1360,1119,1301,2420
高野台,7373,7106,8001,15107
高野台１丁目,1785,1612,1934,3546
高野台２丁目,1511,1532,1633,3165
高野台３丁目,1497,1394,1553,2947
高野台４丁目,1208,1167,1329,2496
高野台５丁目,1372,1401,1552,2953
谷原,5715,6511,6688,13199
谷原１丁目,928,1034,1042,2076
谷原２丁目,837,877,910,1787
谷原３丁目,841,995,1061,2056
谷原４丁目,772,1004,965,1969
谷原５丁目,1333,1453,1533,2986
谷原６丁目,1004,1148,1177,2325
三原台,4208,4640,4729,9369
三原台１丁目,1971,2125,2128,4253
三原台２丁目,873,1034,1012,2046
三原台３丁目,1364,1481,1589,3070
石神井町,14770,13280,14698,27978
石神井町１丁目,1788,1411,1736,3147
石神井町２丁目,2382,2093,2451,4544
石神井町３丁目,1934,1571,1713,3284
石神井町４丁目,1752,1659,1791,3450
石神井町５丁目,927,865,901,1766
石神井町６丁目,1611,1489,1611,3100
石神井町７丁目,2137,2042,2175,4217
石神井町８丁目,2239,2150,2320,4470
石神井台,14813,15042,15974,31016
石神井台１丁目,717,787,826,1613
石神井台２丁目,2130,2297,2344,4641
石神井台３丁目,2735,2645,2848,5493
石神井台４丁目,2270,2223,2544,4767
石神井台５丁目,1764,1956,1996,3952
石神井台６丁目,1344,1457,1520,2977
石神井台７丁目,2161,1828,1938,3766
石神井台８丁目,1692,1849,1958,3807
下石神井,8809,8988,9302,18290
下石神井１丁目,1302,1350,1402,2752
下石神井２丁目,1571,1649,1732,3381
下石神井３丁目,1108,1183,1242,2425
下石神井４丁目,1968,1744,1819,3563
下石神井５丁目,1286,1291,1347,2638
下石神井６丁目,1574,1771,1760,3531
東大泉,17923,16428,18383,34811
東大泉１丁目,2422,2229,2532,4761
東大泉２丁目,3010,2935,3230,6165
東大泉３丁目,2635,2198,2619,4817
東大泉４丁目,1686,1416,1487,2903
東大泉５丁目,2028,1763,2073,3836
東大泉６丁目,3318,2969,3410,6379
東大泉７丁目,2824,2918,3032,5950
西大泉町,13,13,20,33
西大泉,9897,10865,11271,22136
西大泉１丁目,1948,2070,2033,4103
西大泉２丁目,1296,1443,1544,2987
西大泉３丁目,1680,1764,1868,3632
西大泉４丁目,1495,1780,1868,3648
西大泉５丁目,2206,2368,2495,4863
西大泉６丁目,1272,1440,1463,2903
南大泉,12475,13197,13917,27114
南大泉１丁目,2150,2332,2447,4779
南大泉２丁目,1912,2166,2298,4464
南大泉３丁目,2231,2362,2450,4812
南大泉４丁目,3066,3131,3226,6357
南大泉５丁目,2280,2273,2483,4756
南大泉６丁目,836,933,1013,1946
大泉町,10025,11019,11262,22281
大泉町１丁目,2283,2650,2650,5300
大泉町２丁目,2184,2326,2429,4755
大泉町３丁目,1725,1919,1943,3862
大泉町４丁目,1645,1878,1916,3794
大泉町５丁目,1043,1094,1105,2199
大泉町６丁目,1145,1152,1219,2371
大泉学園町,15562,16794,17659,34453
大泉学園町１丁目,1482,1535,1668,3203
大泉学園町２丁目,1936,1929,2055,3984
大泉学園町３丁目,1351,1649,1592,3241
大泉学園町４丁目,1892,2116,2251,4367
大泉学園町５丁目,2088,2358,2438,4796
大泉学園町６丁目,2277,2476,2664,5140
大泉学園町７丁目,2328,2396,2578,4974
大泉学園町８丁目,2138,2296,2382,4678
大泉学園町９丁目,70,39,31,70
関町北,11690,10560,11626,22186
関町北１丁目,2154,1653,1935,3588
関町北２丁目,2775,2149,2514,4663
関町北３丁目,2209,2069,2132,4201
関町北４丁目,2127,1989,2140,4129
関町北５丁目,2425,2700,2905,5605
関町南,8874,8700,9241,17941
関町南１丁目,1333,1202,1300,2502
関町南２丁目,2163,2064,2223,4287
関町南３丁目,2038,2091,2102,4193
関町南４丁目,3340,3343,3616,6959
上石神井南町,1060,1071,1090,2161
立野町,2395,2540,2719,5259
上石神井,10666,9048,9665,18713
上石神井１丁目,3449,2665,2810,5475
上石神井２丁目,2339,2055,2220,4275
上石神井３丁目,2244,2038,2171,4209
上石神井４丁目,2634,2290,2464,4754
関町東,3021,2613,2637,5250
関町東１丁目,2054,1881,1851,3732
関町東２丁目,967,732,786,1518
