町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,381589,360111,382285,742396
旭丘,4947,3750,3710,7460
旭丘１丁目,3407,2565,2450,5015
旭丘２丁目,1540,1185,1260,2445
小竹町,5675,4481,4985,9466
小竹町１丁目,3105,2498,2690,5188
小竹町２丁目,2570,1983,2295,4278
栄町,2486,1880,2112,3992
羽沢,3857,3214,3415,6629
羽沢１丁目,923,664,709,1373
羽沢２丁目,1923,1591,1727,3318
羽沢３丁目,1011,959,979,1938
豊玉上,4439,3093,3540,6633
豊玉上１丁目,1554,1171,1224,2395
豊玉上２丁目,2885,1922,2316,4238
豊玉中,6120,5440,5390,10830
豊玉中１丁目,1392,1242,1217,2459
豊玉中２丁目,1910,1658,1561,3219
豊玉中３丁目,1946,1561,1601,3162
豊玉中４丁目,872,979,1011,1990
豊玉南,4464,4302,4357,8659
豊玉南１丁目,1251,1146,1219,2365
豊玉南２丁目,1089,966,1018,1984
豊玉南３丁目,2124,2190,2120,4310
豊玉北,12664,9466,10277,19743
豊玉北１丁目,1696,1234,1425,2659
豊玉北２丁目,1495,1155,1276,2431
豊玉北３丁目,2238,1644,1699,3343
豊玉北４丁目,2692,1972,2116,4088
豊玉北５丁目,2697,1898,2077,3975
豊玉北６丁目,1846,1563,1684,3247
中村,5075,4790,5227,10017
中村１丁目,1208,1176,1287,2463
中村２丁目,1618,1643,1734,3377
中村３丁目,2249,1971,2206,4177
中村南,5737,5326,5712,11038
中村南１丁目,2083,2101,2180,4281
中村南２丁目,2120,1812,1904,3716
中村南３丁目,1534,1413,1628,3041
中村北,6918,5531,6210,11741
中村北１丁目,2203,1809,2002,3811
中村北２丁目,1699,1516,1546,3062
中村北３丁目,1318,927,1093,2020
中村北４丁目,1698,1279,1569,2848
桜台,14521,12509,13325,25834
桜台１丁目,3340,2488,2645,5133
桜台２丁目,2694,2316,2468,4784
桜台３丁目,2465,2254,2477,4731
桜台４丁目,2195,1682,1872,3554
桜台５丁目,2037,2013,1968,3981
桜台６丁目,1790,1756,1895,3651
練馬,9098,7043,7535,14578
練馬１丁目,2699,2006,2145,4151
練馬２丁目,1808,1469,1534,3003
練馬３丁目,2375,1733,1859,3592
練馬４丁目,2216,1835,1997,3832
向山,5881,5449,5663,11112
向山１丁目,1129,868,911,1779
向山２丁目,1353,1310,1292,2602
向山３丁目,1283,1175,1274,2449
向山４丁目,2116,2096,2186,4282
貫井,11473,9928,10517,20445
貫井１丁目,2735,2406,2724,5130
貫井２丁目,2293,1792,1874,3666
貫井３丁目,2806,2344,2533,4877
貫井４丁目,2225,2091,2172,4263
貫井５丁目,1414,1295,1214,2509
錦,3139,3065,3127,6192
錦１丁目,1839,1744,1825,3569
錦２丁目,1300,1321,1302,2623
氷川台,7162,6617,7035,13652
氷川台１丁目,124,111,130,241
氷川台２丁目,1442,1521,1528,3049
氷川台３丁目,2831,2480,2647,5127
氷川台４丁目,2765,2505,2730,5235
平和台,6806,6879,7077,13956
平和台１丁目,1757,1831,1790,3621
平和台２丁目,1582,1497,1567,3064
平和台３丁目,2001,2107,2211,4318
平和台４丁目,1466,1444,1509,2953
早宮,9644,9320,10061,19381
早宮１丁目,3068,2839,3081,5920
早宮２丁目,2164,2041,2165,4206
早宮３丁目,2320,2290,2515,4805
早宮４丁目,2092,2150,2300,4450
春日町,13043,12476,13539,26015
春日町１丁目,2157,2107,2282,4389
春日町２丁目,2269,2224,2337,4561
春日町３丁目,2190,1948,2196,4144
春日町４丁目,2252,2171,2288,4459
春日町５丁目,2213,2138,2373,4511
春日町６丁目,1962,1888,2063,3951
高松,8306,8956,9207,18163
高松１丁目,1487,1475,1573,3048
高松２丁目,1161,1200,1311,2511
高松３丁目,1278,1601,1651,3252
高松４丁目,1564,1743,1779,3522
高松５丁目,1377,1353,1393,2746
高松６丁目,1439,1584,1500,3084
北町,15443,13437,13120,26557
北町１丁目,2869,2283,2409,4692
北町２丁目,3258,3077,3161,6238
北町３丁目,1653,1433,1513,2946
北町４丁目,1000,942,58,1000
北町５丁目,1307,1214,1213,2427
北町６丁目,1543,1199,1388,2587
北町７丁目,1598,1411,1459,2870
北町８丁目,2215,1878,1919,3797
田柄,13755,14458,14967,29425
田柄１丁目,2440,2426,2628,5054
田柄２丁目,3835,3559,3728,7287
田柄３丁目,2472,2872,2823,5695
田柄４丁目,3158,3611,3682,7293
田柄５丁目,1850,1990,2106,4096
光が丘,12833,12673,14647,27320
光が丘１丁目,1574,1216,1447,2663
光が丘２丁目,2609,2408,3010,5418
光が丘３丁目,3953,4282,4711,8993
光が丘４丁目,0,0,0,0
光が丘５丁目,1631,1495,1858,3353
光が丘６丁目,476,469,585,1054
光が丘７丁目,2590,2803,3036,5839
旭町,6864,6492,6561,13053
旭町１丁目,1936,2097,2181,4278
旭町２丁目,2570,2276,2290,4566
旭町３丁目,2358,2119,2090,4209
土支田,6121,6898,6970,13868
土支田１丁目,1607,1740,1808,3548
土支田２丁目,1308,1458,1469,2927
土支田３丁目,1764,2003,2081,4084
土支田４丁目,1442,1697,1612,3309
富士見台,7968,7689,7967,15656
富士見台１丁目,1563,1539,1589,3128
富士見台２丁目,2339,2097,2154,4251
富士見台３丁目,2181,2013,2144,4157
富士見台４丁目,1885,2040,2080,4120
南田中,6454,6086,6445,12531
南田中１丁目,1225,1248,1256,2504
南田中２丁目,892,883,888,1771
南田中３丁目,1420,1242,1409,2651
南田中４丁目,1557,1597,1595,3192
南田中５丁目,1360,1116,1297,2413
高野台,7513,7252,8147,15399
高野台１丁目,1789,1614,1920,3534
高野台２丁目,1589,1618,1715,3333
高野台３丁目,1484,1386,1537,2923
高野台４丁目,1242,1198,1368,2566
高野台５丁目,1409,1436,1607,3043
谷原,5780,6539,6753,13292
谷原１丁目,942,1045,1058,2103
谷原２丁目,838,872,903,1775
谷原３丁目,843,1007,1078,2085
谷原４丁目,776,983,964,1947
谷原５丁目,1369,1486,1572,3058
谷原６丁目,1012,1146,1178,2324
三原台,4242,4627,4751,9378
三原台１丁目,1975,2107,2141,4248
三原台２丁目,874,1025,1001,2026
三原台３丁目,1393,1495,1609,3104
石神井町,14922,13318,14718,28036
石神井町１丁目,1812,1415,1734,3149
石神井町２丁目,2421,2111,2469,4580
石神井町３丁目,1946,1583,1728,3311
石神井町４丁目,1783,1675,1801,3476
石神井町５丁目,939,855,902,1757
石神井町６丁目,1634,1496,1605,3101
石神井町７丁目,2139,2037,2163,4200
石神井町８丁目,2248,2146,2316,4462
石神井台,14908,15064,16038,31102
石神井台１丁目,721,795,834,1629
石神井台２丁目,2151,2308,2366,4674
石神井台３丁目,2720,2629,2802,5431
石神井台４丁目,2313,2269,2574,4843
石神井台５丁目,1786,1965,2023,3988
石神井台６丁目,1329,1425,1521,2946
石神井台７丁目,2176,1824,1956,3780
石神井台８丁目,1712,1849,1962,3811
下石神井,8839,9032,9289,18321
下石神井１丁目,1265,1356,1350,2706
下石神井２丁目,1592,1678,1740,3418
下石神井３丁目,1124,1194,1247,2441
下石神井４丁目,1979,1745,1838,3583
下石神井５丁目,1279,1275,1334,2609
下石神井６丁目,1600,1784,1780,3564
東大泉,18167,16578,18547,35125
東大泉１丁目,2435,2211,2524,4735
東大泉２丁目,3074,3022,3270,6292
東大泉３丁目,2640,2190,2631,4821
東大泉４丁目,1704,1431,1512,2943
東大泉５丁目,2096,1817,2137,3954
東大泉６丁目,3351,2966,3430,6396
東大泉７丁目,2867,2941,3043,5984
西大泉町,13,13,20,33
西大泉,9924,10842,11270,22112
西大泉１丁目,1953,2055,2024,4079
西大泉２丁目,1302,1439,1545,2984
西大泉３丁目,1712,1796,1892,3688
西大泉４丁目,1499,1791,1878,3669
西大泉５丁目,2217,2371,2514,4885
西大泉６丁目,1241,1390,1417,2807
南大泉,12569,13200,13920,27120
南大泉１丁目,2163,2330,2433,4763
南大泉２丁目,1930,2167,2291,4458
南大泉３丁目,2237,2360,2425,4785
南大泉４丁目,3083,3129,3232,6361
南大泉５丁目,2321,2291,2526,4817
南大泉６丁目,835,923,1013,1936
大泉町,10104,11026,11301,22327
大泉町１丁目,2308,2660,2666,5326
大泉町２丁目,2203,2329,2429,4758
大泉町３丁目,1742,1922,1949,3871
大泉町４丁目,1663,1888,1922,3810
大泉町５丁目,1041,1079,1109,2188
大泉町６丁目,1147,1148,1226,2374
大泉学園町,15720,16861,17735,34596
大泉学園町１丁目,1483,1525,1683,3208
大泉学園町２丁目,1986,1975,2062,4037
大泉学園町３丁目,1367,1656,1591,3247
大泉学園町４丁目,1912,2122,2261,4383
大泉学園町５丁目,2119,2360,2473,4833
大泉学園町６丁目,2287,2480,2677,5157
大泉学園町７丁目,2349,2412,2586,4998
大泉学園町８丁目,2146,2291,2371,4662
大泉学園町９丁目,71,40,31,71
関町北,11747,10519,11632,22151
関町北１丁目,2161,1658,1925,3583
関町北２丁目,2790,2150,2513,4663
関町北３丁目,2219,2049,2138,4187
関町北４丁目,2152,1978,2155,4133
関町北５丁目,2425,2684,2901,5585
関町南,9019,8785,9334,18119
関町南１丁目,1329,1200,1291,2491
関町南２丁目,2216,2092,2250,4342
関町南３丁目,2055,2108,2118,4226
関町南４丁目,3419,3385,3675,7060
上石神井南町,1088,1092,1096,2188
立野町,2405,2539,2741,5280
上石神井,10674,8958,9628,18586
上石神井１丁目,3507,2682,2853,5535
上石神井２丁目,2391,2070,2268,4338
上石神井３丁目,2080,1877,2006,3883
上石神井４丁目,2696,2329,2501,4830
関町東,3062,2618,2667,5285
関町東１丁目,2066,1873,1877,3750
関町東２丁目,996,745,790,1535
