町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,381192,359603,381878,741481
旭丘,4933,3742,3685,7427
旭丘１丁目,3401,2566,2432,4998
旭丘２丁目,1532,1176,1253,2429
小竹町,5651,4469,4969,9438
小竹町１丁目,3098,2493,2681,5174
小竹町２丁目,2553,1976,2288,4264
栄町,2463,1856,2099,3955
羽沢,3837,3190,3400,6590
羽沢１丁目,919,657,711,1368
羽沢２丁目,1919,1588,1723,3311
羽沢３丁目,999,945,966,1911
豊玉上,4432,3079,3540,6619
豊玉上１丁目,1558,1160,1231,2391
豊玉上２丁目,2874,1919,2309,4228
豊玉中,6111,5415,5387,10802
豊玉中１丁目,1386,1239,1217,2456
豊玉中２丁目,1916,1645,1562,3207
豊玉中３丁目,1935,1551,1590,3141
豊玉中４丁目,874,980,1018,1998
豊玉南,4447,4296,4361,8657
豊玉南１丁目,1244,1150,1213,2363
豊玉南２丁目,1090,962,1023,1985
豊玉南３丁目,2113,2184,2125,4309
豊玉北,12681,9465,10260,19725
豊玉北１丁目,1694,1234,1418,2652
豊玉北２丁目,1491,1157,1264,2421
豊玉北３丁目,2246,1649,1697,3346
豊玉北４丁目,2728,1985,2138,4123
豊玉北５丁目,2669,1879,2058,3937
豊玉北６丁目,1853,1561,1685,3246
中村,5058,4769,5234,10003
中村１丁目,1202,1161,1290,2451
中村２丁目,1612,1637,1739,3376
中村３丁目,2244,1971,2205,4176
中村南,5704,5298,5686,10984
中村南１丁目,2068,2085,2156,4241
中村南２丁目,2101,1801,1896,3697
中村南３丁目,1535,1412,1634,3046
中村北,6905,5506,6189,11695
中村北１丁目,2206,1799,2008,3807
中村北２丁目,1712,1524,1552,3076
中村北３丁目,1299,922,1075,1997
中村北４丁目,1688,1261,1554,2815
桜台,14504,12488,13324,25812
桜台１丁目,3334,2479,2644,5123
桜台２丁目,2697,2317,2474,4791
桜台３丁目,2462,2244,2471,4715
桜台４丁目,2184,1681,1860,3541
桜台５丁目,2032,2006,1971,3977
桜台６丁目,1795,1761,1904,3665
練馬,9096,7036,7546,14582
練馬１丁目,2707,2002,2152,4154
練馬２丁目,1810,1471,1540,3011
練馬３丁目,2352,1726,1849,3575
練馬４丁目,2227,1837,2005,3842
向山,5886,5448,5679,11127
向山１丁目,1123,865,908,1773
向山２丁目,1352,1307,1296,2603
向山３丁目,1289,1171,1284,2455
向山４丁目,2122,2105,2191,4296
貫井,11435,9871,10497,20368
貫井１丁目,2729,2396,2716,5112
貫井２丁目,2286,1774,1870,3644
貫井３丁目,2807,2344,2536,4880
貫井４丁目,2203,2066,2153,4219
貫井５丁目,1410,1291,1222,2513
錦,3159,3075,3152,6227
錦１丁目,1857,1752,1840,3592
錦２丁目,1302,1323,1312,2635
氷川台,7142,6604,7009,13613
氷川台１丁目,123,110,128,238
氷川台２丁目,1431,1515,1530,3045
氷川台３丁目,2836,2484,2640,5124
氷川台４丁目,2752,2495,2711,5206
平和台,6804,6886,7072,13958
平和台１丁目,1760,1832,1787,3619
平和台２丁目,1590,1503,1572,3075
平和台３丁目,1987,2110,2200,4310
平和台４丁目,1467,1441,1513,2954
早宮,9635,9341,10044,19385
早宮１丁目,3083,2855,3077,5932
早宮２丁目,2143,2025,2158,4183
早宮３丁目,2321,2305,2514,4819
早宮４丁目,2088,2156,2295,4451
春日町,13002,12489,13523,26012
春日町１丁目,2152,2107,2275,4382
春日町２丁目,2255,2223,2336,4559
春日町３丁目,2180,1947,2195,4142
春日町４丁目,2246,2169,2280,4449
春日町５丁目,2192,2140,2358,4498
春日町６丁目,1977,1903,2079,3982
高松,8294,8932,9187,18119
高松１丁目,1494,1479,1580,3059
高松２丁目,1163,1204,1310,2514
高松３丁目,1274,1591,1639,3230
高松４丁目,1552,1736,1773,3509
高松５丁目,1376,1349,1384,2733
高松６丁目,1435,1573,1501,3074
北町,15451,13427,13160,26587
北町１丁目,2874,2290,2402,4692
北町２丁目,3267,3095,3180,6275
北町３丁目,1660,1438,1526,2964
北町４丁目,985,917,68,985
北町５丁目,1308,1211,1219,2430
北町６丁目,1551,1189,1389,2578
北町７丁目,1594,1401,1449,2850
北町８丁目,2212,1886,1927,3813
田柄,13840,14488,15025,29513
田柄１丁目,2428,2430,2617,5047
田柄２丁目,3910,3592,3770,7362
田柄３丁目,2501,2885,2849,5734
田柄４丁目,3149,3598,3671,7269
田柄５丁目,1852,1983,2118,4101
光が丘,12821,12610,14603,27213
光が丘１丁目,1578,1213,1450,2663
光が丘２丁目,2590,2389,2987,5376
光が丘３丁目,3946,4256,4693,8949
光が丘４丁目,0,0,0,0
光が丘５丁目,1629,1474,1848,3322
光が丘６丁目,481,469,589,1058
光が丘７丁目,2597,2809,3036,5845
旭町,6864,6486,6571,13057
旭町１丁目,1943,2105,2183,4288
旭町２丁目,2559,2263,2290,4553
旭町３丁目,2362,2118,2098,4216
土支田,6127,6895,6957,13852
土支田１丁目,1601,1730,1800,3530
土支田２丁目,1312,1460,1472,2932
土支田３丁目,1770,2001,2082,4083
土支田４丁目,1444,1704,1603,3307
富士見台,7982,7697,7981,15678
富士見台１丁目,1573,1547,1603,3150
富士見台２丁目,2342,2094,2155,4249
富士見台３丁目,2173,2009,2134,4143
富士見台４丁目,1894,2047,2089,4136
南田中,6436,6077,6413,12490
南田中１丁目,1232,1250,1256,2506
南田中２丁目,896,885,887,1772
南田中３丁目,1408,1242,1401,2643
南田中４丁目,1540,1581,1577,3158
南田中５丁目,1360,1119,1292,2411
高野台,7510,7239,8148,15387
高野台１丁目,1795,1611,1911,3522
高野台２丁目,1581,1609,1718,3327
高野台３丁目,1470,1376,1531,2907
高野台４丁目,1266,1212,1388,2600
高野台５丁目,1398,1431,1600,3031
谷原,5783,6537,6748,13285
谷原１丁目,936,1041,1053,2094
谷原２丁目,839,870,902,1772
谷原３丁目,846,1014,1080,2094
谷原４丁目,782,985,972,1957
谷原５丁目,1369,1485,1572,3057
谷原６丁目,1011,1142,1169,2311
三原台,4237,4637,4748,9385
三原台１丁目,1972,2115,2141,4256
三原台２丁目,870,1018,996,2014
三原台３丁目,1395,1504,1611,3115
石神井町,14908,13340,14703,28043
石神井町１丁目,1798,1418,1718,3136
石神井町２丁目,2416,2109,2466,4575
石神井町３丁目,1967,1595,1742,3337
石神井町４丁目,1777,1677,1803,3480
石神井町５丁目,937,851,897,1748
石神井町６丁目,1631,1507,1605,3112
石神井町７丁目,2145,2038,2165,4203
石神井町８丁目,2237,2145,2307,4452
石神井台,14931,15068,16043,31111
石神井台１丁目,725,802,836,1638
石神井台２丁目,2149,2314,2360,4674
石神井台３丁目,2730,2641,2806,5447
石神井台４丁目,2314,2257,2571,4828
石神井台５丁目,1794,1967,2020,3987
石神井台６丁目,1331,1424,1528,2952
石神井台７丁目,2169,1803,1954,3757
石神井台８丁目,1719,1860,1968,3828
下石神井,8842,9028,9280,18308
下石神井１丁目,1271,1361,1350,2711
下石神井２丁目,1584,1674,1728,3402
下石神井３丁目,1117,1190,1249,2439
下石神井４丁目,1982,1747,1834,3581
下石神井５丁目,1290,1284,1346,2630
下石神井６丁目,1598,1772,1773,3545
東大泉,18146,16542,18543,35085
東大泉１丁目,2439,2209,2525,4734
東大泉２丁目,3083,3036,3292,6328
東大泉３丁目,2635,2184,2620,4804
東大泉４丁目,1699,1429,1513,2942
東大泉５丁目,2090,1799,2134,3933
東大泉６丁目,3329,2937,3407,6344
東大泉７丁目,2871,2948,3052,6000
西大泉町,13,13,20,33
西大泉,9930,10825,11257,22082
西大泉１丁目,1949,2052,2023,4075
西大泉２丁目,1301,1431,1539,2970
西大泉３丁目,1706,1791,1884,3675
西大泉４丁目,1499,1787,1880,3667
西大泉５丁目,2231,2379,2515,4894
西大泉６丁目,1244,1385,1416,2801
南大泉,12565,13192,13902,27094
南大泉１丁目,2173,2341,2438,4779
南大泉２丁目,1923,2159,2285,4444
南大泉３丁目,2227,2352,2410,4762
南大泉４丁目,3089,3126,3240,6366
南大泉５丁目,2311,2282,2515,4797
南大泉６丁目,842,932,1014,1946
大泉町,10092,11011,11285,22296
大泉町１丁目,2309,2652,2658,5310
大泉町２丁目,2207,2332,2437,4769
大泉町３丁目,1743,1922,1951,3873
大泉町４丁目,1655,1878,1910,3788
大泉町５丁目,1034,1078,1108,2186
大泉町６丁目,1144,1149,1221,2370
大泉学園町,15702,16842,17702,34544
大泉学園町１丁目,1476,1518,1670,3188
大泉学園町２丁目,1964,1962,2040,4002
大泉学園町３丁目,1367,1658,1601,3259
大泉学園町４丁目,1909,2122,2256,4378
大泉学園町５丁目,2136,2378,2489,4867
大泉学園町６丁目,2290,2478,2668,5146
大泉学園町７丁目,2342,2408,2585,4993
大泉学園町８丁目,2148,2279,2362,4641
大泉学園町９丁目,70,39,31,70
関町北,11735,10511,11600,22111
関町北１丁目,2145,1645,1915,3560
関町北２丁目,2786,2143,2495,4638
関町北３丁目,2221,2050,2135,4185
関町北４丁目,2148,1980,2144,4124
関町北５丁目,2435,2693,2911,5604
関町南,9011,8783,9340,18123
関町南１丁目,1314,1191,1284,2475
関町南２丁目,2211,2100,2243,4343
関町南３丁目,2060,2105,2124,4229
関町南４丁目,3426,3387,3689,7076
上石神井南町,1088,1081,1097,2178
立野町,2408,2535,2743,5278
上石神井,10537,8877,9501,18378
上石神井１丁目,3487,2692,2826,5518
上石神井２丁目,2403,2072,2284,4356
上石神井３丁目,1970,1789,1893,3682
上石神井４丁目,2677,2324,2498,4822
関町東,3054,2607,2665,5272
関町東１丁目,2057,1857,1873,3730
関町東２丁目,997,750,792,1542
