町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,380495,359039,381060,740099
旭丘,4914,3721,3679,7400
旭丘１丁目,3384,2547,2425,4972
旭丘２丁目,1530,1174,1254,2428
小竹町,5623,4460,4959,9419
小竹町１丁目,3073,2481,2663,5144
小竹町２丁目,2550,1979,2296,4275
栄町,2479,1863,2103,3966
羽沢,3831,3186,3370,6556
羽沢１丁目,905,657,689,1346
羽沢２丁目,1937,1591,1719,3310
羽沢３丁目,989,938,962,1900
豊玉上,4407,3063,3537,6600
豊玉上１丁目,1535,1144,1223,2367
豊玉上２丁目,2872,1919,2314,4233
豊玉中,6042,5365,5331,10696
豊玉中１丁目,1380,1235,1200,2435
豊玉中２丁目,1904,1649,1557,3206
豊玉中３丁目,1895,1519,1557,3076
豊玉中４丁目,863,962,1017,1979
豊玉南,4456,4300,4385,8685
豊玉南１丁目,1267,1172,1227,2399
豊玉南２丁目,1101,959,1033,1992
豊玉南３丁目,2088,2169,2125,4294
豊玉北,12627,9431,10206,19637
豊玉北１丁目,1681,1224,1414,2638
豊玉北２丁目,1489,1166,1248,2414
豊玉北３丁目,2219,1631,1674,3305
豊玉北４丁目,2720,1980,2126,4106
豊玉北５丁目,2685,1902,2072,3974
豊玉北６丁目,1833,1528,1672,3200
中村,5050,4759,5224,9983
中村１丁目,1200,1157,1279,2436
中村２丁目,1614,1636,1745,3381
中村３丁目,2236,1966,2200,4166
中村南,5690,5316,5677,10993
中村南１丁目,2069,2088,2164,4252
中村南２丁目,2108,1812,1903,3715
中村南３丁目,1513,1416,1610,3026
中村北,6861,5475,6164,11639
中村北１丁目,2188,1779,1981,3760
中村北２丁目,1712,1529,1546,3075
中村北３丁目,1286,911,1074,1985
中村北４丁目,1675,1256,1563,2819
桜台,14479,12450,13290,25740
桜台１丁目,3320,2464,2644,5108
桜台２丁目,2684,2311,2447,4758
桜台３丁目,2481,2243,2499,4742
桜台４丁目,2175,1667,1843,3510
桜台５丁目,2020,2010,1957,3967
桜台６丁目,1799,1755,1900,3655
練馬,9007,7004,7458,14462
練馬１丁目,2685,1979,2131,4110
練馬２丁目,1784,1479,1518,2997
練馬３丁目,2324,1709,1808,3517
練馬４丁目,2214,1837,2001,3838
向山,5872,5470,5653,11123
向山１丁目,1117,876,910,1786
向山２丁目,1350,1313,1287,2600
向山３丁目,1287,1177,1277,2454
向山４丁目,2118,2104,2179,4283
貫井,11394,9823,10496,20319
貫井１丁目,2731,2406,2721,5127
貫井２丁目,2286,1774,1878,3652
貫井３丁目,2808,2325,2559,4884
貫井４丁目,2186,2053,2120,4173
貫井５丁目,1383,1265,1218,2483
錦,3179,3091,3166,6257
錦１丁目,1868,1765,1841,3606
錦２丁目,1311,1326,1325,2651
氷川台,7145,6599,7030,13629
氷川台１丁目,118,103,123,226
氷川台２丁目,1407,1495,1525,3020
氷川台３丁目,2862,2488,2650,5138
氷川台４丁目,2758,2513,2732,5245
平和台,6757,6861,7032,13893
平和台１丁目,1749,1824,1771,3595
平和台２丁目,1578,1490,1561,3051
平和台３丁目,1959,2112,2175,4287
平和台４丁目,1471,1435,1525,2960
早宮,9636,9355,10040,19395
早宮１丁目,3093,2857,3084,5941
早宮２丁目,2131,2011,2155,4166
早宮３丁目,2313,2318,2514,4832
早宮４丁目,2099,2169,2287,4456
春日町,13019,12483,13541,26024
春日町１丁目,2133,2078,2264,4342
春日町２丁目,2290,2242,2358,4600
春日町３丁目,2194,1948,2201,4149
春日町４丁目,2238,2171,2297,4468
春日町５丁目,2188,2137,2356,4493
春日町６丁目,1976,1907,2065,3972
高松,8302,8931,9187,18118
高松１丁目,1494,1478,1567,3045
高松２丁目,1160,1187,1308,2495
高松３丁目,1294,1611,1666,3277
高松４丁目,1564,1744,1775,3519
高松５丁目,1354,1344,1368,2712
高松６丁目,1436,1567,1503,3070
北町,15341,13337,13099,26436
北町１丁目,2857,2297,2379,4676
北町２丁目,3239,3063,3181,6244
北町３丁目,1635,1437,1515,2952
北町４丁目,967,898,69,967
北町５丁目,1301,1183,1217,2400
北町６丁目,1549,1198,1386,2584
北町７丁目,1592,1397,1434,2831
北町８丁目,2201,1864,1918,3782
田柄,13751,14385,14949,29334
田柄１丁目,2407,2411,2595,5006
田柄２丁目,3852,3545,3742,7287
田柄３丁目,2503,2867,2830,5697
田柄４丁目,3145,3578,3663,7241
田柄５丁目,1844,1984,2119,4103
光が丘,12775,12542,14518,27060
光が丘１丁目,1582,1213,1440,2653
光が丘２丁目,2572,2374,2953,5327
光が丘３丁目,3926,4234,4672,8906
光が丘４丁目,0,0,0,0
光が丘５丁目,1607,1449,1825,3274
光が丘６丁目,482,468,584,1052
光が丘７丁目,2606,2804,3044,5848
旭町,6876,6530,6552,13082
旭町１丁目,1915,2100,2166,4266
旭町２丁目,2582,2284,2305,4589
旭町３丁目,2379,2146,2081,4227
土支田,6148,6950,6980,13930
土支田１丁目,1593,1735,1781,3516
土支田２丁目,1319,1468,1472,2940
土支田３丁目,1771,2019,2089,4108
土支田４丁目,1465,1728,1638,3366
富士見台,7950,7668,7954,15622
富士見台１丁目,1566,1539,1603,3142
富士見台２丁目,2329,2082,2153,4235
富士見台３丁目,2174,2014,2128,4142
富士見台４丁目,1881,2033,2070,4103
南田中,6439,6091,6401,12492
南田中１丁目,1240,1244,1261,2505
南田中２丁目,904,906,898,1804
南田中３丁目,1425,1254,1410,2664
南田中４丁目,1514,1574,1561,3135
南田中５丁目,1356,1113,1271,2384
高野台,7559,7259,8145,15404
高野台１丁目,1804,1598,1904,3502
高野台２丁目,1574,1604,1708,3312
高野台３丁目,1509,1388,1545,2933
高野台４丁目,1276,1245,1385,2630
高野台５丁目,1396,1424,1603,3027
谷原,5772,6540,6713,13253
谷原１丁目,935,1040,1051,2091
谷原２丁目,837,873,901,1774
谷原３丁目,843,1012,1069,2081
谷原４丁目,782,971,970,1941
谷原５丁目,1367,1500,1564,3064
谷原６丁目,1008,1144,1158,2302
三原台,4240,4626,4744,9370
三原台１丁目,1964,2109,2127,4236
三原台２丁目,874,1013,997,2010
三原台３丁目,1402,1504,1620,3124
石神井町,14913,13338,14672,28010
石神井町１丁目,1809,1422,1725,3147
石神井町２丁目,2411,2111,2458,4569
石神井町３丁目,1971,1594,1733,3327
石神井町４丁目,1774,1672,1801,3473
石神井町５丁目,926,834,875,1709
石神井町６丁目,1642,1518,1610,3128
石神井町７丁目,2138,2031,2155,4186
石神井町８丁目,2242,2156,2315,4471
石神井台,14895,15015,15986,31001
石神井台１丁目,726,800,841,1641
石神井台２丁目,2160,2318,2358,4676
石神井台３丁目,2731,2635,2805,5440
石神井台４丁目,2281,2236,2555,4791
石神井台５丁目,1785,1956,2017,3973
石神井台６丁目,1325,1415,1512,2927
石神井台７丁目,2155,1792,1934,3726
石神井台８丁目,1732,1863,1964,3827
下石神井,8853,9062,9286,18348
下石神井１丁目,1272,1358,1355,2713
下石神井２丁目,1580,1666,1714,3380
下石神井３丁目,1123,1202,1264,2466
下石神井４丁目,1975,1756,1817,3573
下石神井５丁目,1301,1296,1348,2644
下石神井６丁目,1602,1784,1788,3572
東大泉,18144,16575,18542,35117
東大泉１丁目,2447,2184,2529,4713
東大泉２丁目,3095,3046,3295,6341
東大泉３丁目,2628,2197,2621,4818
東大泉４丁目,1693,1445,1506,2951
東大泉５丁目,2095,1819,2133,3952
東大泉６丁目,3324,2941,3406,6347
東大泉７丁目,2862,2943,3052,5995
西大泉町,13,13,20,33
西大泉,9914,10791,11234,22025
西大泉１丁目,1950,2053,2025,4078
西大泉２丁目,1279,1412,1521,2933
西大泉３丁目,1696,1773,1878,3651
西大泉４丁目,1513,1794,1891,3685
西大泉５丁目,2233,2376,2506,4882
西大泉６丁目,1243,1383,1413,2796
南大泉,12570,13144,13922,27066
南大泉１丁目,2159,2329,2422,4751
南大泉２丁目,1915,2150,2271,4421
南大泉３丁目,2253,2364,2446,4810
南大泉４丁目,3089,3103,3247,6350
南大泉５丁目,2311,2267,2524,4791
南大泉６丁目,843,931,1012,1943
大泉町,10106,10973,11266,22239
大泉町１丁目,2329,2650,2662,5312
大泉町２丁目,2212,2330,2435,4765
大泉町３丁目,1741,1906,1950,3856
大泉町４丁目,1649,1881,1895,3776
大泉町５丁目,1032,1066,1103,2169
大泉町６丁目,1143,1140,1221,2361
大泉学園町,15706,16830,17662,34492
大泉学園町１丁目,1468,1513,1660,3173
大泉学園町２丁目,1973,1968,2022,3990
大泉学園町３丁目,1361,1655,1610,3265
大泉学園町４丁目,1900,2116,2230,4346
大泉学園町５丁目,2138,2363,2469,4832
大泉学園町６丁目,2293,2490,2685,5175
大泉学園町７丁目,2355,2407,2596,5003
大泉学園町８丁目,2148,2279,2359,4638
大泉学園町９丁目,70,39,31,70
関町北,11713,10489,11536,22025
関町北１丁目,2134,1639,1896,3535
関町北２丁目,2798,2152,2483,4635
関町北３丁目,2187,2022,2109,4131
関町北４丁目,2146,1982,2142,4124
関町北５丁目,2448,2694,2906,5600
関町南,9016,8826,9360,18186
関町南１丁目,1286,1186,1255,2441
関町南２丁目,2195,2092,2219,4311
関町南３丁目,2064,2111,2141,4252
関町南４丁目,3471,3437,3745,7182
上石神井南町,1089,1087,1096,2183
立野町,2427,2545,2770,5315
上石神井,10466,8814,9455,18269
上石神井１丁目,3475,2692,2830,5522
上石神井２丁目,2411,2073,2278,4351
上石神井３丁目,1922,1751,1859,3610
上石神井４丁目,2658,2298,2488,4786
関町東,3049,2603,2670,5273
関町東１丁目,2070,1854,1893,3747
関町東２丁目,979,749,777,1526
