町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,380181,358568,380678,739246
旭丘,4888,3689,3679,7368
旭丘１丁目,3368,2521,2425,4946
旭丘２丁目,1520,1168,1254,2422
小竹町,5613,4459,4934,9393
小竹町１丁目,3070,2480,2655,5135
小竹町２丁目,2543,1979,2279,4258
栄町,2492,1873,2105,3978
羽沢,3825,3181,3355,6536
羽沢１丁目,895,654,677,1331
羽沢２丁目,1939,1589,1714,3303
羽沢３丁目,991,938,964,1902
豊玉上,4413,3067,3521,6588
豊玉上１丁目,1536,1144,1216,2360
豊玉上２丁目,2877,1923,2305,4228
豊玉中,6050,5362,5328,10690
豊玉中１丁目,1378,1239,1198,2437
豊玉中２丁目,1902,1648,1557,3205
豊玉中３丁目,1907,1517,1556,3073
豊玉中４丁目,863,958,1017,1975
豊玉南,4439,4285,4369,8654
豊玉南１丁目,1256,1156,1220,2376
豊玉南２丁目,1099,965,1029,1994
豊玉南３丁目,2084,2164,2120,4284
豊玉北,12603,9396,10193,19589
豊玉北１丁目,1681,1223,1412,2635
豊玉北２丁目,1489,1167,1248,2415
豊玉北３丁目,2239,1628,1695,3323
豊玉北４丁目,2691,1955,2105,4060
豊玉北５丁目,2676,1891,2074,3965
豊玉北６丁目,1827,1532,1659,3191
中村,5035,4747,5226,9973
中村１丁目,1191,1154,1264,2418
中村２丁目,1616,1633,1757,3390
中村３丁目,2228,1960,2205,4165
中村南,5643,5307,5627,10934
中村南１丁目,2060,2087,2150,4237
中村南２丁目,2094,1814,1890,3704
中村南３丁目,1489,1406,1587,2993
中村北,6851,5459,6156,11615
中村北１丁目,2180,1775,1981,3756
中村北２丁目,1722,1538,1553,3091
中村北３丁目,1298,912,1082,1994
中村北４丁目,1651,1234,1540,2774
桜台,14421,12393,13254,25647
桜台１丁目,3299,2447,2640,5087
桜台２丁目,2676,2308,2446,4754
桜台３丁目,2471,2217,2481,4698
桜台４丁目,2168,1657,1834,3491
桜台５丁目,2004,2005,1955,3960
桜台６丁目,1803,1759,1898,3657
練馬,9061,7023,7520,14543
練馬１丁目,2742,2015,2185,4200
練馬２丁目,1779,1475,1519,2994
練馬３丁目,2328,1698,1817,3515
練馬４丁目,2212,1835,1999,3834
向山,5867,5463,5639,11102
向山１丁目,1117,875,907,1782
向山２丁目,1356,1312,1281,2593
向山３丁目,1288,1178,1276,2454
向山４丁目,2106,2098,2175,4273
貫井,11358,9765,10453,20218
貫井１丁目,2713,2385,2703,5088
貫井２丁目,2280,1765,1865,3630
貫井３丁目,2793,2305,2551,4856
貫井４丁目,2187,2047,2115,4162
貫井５丁目,1385,1263,1219,2482
錦,3197,3100,3170,6270
錦１丁目,1886,1780,1846,3626
錦２丁目,1311,1320,1324,2644
氷川台,7156,6602,7043,13645
氷川台１丁目,118,104,123,227
氷川台２丁目,1407,1496,1524,3020
氷川台３丁目,2860,2480,2655,5135
氷川台４丁目,2771,2522,2741,5263
平和台,6772,6892,7052,13944
平和台１丁目,1746,1822,1759,3581
平和台２丁目,1588,1497,1574,3071
平和台３丁目,1982,2148,2203,4351
平和台４丁目,1456,1425,1516,2941
早宮,9658,9349,10046,19395
早宮１丁目,3093,2848,3079,5927
早宮２丁目,2154,2009,2167,4176
早宮３丁目,2315,2325,2513,4838
早宮４丁目,2096,2167,2287,4454
春日町,13001,12490,13547,26037
春日町１丁目,2124,2075,2254,4329
春日町２丁目,2288,2245,2363,4608
春日町３丁目,2190,1955,2198,4153
春日町４丁目,2235,2161,2300,4461
春日町５丁目,2188,2145,2363,4508
春日町６丁目,1976,1909,2069,3978
高松,8294,8924,9186,18110
高松１丁目,1497,1479,1575,3054
高松２丁目,1157,1178,1300,2478
高松３丁目,1294,1611,1673,3284
高松４丁目,1564,1738,1778,3516
高松５丁目,1340,1344,1352,2696
高松６丁目,1442,1574,1508,3082
北町,15390,13354,13173,26527
北町１丁目,2846,2277,2378,4655
北町２丁目,3260,3074,3197,6271
北町３丁目,1642,1437,1513,2950
北町４丁目,962,893,69,962
北町５丁目,1306,1184,1226,2410
北町６丁目,1570,1221,1409,2630
北町７丁目,1601,1405,1445,2850
北町８丁目,2203,1863,1936,3799
田柄,13688,14325,14861,29186
田柄１丁目,2407,2412,2593,5005
田柄２丁目,3801,3506,3684,7190
田柄３丁目,2493,2862,2818,5680
田柄４丁目,3141,3580,3653,7233
田柄５丁目,1846,1965,2113,4078
光が丘,12782,12533,14535,27068
光が丘１丁目,1585,1209,1438,2647
光が丘２丁目,2572,2363,2956,5319
光が丘３丁目,3920,4229,4673,8902
光が丘４丁目,0,0,0,0
光が丘５丁目,1619,1459,1842,3301
光が丘６丁目,482,473,584,1057
光が丘７丁目,2604,2800,3042,5842
旭町,6889,6530,6550,13080
旭町１丁目,1920,2099,2158,4257
旭町２丁目,2589,2285,2304,4589
旭町３丁目,2380,2146,2088,4234
土支田,6167,6971,7004,13975
土支田１丁目,1590,1729,1780,3509
土支田２丁目,1335,1491,1491,2982
土支田３丁目,1772,2019,2088,4107
土支田４丁目,1470,1732,1645,3377
富士見台,7937,7638,7933,15571
富士見台１丁目,1555,1523,1600,3123
富士見台２丁目,2317,2065,2139,4204
富士見台３丁目,2185,2020,2136,4156
富士見台４丁目,1880,2030,2058,4088
南田中,6412,6081,6372,12453
南田中１丁目,1243,1242,1254,2496
南田中２丁目,883,892,887,1779
南田中３丁目,1421,1253,1406,2659
南田中４丁目,1517,1581,1564,3145
南田中５丁目,1348,1113,1261,2374
高野台,7543,7251,8133,15384
高野台１丁目,1794,1593,1896,3489
高野台２丁目,1554,1592,1696,3288
高野台３丁目,1503,1384,1540,2924
高野台４丁目,1284,1252,1393,2645
高野台５丁目,1408,1430,1608,3038
谷原,5774,6543,6706,13249
谷原１丁目,933,1039,1048,2087
谷原２丁目,832,868,899,1767
谷原３丁目,848,1009,1069,2078
谷原４丁目,778,971,970,1941
谷原５丁目,1372,1510,1567,3077
谷原６丁目,1011,1146,1153,2299
三原台,4248,4630,4737,9367
三原台１丁目,1963,2112,2116,4228
三原台２丁目,877,1014,997,2011
三原台３丁目,1408,1504,1624,3128
石神井町,14892,13334,14669,28003
石神井町１丁目,1802,1420,1725,3145
石神井町２丁目,2410,2115,2455,4570
石神井町３丁目,1973,1597,1727,3324
石神井町４丁目,1767,1668,1795,3463
石神井町５丁目,918,825,870,1695
石神井町６丁目,1643,1520,1612,3132
石神井町７丁目,2137,2027,2160,4187
石神井町８丁目,2242,2162,2325,4487
石神井台,14865,14993,15960,30953
石神井台１丁目,730,799,842,1641
石神井台２丁目,2172,2312,2373,4685
石神井台３丁目,2718,2623,2785,5408
石神井台４丁目,2277,2236,2559,4795
石神井台５丁目,1778,1956,2013,3969
石神井台６丁目,1325,1420,1507,2927
石神井台７丁目,2139,1785,1919,3704
石神井台８丁目,1726,1862,1962,3824
下石神井,8833,9031,9274,18305
下石神井１丁目,1263,1349,1352,2701
下石神井２丁目,1584,1658,1720,3378
下石神井３丁目,1117,1193,1256,2449
下石神井４丁目,1973,1752,1812,3564
下石神井５丁目,1294,1298,1344,2642
下石神井６丁目,1602,1781,1790,3571
東大泉,18145,16574,18532,35106
東大泉１丁目,2452,2181,2530,4711
東大泉２丁目,3099,3040,3300,6340
東大泉３丁目,2627,2199,2607,4806
東大泉４丁目,1701,1445,1513,2958
東大泉５丁目,2081,1816,2126,3942
東大泉６丁目,3305,2940,3389,6329
東大泉７丁目,2880,2953,3067,6020
西大泉町,13,13,20,33
西大泉,9907,10739,11216,21955
西大泉１丁目,1942,2037,2027,4064
西大泉２丁目,1276,1402,1516,2918
西大泉３丁目,1709,1773,1882,3655
西大泉４丁目,1511,1790,1889,3679
西大泉５丁目,2227,2366,2492,4858
西大泉６丁目,1242,1371,1410,2781
南大泉,12592,13140,13928,27068
南大泉１丁目,2171,2332,2424,4756
南大泉２丁目,1920,2152,2277,4429
南大泉３丁目,2250,2354,2444,4798
南大泉４丁目,3083,3096,3241,6337
南大泉５丁目,2322,2271,2515,4786
南大泉６丁目,846,935,1027,1962
大泉町,10067,10941,11199,22140
大泉町１丁目,2334,2652,2664,5316
大泉町２丁目,2212,2327,2428,4755
大泉町３丁目,1730,1896,1934,3830
大泉町４丁目,1635,1878,1874,3752
大泉町５丁目,1032,1061,1098,2159
大泉町６丁目,1124,1127,1201,2328
大泉学園町,15701,16816,17633,34449
大泉学園町１丁目,1456,1509,1647,3156
大泉学園町２丁目,1986,1971,2035,4006
大泉学園町３丁目,1360,1648,1607,3255
大泉学園町４丁目,1902,2110,2228,4338
大泉学園町５丁目,2133,2361,2458,4819
大泉学園町６丁目,2296,2491,2695,5186
大泉学園町７丁目,2351,2400,2582,4982
大泉学園町８丁目,2147,2287,2350,4637
大泉学園町９丁目,70,39,31,70
関町北,11716,10492,11514,22006
関町北１丁目,2130,1645,1886,3531
関町北２丁目,2802,2146,2490,4636
関町北３丁目,2188,2029,2109,4138
関町北４丁目,2148,1985,2138,4123
関町北５丁目,2448,2687,2891,5578
関町南,9007,8811,9376,18187
関町南１丁目,1279,1187,1243,2430
関町南２丁目,2181,2076,2216,4292
関町南３丁目,2067,2102,2147,4249
関町南４丁目,3480,3446,3770,7216
上石神井南町,1079,1081,1093,2174
立野町,2426,2547,2769,5316
上石神井,10443,8779,9435,18214
上石神井１丁目,3457,2672,2837,5509
上石神井２丁目,2427,2087,2284,4371
上石神井３丁目,1907,1735,1844,3579
上石神井４丁目,2652,2285,2470,4755
関町東,3028,2595,2653,5248
関町東１丁目,2059,1848,1890,3738
関町東２丁目,969,747,763,1510
