町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,382827,359137,381663,740800
旭丘,4932,3709,3688,7397
旭丘１丁目,3393,2527,2429,4956
旭丘２丁目,1539,1182,1259,2441
小竹町,5673,4494,4977,9471
小竹町１丁目,3094,2490,2663,5153
小竹町２丁目,2579,2004,2314,4318
栄町,2595,1953,2176,4129
羽沢,3879,3210,3430,6640
羽沢１丁目,917,664,705,1369
羽沢２丁目,1962,1600,1756,3356
羽沢３丁目,1000,946,969,1915
豊玉上,4406,3046,3514,6560
豊玉上１丁目,1540,1143,1221,2364
豊玉上２丁目,2866,1903,2293,4196
豊玉中,6071,5358,5316,10674
豊玉中１丁目,1372,1243,1193,2436
豊玉中２丁目,1910,1651,1550,3201
豊玉中３丁目,1923,1512,1555,3067
豊玉中４丁目,866,952,1018,1970
豊玉南,4462,4280,4353,8633
豊玉南１丁目,1256,1135,1206,2341
豊玉南２丁目,1098,964,1026,1990
豊玉南３丁目,2108,2181,2121,4302
豊玉北,12780,9479,10286,19765
豊玉北１丁目,1694,1232,1426,2658
豊玉北２丁目,1531,1191,1269,2460
豊玉北３丁目,2262,1630,1705,3335
豊玉北４丁目,2739,1995,2116,4111
豊玉北５丁目,2694,1879,2075,3954
豊玉北６丁目,1860,1552,1695,3247
中村,5037,4727,5201,9928
中村１丁目,1188,1146,1247,2393
中村２丁目,1624,1629,1743,3372
中村３丁目,2225,1952,2211,4163
中村南,5663,5325,5584,10909
中村南１丁目,2074,2098,2136,4234
中村南２丁目,2085,1807,1875,3682
中村南３丁目,1504,1420,1573,2993
中村北,6948,5510,6214,11724
中村北１丁目,2208,1796,1985,3781
中村北２丁目,1742,1547,1580,3127
中村北３丁目,1327,928,1106,2034
中村北４丁目,1671,1239,1543,2782
桜台,14493,12403,13232,25635
桜台１丁目,3316,2435,2645,5080
桜台２丁目,2688,2303,2455,4758
桜台３丁目,2483,2232,2462,4694
桜台４丁目,2190,1682,1835,3517
桜台５丁目,2028,2000,1973,3973
桜台６丁目,1788,1751,1862,3613
練馬,9158,7056,7547,14603
練馬１丁目,2770,2021,2192,4213
練馬２丁目,1792,1470,1509,2979
練馬３丁目,2381,1736,1835,3571
練馬４丁目,2215,1829,2011,3840
向山,5874,5458,5681,11139
向山１丁目,1104,870,902,1772
向山２丁目,1363,1315,1291,2606
向山３丁目,1275,1169,1276,2445
向山４丁目,2132,2104,2212,4316
貫井,11410,9723,10549,20272
貫井１丁目,2702,2360,2711,5071
貫井２丁目,2294,1774,1873,3647
貫井３丁目,2777,2270,2565,4835
貫井４丁目,2233,2071,2160,4231
貫井５丁目,1404,1248,1240,2488
錦,3195,3100,3140,6240
錦１丁目,1899,1779,1847,3626
錦２丁目,1296,1321,1293,2614
氷川台,7231,6583,7092,13675
氷川台１丁目,118,103,121,224
氷川台２丁目,1444,1494,1535,3029
氷川台３丁目,2891,2489,2682,5171
氷川台４丁目,2778,2497,2754,5251
平和台,6829,6892,7021,13913
平和台１丁目,1756,1810,1750,3560
平和台２丁目,1591,1496,1573,3069
平和台３丁目,2029,2190,2190,4380
平和台４丁目,1453,1396,1508,2904
早宮,9647,9297,9993,19290
早宮１丁目,3093,2834,3049,5883
早宮２丁目,2150,1997,2170,4167
早宮３丁目,2315,2319,2504,4823
早宮４丁目,2089,2147,2270,4417
春日町,13143,12513,13555,26068
春日町１丁目,2162,2116,2270,4386
春日町２丁目,2333,2269,2382,4651
春日町３丁目,2181,1921,2169,4090
春日町４丁目,2239,2152,2277,4429
春日町５丁目,2232,2148,2383,4531
春日町６丁目,1996,1907,2074,3981
高松,8392,8944,9234,18178
高松１丁目,1504,1486,1576,3062
高松２丁目,1182,1194,1312,2506
高松３丁目,1311,1613,1677,3290
高松４丁目,1567,1728,1777,3505
高松５丁目,1364,1353,1372,2725
高松６丁目,1464,1570,1520,3090
北町,15540,13395,13330,26725
北町１丁目,2853,2264,2390,4654
北町２丁目,3304,3059,3236,6295
北町３丁目,1699,1470,1588,3058
北町４丁目,928,871,57,928
北町５丁目,1329,1201,1225,2426
北町６丁目,1615,1262,1447,2709
北町７丁目,1591,1400,1449,2849
北町８丁目,2221,1868,1938,3806
田柄,13831,14334,14855,29189
田柄１丁目,2441,2425,2617,5042
田柄２丁目,3807,3474,3661,7135
田柄３丁目,2545,2875,2801,5676
田柄４丁目,3181,3602,3675,7277
田柄５丁目,1857,1958,2101,4059
光が丘,12756,12430,14425,26855
光が丘１丁目,1562,1181,1413,2594
光が丘２丁目,2566,2337,2933,5270
光が丘３丁目,3947,4228,4652,8880
光が丘４丁目,0,0,0,0
光が丘５丁目,1619,1451,1832,3283
光が丘６丁目,479,460,571,1031
光が丘７丁目,2583,2773,3024,5797
旭町,6892,6495,6513,13008
旭町１丁目,1932,2092,2150,4242
旭町２丁目,2560,2253,2268,4521
旭町３丁目,2400,2150,2095,4245
土支田,6256,7051,7129,14180
土支田１丁目,1602,1719,1796,3515
土支田２丁目,1369,1530,1543,3073
土支田３丁目,1794,2041,2106,4147
土支田４丁目,1491,1761,1684,3445
富士見台,7995,7667,7987,15654
富士見台１丁目,1561,1534,1621,3155
富士見台２丁目,2326,2061,2130,4191
富士見台３丁目,2239,2050,2181,4231
富士見台４丁目,1869,2022,2055,4077
南田中,6456,6083,6394,12477
南田中１丁目,1241,1245,1263,2508
南田中２丁目,909,909,913,1822
南田中３丁目,1422,1246,1396,2642
南田中４丁目,1523,1575,1562,3137
南田中５丁目,1361,1108,1260,2368
高野台,7592,7283,8147,15430
高野台１丁目,1797,1597,1907,3504
高野台２丁目,1596,1609,1721,3330
高野台３丁目,1482,1378,1515,2893
高野台４丁目,1301,1265,1410,2675
高野台５丁目,1416,1434,1594,3028
谷原,5802,6556,6753,13309
谷原１丁目,951,1049,1068,2117
谷原２丁目,835,866,906,1772
谷原３丁目,836,1004,1061,2065
谷原４丁目,790,977,982,1959
谷原５丁目,1378,1517,1585,3102
谷原６丁目,1012,1143,1151,2294
三原台,4295,4661,4748,9409
三原台１丁目,1962,2114,2100,4214
三原台２丁目,889,1025,998,2023
三原台３丁目,1444,1522,1650,3172
石神井町,14973,13381,14680,28061
石神井町１丁目,1803,1429,1731,3160
石神井町２丁目,2415,2121,2436,4557
石神井町３丁目,1981,1590,1725,3315
石神井町４丁目,1761,1660,1793,3453
石神井町５丁目,952,826,895,1721
石神井町６丁目,1650,1527,1605,3132
石神井町７丁目,2163,2066,2185,4251
石神井町８丁目,2248,2162,2310,4472
石神井台,14916,14989,15961,30950
石神井台１丁目,725,791,841,1632
石神井台２丁目,2179,2303,2372,4675
石神井台３丁目,2710,2623,2762,5385
石神井台４丁目,2283,2232,2547,4779
石神井台５丁目,1768,1941,2007,3948
石神井台６丁目,1330,1416,1513,2929
石神井台７丁目,2159,1790,1921,3711
石神井台８丁目,1762,1893,1998,3891
下石神井,8861,9009,9265,18274
下石神井１丁目,1257,1342,1340,2682
下石神井２丁目,1575,1625,1708,3333
下石神井３丁目,1131,1197,1262,2459
下石神井４丁目,1983,1756,1811,3567
下石神井５丁目,1305,1315,1351,2666
下石神井６丁目,1610,1774,1793,3567
東大泉,18320,16625,18659,35284
東大泉１丁目,2477,2177,2550,4727
東大泉２丁目,3137,3070,3354,6424
東大泉３丁目,2636,2207,2592,4799
東大泉４丁目,1719,1433,1531,2964
東大泉５丁目,2088,1802,2135,3937
東大泉６丁目,3373,2995,3430,6425
東大泉７丁目,2890,2941,3067,6008
西大泉町,13,13,20,33
西大泉,9933,10740,11206,21946
西大泉１丁目,1952,2034,2050,4084
西大泉２丁目,1272,1395,1510,2905
西大泉３丁目,1729,1796,1877,3673
西大泉４丁目,1515,1789,1888,3677
西大泉５丁目,2213,2349,2474,4823
西大泉６丁目,1252,1377,1407,2784
南大泉,12742,13201,13982,27183
南大泉１丁目,2197,2332,2433,4765
南大泉２丁目,1933,2154,2277,4431
南大泉３丁目,2289,2387,2470,4857
南大泉４丁目,3107,3099,3242,6341
南大泉５丁目,2362,2287,2523,4810
南大泉６丁目,854,942,1037,1979
大泉町,10087,10935,11185,22120
大泉町１丁目,2336,2650,2668,5318
大泉町２丁目,2234,2339,2439,4778
大泉町３丁目,1747,1907,1930,3837
大泉町４丁目,1631,1883,1871,3754
大泉町５丁目,1018,1038,1078,2116
大泉町６丁目,1121,1118,1199,2317
大泉学園町,15741,16773,17661,34434
大泉学園町１丁目,1468,1513,1664,3177
大泉学園町２丁目,1971,1951,2012,3963
大泉学園町３丁目,1359,1635,1609,3244
大泉学園町４丁目,1910,2115,2226,4341
大泉学園町５丁目,2144,2342,2448,4790
大泉学園町６丁目,2306,2491,2706,5197
大泉学園町７丁目,2368,2414,2600,5014
大泉学園町８丁目,2145,2273,2365,4638
大泉学園町９丁目,70,39,31,70
関町北,11797,10516,11533,22049
関町北１丁目,2145,1652,1883,3535
関町北２丁目,2820,2161,2491,4652
関町北３丁目,2217,2041,2124,4165
関町北４丁目,2161,1989,2146,4135
関町北５丁目,2454,2673,2889,5562
関町南,9076,8870,9427,18297
関町南１丁目,1263,1159,1233,2392
関町南２丁目,2205,2081,2243,4324
関町南３丁目,2086,2128,2135,4263
関町南４丁目,3522,3502,3816,7318
上石神井南町,1091,1082,1104,2186
立野町,2438,2564,2765,5329
上石神井,10533,8813,9477,18290
上石神井１丁目,3495,2688,2859,5547
上石神井２丁目,2486,2105,2326,4431
上石神井３丁目,1914,1744,1841,3585
上石神井４丁目,2638,2276,2451,4727
関町東,3073,2611,2674,5285
関町東１丁目,2071,1851,1889,3740
関町東２丁目,1002,760,785,1545
