町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,384628,357890,381322,739212
旭丘,4903,3667,3654,7321
旭丘１丁目,3351,2481,2388,4869
旭丘２丁目,1552,1186,1266,2452
小竹町,5731,4529,5010,9539
小竹町１丁目,3134,2497,2691,5188
小竹町２丁目,2597,2032,2319,4351
栄町,2599,1924,2185,4109
羽沢,3854,3248,3360,6608
羽沢１丁目,927,674,693,1367
羽沢２丁目,1926,1617,1716,3333
羽沢３丁目,1001,957,951,1908
豊玉上,4459,3078,3509,6587
豊玉上１丁目,1561,1149,1214,2363
豊玉上２丁目,2898,1929,2295,4224
豊玉中,6132,5357,5356,10713
豊玉中１丁目,1346,1218,1173,2391
豊玉中２丁目,1972,1681,1603,3284
豊玉中３丁目,1953,1509,1567,3076
豊玉中４丁目,861,949,1013,1962
豊玉南,4479,4248,4308,8556
豊玉南１丁目,1259,1133,1183,2316
豊玉南２丁目,1110,964,1024,1988
豊玉南３丁目,2110,2151,2101,4252
豊玉北,12702,9367,10126,19493
豊玉北１丁目,1668,1199,1407,2606
豊玉北２丁目,1581,1217,1274,2491
豊玉北３丁目,2215,1585,1636,3221
豊玉北４丁目,2721,1985,2075,4060
豊玉北５丁目,2668,1851,2034,3885
豊玉北６丁目,1849,1530,1700,3230
中村,5108,4708,5226,9934
中村１丁目,1216,1155,1252,2407
中村２丁目,1647,1629,1768,3397
中村３丁目,2245,1924,2206,4130
中村南,5740,5352,5586,10938
中村南１丁目,2060,2098,2109,4207
中村南２丁目,2157,1822,1914,3736
中村南３丁目,1523,1432,1563,2995
中村北,6981,5466,6278,11744
中村北１丁目,2177,1766,1977,3743
中村北２丁目,1739,1518,1584,3102
中村北３丁目,1364,929,1126,2055
中村北４丁目,1701,1253,1591,2844
桜台,14601,12393,13311,25704
桜台１丁目,3306,2434,2667,5101
桜台２丁目,2706,2306,2478,4784
桜台３丁目,2583,2266,2499,4765
桜台４丁目,2207,1670,1851,3521
桜台５丁目,2009,1964,1948,3912
桜台６丁目,1790,1753,1868,3621
練馬,9253,7061,7548,14609
練馬１丁目,2826,2078,2162,4240
練馬２丁目,1797,1466,1510,2976
練馬３丁目,2406,1728,1855,3583
練馬４丁目,2224,1789,2021,3810
向山,5871,5429,5612,11041
向山１丁目,1105,867,888,1755
向山２丁目,1351,1289,1280,2569
向山３丁目,1307,1201,1291,2492
向山４丁目,2108,2072,2153,4225
貫井,11690,9926,10795,20721
貫井１丁目,2717,2349,2693,5042
貫井２丁目,2442,1972,2086,4058
貫井３丁目,2887,2275,2603,4878
貫井４丁目,2221,2055,2168,4223
貫井５丁目,1423,1275,1245,2520
錦,3210,3099,3170,6269
錦１丁目,1909,1782,1860,3642
錦２丁目,1301,1317,1310,2627
氷川台,7280,6560,7056,13616
氷川台１丁目,122,107,121,228
氷川台２丁目,1411,1486,1504,2990
氷川台３丁目,2946,2485,2677,5162
氷川台４丁目,2801,2482,2754,5236
平和台,6904,6851,7030,13881
平和台１丁目,1733,1796,1731,3527
平和台２丁目,1603,1469,1564,3033
平和台３丁目,2051,2154,2217,4371
平和台４丁目,1517,1432,1518,2950
早宮,9633,9200,9926,19126
早宮１丁目,3078,2811,3016,5827
早宮２丁目,2178,1985,2152,4137
早宮３丁目,2289,2289,2488,4777
早宮４丁目,2088,2115,2270,4385
春日町,13419,12614,13770,26384
春日町１丁目,2294,2196,2363,4559
春日町２丁目,2401,2283,2391,4674
春日町３丁目,2190,1890,2166,4056
春日町４丁目,2227,2138,2273,4411
春日町５丁目,2222,2123,2385,4508
春日町６丁目,2085,1984,2192,4176
高松,8396,8828,9125,17953
高松１丁目,1494,1446,1558,3004
高松２丁目,1235,1224,1317,2541
高松３丁目,1286,1577,1648,3225
高松４丁目,1577,1711,1737,3448
高松５丁目,1355,1326,1347,2673
高松６丁目,1449,1544,1518,3062
北町,15488,13245,13296,26541
北町１丁目,2887,2268,2384,4652
北町２丁目,3331,3099,3271,6370
北町３丁目,1741,1493,1610,3103
北町４丁目,784,732,52,784
北町５丁目,1358,1198,1237,2435
北町６丁目,1582,1232,1402,2634
北町７丁目,1596,1368,1440,2808
北町８丁目,2209,1855,1900,3755
田柄,13885,14222,14780,29002
田柄１丁目,2433,2407,2564,4971
田柄２丁目,3799,3438,3614,7052
田柄３丁目,2522,2821,2763,5584
田柄４丁目,3214,3593,3701,7294
田柄５丁目,1917,1963,2138,4101
光が丘,12700,12275,14230,26505
光が丘１丁目,1572,1148,1410,2558
光が丘２丁目,2564,2322,2902,5224
光が丘３丁目,3954,4195,4612,8807
光が丘４丁目,0,0,0,0
光が丘５丁目,1591,1424,1779,3203
光が丘６丁目,478,465,568,1033
光が丘７丁目,2541,2721,2959,5680
旭町,6894,6483,6488,12971
旭町１丁目,1950,2108,2186,4294
旭町２丁目,2551,2261,2222,4483
旭町３丁目,2393,2114,2080,4194
土支田,6336,7092,7238,14330
土支田１丁目,1628,1740,1839,3579
土支田２丁目,1378,1558,1575,3133
土支田３丁目,1834,2073,2143,4216
土支田４丁目,1496,1721,1681,3402
富士見台,7917,7549,7989,15538
富士見台１丁目,1521,1501,1638,3139
富士見台２丁目,2311,2040,2121,4161
富士見台３丁目,2228,2013,2181,4194
富士見台４丁目,1857,1995,2049,4044
南田中,6453,6059,6333,12392
南田中１丁目,1247,1252,1263,2515
南田中２丁目,938,924,927,1851
南田中３丁目,1428,1243,1371,2614
南田中４丁目,1509,1552,1549,3101
南田中５丁目,1331,1088,1223,2311
高野台,7664,7296,8153,15449
高野台１丁目,1797,1592,1904,3496
高野台２丁目,1620,1617,1735,3352
高野台３丁目,1515,1389,1517,2906
高野台４丁目,1298,1238,1395,2633
高野台５丁目,1434,1460,1602,3062
谷原,5856,6599,6792,13391
谷原１丁目,975,1073,1090,2163
谷原２丁目,843,868,910,1778
谷原３丁目,857,1013,1068,2081
谷原４丁目,786,970,968,1938
谷原５丁目,1391,1543,1622,3165
谷原６丁目,1004,1132,1134,2266
三原台,4287,4659,4728,9387
三原台１丁目,1930,2093,2072,4165
三原台２丁目,916,1055,1024,2079
三原台３丁目,1441,1511,1632,3143
石神井町,14964,13224,14583,27807
石神井町１丁目,1808,1413,1706,3119
石神井町２丁目,2424,2093,2413,4506
石神井町３丁目,1972,1575,1732,3307
石神井町４丁目,1769,1619,1794,3413
石神井町５丁目,966,831,883,1714
石神井町６丁目,1638,1516,1592,3108
石神井町７丁目,2146,2027,2166,4193
石神井町８丁目,2241,2150,2297,4447
石神井台,15025,14973,15964,30937
石神井台１丁目,708,779,822,1601
石神井台２丁目,2202,2293,2376,4669
石神井台３丁目,2747,2634,2755,5389
石神井台４丁目,2246,2181,2509,4690
石神井台５丁目,1776,1931,2004,3935
石神井台６丁目,1372,1441,1542,2983
石神井台７丁目,2205,1803,1952,3755
石神井台８丁目,1769,1911,2004,3915
下石神井,8937,8926,9272,18198
下石神井１丁目,1303,1320,1411,2731
下石神井２丁目,1577,1608,1706,3314
下石神井３丁目,1118,1191,1230,2421
下石神井４丁目,1998,1742,1805,3547
下石神井５丁目,1316,1315,1345,2660
下石神井６丁目,1625,1750,1775,3525
東大泉,18440,16627,18669,35296
東大泉１丁目,2489,2142,2572,4714
東大泉２丁目,3111,3061,3334,6395
東大泉３丁目,2669,2237,2585,4822
東大泉４丁目,1735,1430,1540,2970
東大泉５丁目,2149,1840,2167,4007
東大泉６丁目,3399,3015,3437,6452
東大泉７丁目,2888,2902,3034,5936
西大泉町,14,12,21,33
西大泉,10055,10787,11275,22062
西大泉１丁目,1944,2004,2057,4061
西大泉２丁目,1298,1405,1503,2908
西大泉３丁目,1759,1815,1921,3736
西大泉４丁目,1545,1815,1891,3706
西大泉５丁目,2204,2330,2464,4794
西大泉６丁目,1305,1418,1439,2857
南大泉,12767,13129,13918,27047
南大泉１丁目,2212,2330,2434,4764
南大泉２丁目,1940,2149,2260,4409
南大泉３丁目,2286,2367,2492,4859
南大泉４丁目,3133,3119,3228,6347
南大泉５丁目,2332,2239,2483,4722
南大泉６丁目,864,925,1021,1946
大泉町,10074,10806,11063,21869
大泉町１丁目,2329,2599,2629,5228
大泉町２丁目,2201,2296,2392,4688
大泉町３丁目,1744,1898,1912,3810
大泉町４丁目,1655,1875,1873,3748
大泉町５丁目,1022,1028,1064,2092
大泉町６丁目,1123,1110,1193,2303
大泉学園町,15743,16645,17473,34118
大泉学園町１丁目,1455,1509,1638,3147
大泉学園町２丁目,1962,1939,1987,3926
大泉学園町３丁目,1356,1620,1595,3215
大泉学園町４丁目,1905,2085,2198,4283
大泉学園町５丁目,2134,2308,2404,4712
大泉学園町６丁目,2304,2489,2686,5175
大泉学園町７丁目,2384,2396,2590,4986
大泉学園町８丁目,2174,2262,2343,4605
大泉学園町９丁目,69,37,32,69
関町北,11898,10511,11579,22090
関町北１丁目,2161,1660,1882,3542
関町北２丁目,2841,2154,2500,4654
関町北３丁目,2235,2032,2145,4177
関町北４丁目,2203,2028,2200,4228
関町北５丁目,2458,2637,2852,5489
関町南,9153,8946,9588,18534
関町南１丁目,1274,1162,1236,2398
関町南２丁目,2191,2071,2237,4308
関町南３丁目,2073,2116,2167,4283
関町南４丁目,3615,3597,3948,7545
上石神井南町,1114,1082,1134,2216
立野町,2443,2539,2758,5297
上石神井,10536,8735,9430,18165
上石神井１丁目,3497,2609,2845,5454
上石神井２丁目,2469,2087,2298,4385
上石神井３丁目,1951,1775,1859,3634
上石神井４丁目,2619,2264,2428,4692
関町東,3040,2564,2627,5191
関町東１丁目,2053,1831,1856,3687
関町東２丁目,987,733,771,1504
