町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,385044,357567,381151,738718
旭丘,4876,3630,3650,7280
旭丘１丁目,3370,2482,2408,4890
旭丘２丁目,1506,1148,1242,2390
小竹町,5703,4517,4954,9471
小竹町１丁目,3094,2467,2644,5111
小竹町２丁目,2609,2050,2310,4360
栄町,2594,1909,2188,4097
羽沢,3873,3273,3454,6727
羽沢１丁目,904,660,689,1349
羽沢２丁目,1957,1648,1793,3441
羽沢３丁目,1012,965,972,1937
豊玉上,4485,3128,3506,6634
豊玉上１丁目,1535,1130,1212,2342
豊玉上２丁目,2950,1998,2294,4292
豊玉中,6181,5383,5381,10764
豊玉中１丁目,1402,1242,1218,2460
豊玉中２丁目,1992,1695,1597,3292
豊玉中３丁目,1932,1494,1554,3048
豊玉中４丁目,855,952,1012,1964
豊玉南,4581,4372,4398,8770
豊玉南１丁目,1240,1111,1162,2273
豊玉南２丁目,1131,991,1029,2020
豊玉南３丁目,2210,2270,2207,4477
豊玉北,12572,9278,9993,19271
豊玉北１丁目,1657,1179,1387,2566
豊玉北２丁目,1581,1219,1269,2488
豊玉北３丁目,2229,1578,1657,3235
豊玉北４丁目,2652,1950,2020,3970
豊玉北５丁目,2634,1841,1992,3833
豊玉北６丁目,1819,1511,1668,3179
中村,5031,4660,5153,9813
中村１丁目,1207,1153,1238,2391
中村２丁目,1617,1605,1751,3356
中村３丁目,2207,1902,2164,4066
中村南,5793,5418,5591,11009
中村南１丁目,2049,2124,2085,4209
中村南２丁目,2204,1853,1927,3780
中村南３丁目,1540,1441,1579,3020
中村北,6977,5470,6225,11695
中村北１丁目,2169,1742,1942,3684
中村北２丁目,1727,1524,1575,3099
中村北３丁目,1358,948,1115,2063
中村北４丁目,1723,1256,1593,2849
桜台,14512,12278,13136,25414
桜台１丁目,3312,2441,2637,5078
桜台２丁目,2643,2255,2415,4670
桜台３丁目,2541,2217,2452,4669
桜台４丁目,2219,1664,1836,3500
桜台５丁目,2020,1961,1952,3913
桜台６丁目,1777,1740,1844,3584
練馬,9192,7026,7535,14561
練馬１丁目,2801,2056,2135,4191
練馬２丁目,1778,1453,1522,2975
練馬３丁目,2365,1714,1836,3550
練馬４丁目,2248,1803,2042,3845
向山,5850,5403,5604,11007
向山１丁目,1103,859,890,1749
向山２丁目,1332,1282,1277,2559
向山３丁目,1300,1194,1300,2494
向山４丁目,2115,2068,2137,4205
貫井,11746,9969,10873,20842
貫井１丁目,2724,2345,2709,5054
貫井２丁目,2468,1998,2114,4112
貫井３丁目,2947,2281,2643,4924
貫井４丁目,2188,2056,2163,4219
貫井５丁目,1419,1289,1244,2533
錦,3231,3104,3174,6278
錦１丁目,1936,1787,1874,3661
錦２丁目,1295,1317,1300,2617
氷川台,7277,6504,7081,13585
氷川台１丁目,119,102,120,222
氷川台２丁目,1393,1472,1491,2963
氷川台３丁目,2952,2472,2711,5183
氷川台４丁目,2813,2458,2759,5217
平和台,6892,6844,7015,13859
平和台１丁目,1721,1803,1723,3526
平和台２丁目,1617,1471,1580,3051
平和台３丁目,2019,2123,2189,4312
平和台４丁目,1535,1447,1523,2970
早宮,9665,9205,9962,19167
早宮１丁目,3057,2775,2991,5766
早宮２丁目,2187,1983,2162,4145
早宮３丁目,2327,2323,2512,4835
早宮４丁目,2094,2124,2297,4421
春日町,13482,12652,13787,26439
春日町１丁目,2338,2271,2413,4684
春日町２丁目,2397,2261,2364,4625
春日町３丁目,2194,1888,2159,4047
春日町４丁目,2237,2147,2265,4412
春日町５丁目,2232,2108,2379,4487
春日町６丁目,2084,1977,2207,4184
高松,8422,8808,9158,17966
高松１丁目,1471,1417,1532,2949
高松２丁目,1264,1243,1348,2591
高松３丁目,1288,1561,1646,3207
高松４丁目,1566,1696,1720,3416
高松５丁目,1388,1346,1386,2732
高松６丁目,1445,1545,1526,3071
北町,15724,13441,13520,26961
北町１丁目,2936,2302,2392,4694
北町２丁目,3370,3098,3354,6452
北町３丁目,1879,1604,1714,3318
北町４丁目,813,746,67,813
北町５丁目,1361,1211,1242,2453
北町６丁目,1615,1281,1430,2711
北町７丁目,1590,1382,1442,2824
北町８丁目,2160,1817,1879,3696
田柄,13923,14169,14764,28933
田柄１丁目,2469,2400,2554,4954
田柄２丁目,3806,3435,3613,7048
田柄３丁目,2485,2768,2749,5517
田柄４丁目,3231,3589,3717,7306
田柄５丁目,1932,1977,2131,4108
光が丘,12730,12227,14219,26446
光が丘１丁目,1565,1143,1405,2548
光が丘２丁目,2567,2313,2893,5206
光が丘３丁目,3968,4195,4613,8808
光が丘４丁目,0,0,0,0
光が丘５丁目,1599,1411,1788,3199
光が丘６丁目,476,458,560,1018
光が丘７丁目,2555,2707,2960,5667
旭町,6906,6474,6508,12982
旭町１丁目,1943,2096,2170,4266
旭町２丁目,2569,2270,2254,4524
旭町３丁目,2394,2108,2084,4192
土支田,6338,7080,7226,14306
土支田１丁目,1633,1747,1840,3587
土支田２丁目,1390,1557,1572,3129
土支田３丁目,1829,2079,2135,4214
土支田４丁目,1486,1697,1679,3376
富士見台,7936,7525,7949,15474
富士見台１丁目,1515,1498,1618,3116
富士見台２丁目,2299,2011,2091,4102
富士見台３丁目,2257,2025,2177,4202
富士見台４丁目,1865,1991,2063,4054
南田中,6422,6028,6291,12319
南田中１丁目,1240,1253,1268,2521
南田中２丁目,918,906,910,1816
南田中３丁目,1422,1246,1359,2605
南田中４丁目,1509,1554,1530,3084
南田中５丁目,1333,1069,1224,2293
高野台,7707,7273,8137,15410
高野台１丁目,1793,1573,1909,3482
高野台２丁目,1629,1613,1719,3332
高野台３丁目,1545,1401,1523,2924
高野台４丁目,1306,1241,1389,2630
高野台５丁目,1434,1445,1597,3042
谷原,5900,6631,6824,13455
谷原１丁目,991,1081,1092,2173
谷原２丁目,860,859,919,1778
谷原３丁目,851,1009,1060,2069
谷原４丁目,792,978,969,1947
谷原５丁目,1410,1579,1666,3245
谷原６丁目,996,1125,1118,2243
三原台,4299,4643,4746,9389
三原台１丁目,1945,2082,2090,4172
三原台２丁目,931,1075,1059,2134
三原台３丁目,1423,1486,1597,3083
石神井町,15027,13321,14641,27962
石神井町１丁目,1781,1406,1679,3085
石神井町２丁目,2513,2187,2520,4707
石神井町３丁目,1958,1570,1703,3273
石神井町４丁目,1779,1638,1789,3427
石神井町５丁目,979,833,892,1725
石神井町６丁目,1648,1527,1603,3130
石神井町７丁目,2148,2038,2172,4210
石神井町８丁目,2221,2122,2283,4405
石神井台,15008,14967,15898,30865
石神井台１丁目,707,778,822,1600
石神井台２丁目,2198,2289,2360,4649
石神井台３丁目,2767,2654,2775,5429
石神井台４丁目,2234,2170,2485,4655
石神井台５丁目,1758,1925,1989,3914
石神井台６丁目,1369,1453,1528,2981
石神井台７丁目,2198,1795,1943,3738
石神井台８丁目,1777,1903,1996,3899
下石神井,8915,8896,9219,18115
下石神井１丁目,1319,1342,1416,2758
下石神井２丁目,1566,1596,1694,3290
下石神井３丁目,1111,1182,1216,2398
下石神井４丁目,1980,1739,1782,3521
下石神井５丁目,1318,1304,1339,2643
下石神井６丁目,1621,1733,1772,3505
東大泉,18255,16523,18608,35131
東大泉１丁目,2479,2124,2562,4686
東大泉２丁目,3056,3021,3315,6336
東大泉３丁目,2656,2236,2582,4818
東大泉４丁目,1690,1399,1509,2908
東大泉５丁目,2121,1836,2175,4011
東大泉６丁目,3381,3001,3443,6444
東大泉７丁目,2872,2906,3022,5928
西大泉町,14,12,20,32
西大泉,10064,10766,11278,22044
西大泉１丁目,1923,1963,2033,3996
西大泉２丁目,1296,1406,1500,2906
西大泉３丁目,1763,1819,1943,3762
西大泉４丁目,1573,1855,1922,3777
西大泉５丁目,2202,2305,2451,4756
西大泉６丁目,1307,1418,1429,2847
南大泉,12741,13044,13815,26859
南大泉１丁目,2196,2318,2424,4742
南大泉２丁目,1953,2152,2235,4387
南大泉３丁目,2282,2359,2482,4841
南大泉４丁目,3136,3098,3218,6316
南大泉５丁目,2331,2215,2454,4669
南大泉６丁目,843,902,1002,1904
大泉町,10074,10721,11016,21737
大泉町１丁目,2333,2614,2622,5236
大泉町２丁目,2174,2260,2359,4619
大泉町３丁目,1735,1848,1873,3721
大泉町４丁目,1679,1871,1898,3769
大泉町５丁目,1004,1011,1058,2069
大泉町６丁目,1149,1117,1206,2323
大泉学園町,15790,16647,17553,34200
大泉学園町１丁目,1448,1517,1630,3147
大泉学園町２丁目,1969,1944,2017,3961
大泉学園町３丁目,1359,1618,1587,3205
大泉学園町４丁目,1912,2073,2193,4266
大泉学園町５丁目,2163,2313,2450,4763
大泉学園町６丁目,2323,2499,2701,5200
大泉学園町７丁目,2383,2384,2604,4988
大泉学園町８丁目,2165,2262,2340,4602
大泉学園町９丁目,68,37,31,68
関町北,11886,10474,11533,22007
関町北１丁目,2190,1678,1882,3560
関町北２丁目,2886,2154,2532,4686
関町北３丁目,2179,2002,2109,4111
関町北４丁目,2186,2001,2201,4202
関町北５丁目,2445,2639,2809,5448
関町南,9188,8889,9615,18504
関町南１丁目,1331,1157,1298,2455
関町南２丁目,2188,2055,2213,4268
関町南３丁目,2061,2088,2152,4240
関町南４丁目,3608,3589,3952,7541
上石神井南町,1104,1064,1127,2191
立野町,2436,2536,2742,5278
上石神井,10663,8786,9440,18226
上石神井１丁目,3511,2631,2803,5434
上石神井２丁目,2487,2055,2302,4357
上石神井３丁目,1982,1789,1858,3647
上石神井４丁目,2683,2311,2477,4788
関町東,3059,2599,2644,5243
関町東１丁目,2042,1849,1866,3715
関町東２丁目,1017,750,778,1528
