町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,388534,358227,382236,740463
旭丘,4933,3659,3675,7334
旭丘１丁目,3399,2494,2428,4922
旭丘２丁目,1534,1165,1247,2412
小竹町,5815,4565,5007,9572
小竹町１丁目,3131,2505,2662,5167
小竹町２丁目,2684,2060,2345,4405
栄町,2643,1936,2198,4134
羽沢,3923,3299,3476,6775
羽沢１丁目,928,675,706,1381
羽沢２丁目,1979,1663,1795,3458
羽沢３丁目,1016,961,975,1936
豊玉上,4535,3143,3510,6653
豊玉上１丁目,1539,1132,1202,2334
豊玉上２丁目,2996,2011,2308,4319
豊玉中,6318,5410,5455,10865
豊玉中１丁目,1451,1260,1236,2496
豊玉中２丁目,2037,1701,1638,3339
豊玉中３丁目,1970,1513,1573,3086
豊玉中４丁目,860,936,1008,1944
豊玉南,4650,4415,4428,8843
豊玉南１丁目,1254,1111,1168,2279
豊玉南２丁目,1146,1006,1047,2053
豊玉南３丁目,2250,2298,2213,4511
豊玉北,12777,9356,10080,19436
豊玉北１丁目,1681,1193,1405,2598
豊玉北２丁目,1599,1221,1272,2493
豊玉北３丁目,2281,1595,1702,3297
豊玉北４丁目,2697,1971,2043,4014
豊玉北５丁目,2681,1847,2004,3851
豊玉北６丁目,1838,1529,1654,3183
中村,5114,4716,5182,9898
中村１丁目,1227,1165,1247,2412
中村２丁目,1659,1635,1770,3405
中村３丁目,2228,1916,2165,4081
中村南,5844,5424,5636,11060
中村南１丁目,2077,2140,2097,4237
中村南２丁目,2226,1863,1952,3815
中村南３丁目,1541,1421,1587,3008
中村北,7054,5469,6220,11689
中村北１丁目,2190,1738,1920,3658
中村北２丁目,1738,1524,1568,3092
中村北３丁目,1381,950,1129,2079
中村北４丁目,1745,1257,1603,2860
桜台,14620,12295,13127,25422
桜台１丁目,3376,2454,2679,5133
桜台２丁目,2662,2255,2387,4642
桜台３丁目,2537,2206,2444,4650
桜台４丁目,2255,1691,1840,3531
桜台５丁目,2017,1942,1942,3884
桜台６丁目,1773,1747,1835,3582
練馬,9287,7024,7606,14630
練馬１丁目,2859,2086,2166,4252
練馬２丁目,1773,1439,1532,2971
練馬３丁目,2384,1717,1845,3562
練馬４丁目,2271,1782,2063,3845
向山,5903,5420,5586,11006
向山１丁目,1118,864,892,1756
向山２丁目,1345,1281,1268,2549
向山３丁目,1298,1189,1294,2483
向山４丁目,2142,2086,2132,4218
貫井,11936,10055,11000,21055
貫井１丁目,2753,2340,2715,5055
貫井２丁目,2476,2006,2118,4124
貫井３丁目,3047,2357,2741,5098
貫井４丁目,2216,2047,2181,4228
貫井５丁目,1444,1305,1245,2550
錦,3243,3091,3175,6266
錦１丁目,1940,1792,1877,3669
錦２丁目,1303,1299,1298,2597
氷川台,7340,6503,7116,13619
氷川台１丁目,118,103,118,221
氷川台２丁目,1395,1469,1497,2966
氷川台３丁目,2969,2460,2718,5178
氷川台４丁目,2858,2471,2783,5254
平和台,6932,6845,7011,13856
平和台１丁目,1704,1780,1727,3507
平和台２丁目,1626,1484,1578,3062
平和台３丁目,2029,2123,2181,4304
平和台４丁目,1573,1458,1525,2983
早宮,9828,9256,10047,19303
早宮１丁目,3114,2795,3010,5805
早宮２丁目,2199,1968,2188,4156
早宮３丁目,2372,2352,2538,4890
早宮４丁目,2143,2141,2311,4452
春日町,13736,12715,13948,26663
春日町１丁目,2366,2271,2428,4699
春日町２丁目,2429,2261,2394,4655
春日町３丁目,2295,1965,2252,4217
春日町４丁目,2278,2162,2284,4446
春日町５丁目,2252,2084,2366,4450
春日町６丁目,2116,1972,2224,4196
高松,8503,8790,9118,17908
高松１丁目,1492,1412,1529,2941
高松２丁目,1270,1235,1345,2580
高松３丁目,1291,1537,1643,3180
高松４丁目,1576,1700,1699,3399
高松５丁目,1404,1341,1386,2727
高松６丁目,1470,1565,1516,3081
北町,15930,13556,13656,27212
北町１丁目,3045,2371,2500,4871
北町２丁目,3407,3131,3365,6496
北町３丁目,1888,1601,1709,3310
北町４丁目,815,753,62,815
北町５丁目,1359,1201,1239,2440
北町６丁目,1622,1286,1432,2718
北町７丁目,1625,1398,1470,2868
北町８丁目,2169,1815,1879,3694
田柄,13937,14091,14668,28759
田柄１丁目,2473,2400,2538,4938
田柄２丁目,3830,3431,3638,7069
田柄３丁目,2461,2719,2694,5413
田柄４丁目,3233,3570,3671,7241
田柄５丁目,1940,1971,2127,4098
光が丘,12764,12185,14206,26391
光が丘１丁目,1572,1147,1394,2541
光が丘２丁目,2582,2312,2907,5219
光が丘３丁目,3979,4185,4620,8805
光が丘４丁目,0,0,0,0
光が丘５丁目,1600,1402,1784,3186
光が丘６丁目,473,451,556,1007
光が丘７丁目,2558,2688,2945,5633
旭町,6963,6476,6516,12992
旭町１丁目,1939,2081,2158,4239
旭町２丁目,2624,2289,2282,4571
旭町３丁目,2400,2106,2076,4182
土支田,6381,7084,7227,14311
土支田１丁目,1644,1746,1843,3589
土支田２丁目,1417,1559,1589,3148
土支田３丁目,1839,2101,2125,4226
土支田４丁目,1481,1678,1670,3348
富士見台,8020,7542,7966,15508
富士見台１丁目,1532,1495,1608,3103
富士見台２丁目,2335,2028,2097,4125
富士見台３丁目,2291,2031,2203,4234
富士見台４丁目,1862,1988,2058,4046
南田中,6487,6044,6291,12335
南田中１丁目,1254,1247,1268,2515
南田中２丁目,938,916,915,1831
南田中３丁目,1432,1237,1355,2592
南田中４丁目,1531,1573,1527,3100
南田中５丁目,1332,1071,1226,2297
高野台,7786,7313,8163,15476
高野台１丁目,1823,1578,1934,3512
高野台２丁目,1651,1622,1727,3349
高野台３丁目,1563,1414,1526,2940
高野台４丁目,1301,1237,1385,2622
高野台５丁目,1448,1462,1591,3053
谷原,5952,6651,6842,13493
谷原１丁目,998,1077,1091,2168
谷原２丁目,873,855,931,1786
谷原３丁目,855,1008,1060,2068
谷原４丁目,805,998,983,1981
谷原５丁目,1416,1585,1655,3240
谷原６丁目,1005,1128,1122,2250
三原台,4314,4664,4746,9410
三原台１丁目,1949,2078,2083,4161
三原台２丁目,926,1072,1055,2127
三原台３丁目,1439,1514,1608,3122
石神井町,15136,13323,14737,28060
石神井町１丁目,1826,1415,1718,3133
石神井町２丁目,2515,2180,2528,4708
石神井町３丁目,1987,1565,1733,3298
石神井町４丁目,1781,1643,1783,3426
石神井町５丁目,987,842,904,1746
石神井町６丁目,1651,1511,1608,3119
石神井町７丁目,2159,2034,2178,4212
石神井町８丁目,2230,2133,2285,4418
石神井台,15052,14879,15925,30804
石神井台１丁目,721,782,830,1612
石神井台２丁目,2221,2291,2368,4659
石神井台３丁目,2765,2615,2777,5392
石神井台４丁目,2250,2167,2480,4647
石神井台５丁目,1752,1917,1999,3916
石神井台６丁目,1383,1448,1552,3000
石神井台７丁目,2184,1776,1930,3706
石神井台８丁目,1776,1883,1989,3872
下石神井,8923,8894,9173,18067
下石神井１丁目,1291,1355,1377,2732
下石神井２丁目,1599,1627,1702,3329
下石神井３丁目,1117,1171,1211,2382
下石神井４丁目,1984,1728,1778,3506
下石神井５丁目,1305,1276,1327,2603
下石神井６丁目,1627,1737,1778,3515
東大泉,18431,16594,18743,35337
東大泉１丁目,2540,2200,2650,4850
東大泉２丁目,3053,3029,3304,6333
東大泉３丁目,2671,2225,2608,4833
東大泉４丁目,1723,1400,1528,2928
東大泉５丁目,2170,1871,2210,4081
東大泉６丁目,3394,2964,3429,6393
東大泉７丁目,2880,2905,3014,5919
西大泉町,15,13,20,33
西大泉,10070,10747,11250,21997
西大泉１丁目,1957,1991,2052,4043
西大泉２丁目,1286,1402,1489,2891
西大泉３丁目,1769,1816,1945,3761
西大泉４丁目,1564,1833,1906,3739
西大泉５丁目,2199,2286,2437,4723
西大泉６丁目,1295,1419,1421,2840
南大泉,12814,13022,13820,26842
南大泉１丁目,2238,2335,2452,4787
南大泉２丁目,1945,2143,2223,4366
南大泉３丁目,2293,2348,2464,4812
南大泉４丁目,3134,3060,3203,6263
南大泉５丁目,2347,2223,2460,4683
南大泉６丁目,857,913,1018,1931
大泉町,10094,10668,10994,21662
大泉町１丁目,2338,2604,2607,5211
大泉町２丁目,2181,2255,2345,4600
大泉町３丁目,1731,1828,1872,3700
大泉町４丁目,1678,1853,1905,3758
大泉町５丁目,1002,1004,1049,2053
大泉町６丁目,1164,1124,1216,2340
大泉学園町,15796,16590,17510,34100
大泉学園町１丁目,1444,1512,1624,3136
大泉学園町２丁目,1974,1954,2007,3961
大泉学園町３丁目,1353,1606,1581,3187
大泉学園町４丁目,1904,2046,2173,4219
大泉学園町５丁目,2171,2308,2457,4765
大泉学園町６丁目,2331,2489,2704,5193
大泉学園町７丁目,2382,2388,2596,4984
大泉学園町８丁目,2167,2248,2337,4585
大泉学園町９丁目,70,39,31,70
関町北,12009,10513,11567,22080
関町北１丁目,2217,1680,1897,3577
関町北２丁目,2917,2181,2534,4715
関町北３丁目,2196,2011,2116,4127
関町北４丁目,2199,1997,2209,4206
関町北５丁目,2480,2644,2811,5455
関町南,9285,8902,9657,18559
関町南１丁目,1358,1156,1334,2490
関町南２丁目,2199,2077,2220,4297
関町南３丁目,2091,2086,2162,4248
関町南４丁目,3637,3583,3941,7524
上石神井南町,1118,1075,1132,2207
立野町,2439,2534,2730,5264
上石神井,10785,8857,9448,18305
上石神井１丁目,3553,2672,2792,5464
上石神井２丁目,2518,2070,2307,4377
上石神井３丁目,1993,1784,1867,3651
上石神井４丁目,2721,2331,2482,4813
関町東,3099,2624,2648,5272
関町東１丁目,2065,1867,1866,3733
関町東２丁目,1034,757,782,1539
