町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,388764,358087,382330,740417
旭丘,4935,3666,3665,7331
旭丘１丁目,3397,2490,2418,4908
旭丘２丁目,1538,1176,1247,2423
小竹町,5814,4557,5015,9572
小竹町１丁目,3124,2493,2673,5166
小竹町２丁目,2690,2064,2342,4406
栄町,2655,1935,2209,4144
羽沢,3923,3287,3471,6758
羽沢１丁目,932,675,705,1380
羽沢２丁目,1973,1651,1791,3442
羽沢３丁目,1018,961,975,1936
豊玉上,4525,3140,3494,6634
豊玉上１丁目,1532,1126,1202,2328
豊玉上２丁目,2993,2014,2292,4306
豊玉中,6346,5419,5472,10891
豊玉中１丁目,1454,1263,1240,2503
豊玉中２丁目,2054,1705,1646,3351
豊玉中３丁目,1973,1511,1573,3084
豊玉中４丁目,865,940,1013,1953
豊玉南,4643,4400,4449,8849
豊玉南１丁目,1254,1105,1175,2280
豊玉南２丁目,1147,1003,1057,2060
豊玉南３丁目,2242,2292,2217,4509
豊玉北,12762,9351,10087,19438
豊玉北１丁目,1695,1201,1416,2617
豊玉北２丁目,1586,1206,1267,2473
豊玉北３丁目,2254,1575,1692,3267
豊玉北４丁目,2718,1991,2060,4051
豊玉北５丁目,2678,1846,2006,3852
豊玉北６丁目,1831,1532,1646,3178
中村,5115,4711,5192,9903
中村１丁目,1226,1158,1254,2412
中村２丁目,1670,1635,1785,3420
中村３丁目,2219,1918,2153,4071
中村南,5868,5432,5644,11076
中村南１丁目,2095,2142,2101,4243
中村南２丁目,2232,1860,1953,3813
中村南３丁目,1541,1430,1590,3020
中村北,7020,5436,6211,11647
中村北１丁目,2198,1753,1927,3680
中村北２丁目,1703,1487,1556,3043
中村北３丁目,1373,943,1120,2063
中村北４丁目,1746,1253,1608,2861
桜台,14621,12326,13150,25476
桜台１丁目,3392,2470,2700,5170
桜台２丁目,2629,2238,2374,4612
桜台３丁目,2552,2216,2449,4665
桜台４丁目,2244,1692,1833,3525
桜台５丁目,2030,1956,1953,3909
桜台６丁目,1774,1754,1841,3595
練馬,9273,7018,7607,14625
練馬１丁目,2842,2083,2162,4245
練馬２丁目,1776,1432,1539,2971
練馬３丁目,2392,1728,1851,3579
練馬４丁目,2263,1775,2055,3830
向山,5912,5419,5586,11005
向山１丁目,1128,866,903,1769
向山２丁目,1343,1287,1263,2550
向山３丁目,1294,1185,1291,2476
向山４丁目,2147,2081,2129,4210
貫井,11888,10028,10961,20989
貫井１丁目,2753,2341,2712,5053
貫井２丁目,2488,2008,2128,4136
貫井３丁目,3006,2337,2710,5047
貫井４丁目,2200,2040,2165,4205
貫井５丁目,1441,1302,1246,2548
錦,3264,3108,3180,6288
錦１丁目,1935,1793,1865,3658
錦２丁目,1329,1315,1315,2630
氷川台,7389,6497,7151,13648
氷川台１丁目,122,101,122,223
氷川台２丁目,1398,1462,1503,2965
氷川台３丁目,2979,2452,2726,5178
氷川台４丁目,2890,2482,2800,5282
平和台,6931,6819,7003,13822
平和台１丁目,1702,1779,1727,3506
平和台２丁目,1624,1478,1570,3048
平和台３丁目,2034,2121,2191,4312
平和台４丁目,1571,1441,1515,2956
早宮,9832,9255,10061,19316
早宮１丁目,3119,2799,3033,5832
早宮２丁目,2197,1969,2181,4150
早宮３丁目,2372,2363,2536,4899
早宮４丁目,2144,2124,2311,4435
春日町,13747,12722,13960,26682
春日町１丁目,2373,2270,2431,4701
春日町２丁目,2421,2246,2389,4635
春日町３丁目,2292,1967,2246,4213
春日町４丁目,2277,2167,2282,4449
春日町５丁目,2276,2096,2387,4483
春日町６丁目,2108,1976,2225,4201
高松,8561,8831,9140,17971
高松１丁目,1506,1422,1542,2964
高松２丁目,1273,1239,1344,2583
高松３丁目,1304,1534,1644,3178
高松４丁目,1600,1716,1711,3427
高松５丁目,1417,1355,1391,2746
高松６丁目,1461,1565,1508,3073
北町,15945,13540,13703,27243
北町１丁目,3070,2398,2524,4922
北町２丁目,3389,3114,3331,6445
北町３丁目,1899,1600,1718,3318
北町４丁目,774,692,82,774
北町５丁目,1357,1209,1233,2442
北町６丁目,1624,1288,1439,2727
北町７丁目,1642,1416,1491,2907
北町８丁目,2190,1823,1885,3708
田柄,13899,14041,14664,28705
田柄１丁目,2470,2397,2541,4938
田柄２丁目,3822,3418,3646,7064
田柄３丁目,2443,2699,2690,5389
田柄４丁目,3236,3564,3678,7242
田柄５丁目,1928,1963,2109,4072
光が丘,12754,12141,14182,26323
光が丘１丁目,1560,1138,1387,2525
光が丘２丁目,2582,2295,2906,5201
光が丘３丁目,3977,4168,4608,8776
光が丘４丁目,0,0,0,0
光が丘５丁目,1604,1403,1784,3187
光が丘６丁目,472,451,556,1007
光が丘７丁目,2559,2686,2941,5627
旭町,6980,6481,6522,13003
旭町１丁目,1947,2078,2170,4248
旭町２丁目,2638,2291,2284,4575
旭町３丁目,2395,2112,2068,4180
土支田,6409,7107,7240,14347
土支田１丁目,1660,1763,1857,3620
土支田２丁目,1430,1564,1592,3156
土支田３丁目,1836,2093,2119,4212
土支田４丁目,1483,1687,1672,3359
富士見台,8042,7559,7971,15530
富士見台１丁目,1551,1508,1615,3123
富士見台２丁目,2330,2024,2098,4122
富士見台３丁目,2299,2041,2199,4240
富士見台４丁目,1862,1986,2059,4045
南田中,6455,6011,6272,12283
南田中１丁目,1244,1240,1266,2506
南田中２丁目,936,912,916,1828
南田中３丁目,1410,1223,1338,2561
南田中４丁目,1527,1569,1525,3094
南田中５丁目,1338,1067,1227,2294
高野台,7780,7302,8135,15437
高野台１丁目,1824,1578,1923,3501
高野台２丁目,1653,1623,1731,3354
高野台３丁目,1570,1415,1528,2943
高野台４丁目,1292,1233,1370,2603
高野台５丁目,1441,1453,1583,3036
谷原,5945,6627,6831,13458
谷原１丁目,996,1070,1085,2155
谷原２丁目,877,853,928,1781
谷原３丁目,857,1012,1063,2075
谷原４丁目,802,996,977,1973
谷原５丁目,1408,1573,1654,3227
谷原６丁目,1005,1123,1124,2247
三原台,4328,4656,4754,9410
三原台１丁目,1950,2071,2084,4155
三原台２丁目,929,1071,1061,2132
三原台３丁目,1449,1514,1609,3123
石神井町,15215,13370,14799,28169
石神井町１丁目,1824,1424,1712,3136
石神井町２丁目,2534,2186,2543,4729
石神井町３丁目,2007,1569,1752,3321
石神井町４丁目,1787,1637,1791,3428
石神井町５丁目,993,845,906,1751
石神井町６丁目,1671,1525,1632,3157
石神井町７丁目,2161,2031,2176,4207
石神井町８丁目,2238,2153,2287,4440
石神井台,15028,14854,15890,30744
石神井台１丁目,727,784,829,1613
石神井台２丁目,2220,2279,2375,4654
石神井台３丁目,2764,2615,2774,5389
石神井台４丁目,2244,2152,2463,4615
石神井台５丁目,1757,1924,2008,3932
石神井台６丁目,1374,1439,1541,2980
石神井台７丁目,2181,1782,1915,3697
石神井台８丁目,1761,1879,1985,3864
下石神井,8938,8909,9179,18088
下石神井１丁目,1290,1360,1375,2735
下石神井２丁目,1595,1621,1702,3323
下石神井３丁目,1131,1182,1221,2403
下石神井４丁目,1975,1717,1765,3482
下石神井５丁目,1315,1282,1332,2614
下石神井６丁目,1632,1747,1784,3531
東大泉,18475,16640,18782,35422
東大泉１丁目,2550,2212,2659,4871
東大泉２丁目,3049,3028,3299,6327
東大泉３丁目,2691,2235,2631,4866
東大泉４丁目,1704,1392,1518,2910
東大泉５丁目,2173,1875,2216,4091
東大泉６丁目,3419,2983,3442,6425
東大泉７丁目,2889,2915,3017,5932
西大泉町,15,13,20,33
西大泉,10062,10727,11238,21965
西大泉１丁目,1949,1978,2050,4028
西大泉２丁目,1290,1397,1493,2890
西大泉３丁目,1767,1814,1940,3754
西大泉４丁目,1567,1837,1911,3748
西大泉５丁目,2195,2285,2431,4716
西大泉６丁目,1294,1416,1413,2829
南大泉,12813,13008,13840,26848
南大泉１丁目,2228,2324,2451,4775
南大泉２丁目,1952,2138,2233,4371
南大泉３丁目,2276,2341,2453,4794
南大泉４丁目,3142,3062,3217,6279
南大泉５丁目,2348,2227,2460,4687
南大泉６丁目,867,916,1026,1942
大泉町,10105,10688,10978,21666
大泉町１丁目,2340,2603,2588,5191
大泉町２丁目,2187,2268,2344,4612
大泉町３丁目,1729,1830,1871,3701
大泉町４丁目,1673,1853,1899,3752
大泉町５丁目,1007,1013,1057,2070
大泉町６丁目,1169,1121,1219,2340
大泉学園町,15773,16542,17493,34035
大泉学園町１丁目,1442,1502,1624,3126
大泉学園町２丁目,1964,1937,2010,3947
大泉学園町３丁目,1353,1607,1591,3198
大泉学園町４丁目,1905,2041,2173,4214
大泉学園町５丁目,2180,2299,2466,4765
大泉学園町６丁目,2323,2486,2689,5175
大泉学園町７丁目,2377,2384,2574,4958
大泉学園町８丁目,2161,2247,2337,4584
大泉学園町９丁目,68,39,29,68
関町北,12016,10520,11547,22067
関町北１丁目,2220,1680,1893,3573
関町北２丁目,2919,2190,2537,4727
関町北３丁目,2200,2016,2117,4133
関町北４丁目,2201,1998,2200,4198
関町北５丁目,2476,2636,2800,5436
関町南,9276,8896,9631,18527
関町南１丁目,1337,1147,1310,2457
関町南２丁目,2202,2082,2212,4294
関町南３丁目,2090,2089,2164,4253
関町南４丁目,3647,3578,3945,7523
上石神井南町,1123,1073,1136,2209
立野町,2429,2526,2722,5248
上石神井,10819,8871,9442,18313
上石神井１丁目,3536,2657,2778,5435
上石神井２丁目,2518,2063,2307,4370
上石神井３丁目,2011,1793,1869,3662
上石神井４丁目,2754,2358,2488,4846
関町東,3116,2628,2651,5279
関町東１丁目,2072,1869,1872,3741
関町東２丁目,1044,759,779,1538
