町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,389715,358739,382801,741540
旭丘,4943,3663,3688,7351
旭丘１丁目,3397,2474,2442,4916
旭丘２丁目,1546,1189,1246,2435
小竹町,5807,4541,5012,9553
小竹町１丁目,3140,2482,2691,5173
小竹町２丁目,2667,2059,2321,4380
栄町,2680,1951,2207,4158
羽沢,3903,3280,3447,6727
羽沢１丁目,940,685,698,1383
羽沢２丁目,1966,1656,1780,3436
羽沢３丁目,997,939,969,1908
豊玉上,4518,3122,3473,6595
豊玉上１丁目,1506,1103,1167,2270
豊玉上２丁目,3012,2019,2306,4325
豊玉中,6341,5429,5444,10873
豊玉中１丁目,1452,1262,1234,2496
豊玉中２丁目,2047,1702,1646,3348
豊玉中３丁目,1975,1522,1561,3083
豊玉中４丁目,867,943,1003,1946
豊玉南,4617,4372,4429,8801
豊玉南１丁目,1225,1088,1158,2246
豊玉南２丁目,1140,995,1046,2041
豊玉南３丁目,2252,2289,2225,4514
豊玉北,12800,9388,10089,19477
豊玉北１丁目,1685,1198,1409,2607
豊玉北２丁目,1579,1200,1270,2470
豊玉北３丁目,2273,1581,1702,3283
豊玉北４丁目,2756,2044,2075,4119
豊玉北５丁目,2674,1857,1993,3850
豊玉北６丁目,1833,1508,1640,3148
中村,5097,4698,5153,9851
中村１丁目,1213,1151,1243,2394
中村２丁目,1663,1645,1768,3413
中村３丁目,2221,1902,2142,4044
中村南,5904,5430,5682,11112
中村南１丁目,2138,2152,2133,4285
中村南２丁目,2227,1840,1955,3795
中村南３丁目,1539,1438,1594,3032
中村北,7063,5449,6187,11636
中村北１丁目,2212,1755,1921,3676
中村北２丁目,1715,1489,1567,3056
中村北３丁目,1387,944,1118,2062
中村北４丁目,1749,1261,1581,2842
桜台,14663,12341,13144,25485
桜台１丁目,3393,2457,2693,5150
桜台２丁目,2647,2241,2377,4618
桜台３丁目,2564,2230,2463,4693
桜台４丁目,2233,1683,1825,3508
桜台５丁目,2042,1978,1948,3926
桜台６丁目,1784,1752,1838,3590
練馬,9264,7020,7598,14618
練馬１丁目,2839,2093,2158,4251
練馬２丁目,1772,1425,1551,2976
練馬３丁目,2379,1710,1833,3543
練馬４丁目,2274,1792,2056,3848
向山,5880,5407,5551,10958
向山１丁目,1118,857,894,1751
向山２丁目,1325,1279,1258,2537
向山３丁目,1290,1186,1278,2464
向山４丁目,2147,2085,2121,4206
貫井,11929,10085,11032,21117
貫井１丁目,2756,2350,2723,5073
貫井２丁目,2496,2010,2136,4146
貫井３丁目,2956,2288,2670,4958
貫井４丁目,2280,2126,2260,4386
貫井５丁目,1441,1311,1243,2554
錦,3289,3125,3202,6327
錦１丁目,1962,1808,1875,3683
錦２丁目,1327,1317,1327,2644
氷川台,7441,6531,7139,13670
氷川台１丁目,126,98,123,221
氷川台２丁目,1455,1499,1530,3029
氷川台３丁目,2982,2457,2702,5159
氷川台４丁目,2878,2477,2784,5261
平和台,7009,6814,7042,13856
平和台１丁目,1698,1760,1703,3463
平和台２丁目,1637,1480,1578,3058
平和台３丁目,2097,2145,2240,4385
平和台４丁目,1577,1429,1521,2950
早宮,9870,9245,10079,19324
早宮１丁目,3126,2791,3022,5813
早宮２丁目,2226,1985,2193,4178
早宮３丁目,2380,2357,2549,4906
早宮４丁目,2138,2112,2315,4427
春日町,13775,12753,13935,26688
春日町１丁目,2361,2264,2410,4674
春日町２丁目,2426,2249,2389,4638
春日町３丁目,2312,1991,2248,4239
春日町４丁目,2275,2157,2284,4441
春日町５丁目,2281,2105,2368,4473
春日町６丁目,2120,1987,2236,4223
高松,8580,8835,9137,17972
高松１丁目,1501,1432,1540,2972
高松２丁目,1240,1228,1315,2543
高松３丁目,1304,1521,1633,3154
高松４丁目,1638,1735,1732,3467
高松５丁目,1426,1358,1394,2752
高松６丁目,1471,1561,1523,3084
北町,15913,13538,13702,27240
北町１丁目,3081,2423,2543,4966
北町２丁目,3419,3137,3332,6469
北町３丁目,1905,1606,1728,3334
北町４丁目,728,658,70,728
北町５丁目,1340,1201,1225,2426
北町６丁目,1633,1292,1452,2744
北町７丁目,1623,1402,1462,2864
北町８丁目,2184,1819,1890,3709
田柄,13913,14081,14648,28729
田柄１丁目,2467,2390,2548,4938
田柄２丁目,3816,3439,3628,7067
田柄３丁目,2458,2710,2701,5411
田柄４丁目,3232,3573,3657,7230
田柄５丁目,1940,1969,2114,4083
光が丘,12762,12122,14157,26279
光が丘１丁目,1574,1148,1380,2528
光が丘２丁目,2559,2277,2895,5172
光が丘３丁目,3983,4156,4597,8753
光が丘４丁目,0,0,0,0
光が丘５丁目,1594,1398,1776,3174
光が丘６丁目,481,455,566,1021
光が丘７丁目,2571,2688,2943,5631
旭町,7001,6460,6565,13025
旭町１丁目,1950,2075,2172,4247
旭町２丁目,2639,2289,2297,4586
旭町３丁目,2412,2096,2096,4192
土支田,6401,7114,7246,14360
土支田１丁目,1661,1767,1855,3622
土支田２丁目,1445,1578,1609,3187
土支田３丁目,1828,2093,2124,4217
土支田４丁目,1467,1676,1658,3334
富士見台,8024,7538,7971,15509
富士見台１丁目,1553,1514,1605,3119
富士見台２丁目,2341,2021,2103,4124
富士見台３丁目,2269,2028,2188,4216
富士見台４丁目,1861,1975,2075,4050
南田中,6450,5991,6278,12269
南田中１丁目,1244,1225,1266,2491
南田中２丁目,923,909,916,1825
南田中３丁目,1412,1222,1338,2560
南田中４丁目,1544,1577,1535,3112
南田中５丁目,1327,1058,1223,2281
高野台,7744,7267,8077,15344
高野台１丁目,1817,1560,1899,3459
高野台２丁目,1657,1621,1734,3355
高野台３丁目,1534,1403,1490,2893
高野台４丁目,1303,1234,1382,2616
高野台５丁目,1433,1449,1572,3021
谷原,5966,6633,6851,13484
谷原１丁目,1010,1087,1101,2188
谷原２丁目,862,845,912,1757
谷原３丁目,853,999,1064,2063
谷原４丁目,796,985,972,1957
谷原５丁目,1417,1580,1667,3247
谷原６丁目,1028,1137,1135,2272
三原台,4335,4641,4758,9399
三原台１丁目,1951,2068,2087,4155
三原台２丁目,926,1059,1065,2124
三原台３丁目,1458,1514,1606,3120
石神井町,15136,13321,14748,28069
石神井町１丁目,1813,1421,1705,3126
石神井町２丁目,2531,2181,2562,4743
石神井町３丁目,1975,1551,1730,3281
石神井町４丁目,1793,1653,1777,3430
石神井町５丁目,978,827,902,1729
石神井町６丁目,1664,1506,1623,3129
石神井町７丁目,2163,2030,2168,4198
石神井町８丁目,2219,2152,2281,4433
石神井台,14963,14752,15789,30541
石神井台１丁目,741,791,826,1617
石神井台２丁目,2193,2222,2351,4573
石神井台３丁目,2719,2574,2740,5314
石神井台４丁目,2212,2150,2430,4580
石神井台５丁目,1761,1914,2006,3920
石神井台６丁目,1369,1422,1532,2954
石神井台７丁目,2202,1803,1921,3724
石神井台８丁目,1766,1876,1983,3859
下石神井,8948,8883,9130,18013
下石神井１丁目,1301,1356,1368,2724
下石神井２丁目,1604,1613,1706,3319
下石神井３丁目,1134,1177,1221,2398
下石神井４丁目,1959,1712,1754,3466
下石神井５丁目,1312,1278,1312,2590
下石神井６丁目,1638,1747,1769,3516
東大泉,18531,16704,18758,35462
東大泉１丁目,2543,2189,2638,4827
東大泉２丁目,3056,3026,3300,6326
東大泉３丁目,2697,2261,2616,4877
東大泉４丁目,1717,1389,1523,2912
東大泉５丁目,2191,1905,2237,4142
東大泉６丁目,3437,3016,3424,6440
東大泉７丁目,2890,2918,3020,5938
西大泉町,15,13,20,33
西大泉,10051,10733,11259,21992
西大泉１丁目,1947,1993,2050,4043
西大泉２丁目,1274,1390,1487,2877
西大泉３丁目,1773,1814,1954,3768
西大泉４丁目,1562,1836,1918,3754
西大泉５丁目,2191,2272,2416,4688
西大泉６丁目,1304,1428,1434,2862
南大泉,12804,12951,13813,26764
南大泉１丁目,2236,2319,2446,4765
南大泉２丁目,1960,2130,2229,4359
南大泉３丁目,2266,2321,2457,4778
南大泉４丁目,3140,3056,3207,6263
南大泉５丁目,2340,2217,2458,4675
南大泉６丁目,862,908,1016,1924
大泉町,10107,10685,11001,21686
大泉町１丁目,2338,2608,2593,5201
大泉町２丁目,2196,2271,2349,4620
大泉町３丁目,1734,1825,1882,3707
大泉町４丁目,1674,1853,1895,3748
大泉町５丁目,1007,1021,1070,2091
大泉町６丁目,1158,1107,1212,2319
大泉学園町,15791,16502,17436,33938
大泉学園町１丁目,1455,1497,1629,3126
大泉学園町２丁目,1968,1925,2010,3935
大泉学園町３丁目,1374,1632,1609,3241
大泉学園町４丁目,1889,2021,2149,4170
大泉学園町５丁目,2195,2310,2473,4783
大泉学園町６丁目,2302,2463,2655,5118
大泉学園町７丁目,2370,2373,2549,4922
大泉学園町８丁目,2173,2242,2336,4578
大泉学園町９丁目,65,39,26,65
関町北,12032,10557,11561,22118
関町北１丁目,2240,1682,1901,3583
関町北２丁目,2902,2177,2531,4708
関町北３丁目,2210,2040,2138,4178
関町北４丁目,2186,2004,2180,4184
関町北５丁目,2494,2654,2811,5465
関町南,9321,8887,9671,18558
関町南１丁目,1343,1141,1312,2453
関町南２丁目,2189,2072,2200,4272
関町南３丁目,2118,2086,2186,4272
関町南４丁目,3671,3588,3973,7561
上石神井南町,1137,1081,1128,2209
立野町,2444,2535,2730,5265
上石神井,11420,9629,10171,19800
上石神井１丁目,3483,2641,2744,5385
上石神井２丁目,2541,2058,2291,4349
上石神井３丁目,2678,2598,2697,5295
上石神井４丁目,2718,2332,2439,4771
関町東,3133,2642,2663,5305
関町東１丁目,2092,1883,1889,3772
関町東２丁目,1041,759,774,1533
