町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,389720,358529,382728,741257
旭丘,4936,3653,3680,7333
旭丘１丁目,3401,2476,2443,4919
旭丘２丁目,1535,1177,1237,2414
小竹町,5769,4518,4986,9504
小竹町１丁目,3126,2470,2680,5150
小竹町２丁目,2643,2048,2306,4354
栄町,2654,1942,2185,4127
羽沢,3928,3291,3454,6745
羽沢１丁目,953,693,701,1394
羽沢２丁目,1972,1659,1780,3439
羽沢３丁目,1003,939,973,1912
豊玉上,4532,3123,3463,6586
豊玉上１丁目,1518,1108,1172,2280
豊玉上２丁目,3014,2015,2291,4306
豊玉中,6367,5434,5467,10901
豊玉中１丁目,1451,1263,1233,2496
豊玉中２丁目,2062,1700,1664,3364
豊玉中３丁目,1994,1535,1572,3107
豊玉中４丁目,860,936,998,1934
豊玉南,4585,4340,4415,8755
豊玉南１丁目,1228,1086,1159,2245
豊玉南２丁目,1128,987,1039,2026
豊玉南３丁目,2229,2267,2217,4484
豊玉北,12839,9400,10105,19505
豊玉北１丁目,1699,1204,1416,2620
豊玉北２丁目,1582,1199,1273,2472
豊玉北３丁目,2258,1569,1693,3262
豊玉北４丁目,2760,2037,2079,4116
豊玉北５丁目,2693,1867,2004,3871
豊玉北６丁目,1847,1524,1640,3164
中村,5100,4702,5140,9842
中村１丁目,1200,1142,1233,2375
中村２丁目,1667,1654,1760,3414
中村３丁目,2233,1906,2147,4053
中村南,5864,5397,5653,11050
中村南１丁目,2118,2128,2119,4247
中村南２丁目,2212,1836,1949,3785
中村南３丁目,1534,1433,1585,3018
中村北,7077,5450,6192,11642
中村北１丁目,2204,1762,1914,3676
中村北２丁目,1704,1475,1554,3029
中村北３丁目,1408,949,1132,2081
中村北４丁目,1761,1264,1592,2856
桜台,14717,12368,13169,25537
桜台１丁目,3400,2459,2697,5156
桜台２丁目,2666,2255,2387,4642
桜台３丁目,2563,2223,2468,4691
桜台４丁目,2252,1699,1827,3526
桜台５丁目,2063,1990,1963,3953
桜台６丁目,1773,1742,1827,3569
練馬,9271,7017,7606,14623
練馬１丁目,2834,2092,2151,4243
練馬２丁目,1791,1436,1568,3004
練馬３丁目,2370,1700,1833,3533
練馬４丁目,2276,1789,2054,3843
向山,5888,5401,5572,10973
向山１丁目,1134,868,913,1781
向山２丁目,1329,1284,1264,2548
向山３丁目,1284,1169,1274,2443
向山４丁目,2141,2080,2121,4201
貫井,11900,10094,11019,21113
貫井１丁目,2760,2353,2726,5079
貫井２丁目,2480,2011,2132,4143
貫井３丁目,2932,2293,2654,4947
貫井４丁目,2281,2125,2258,4383
貫井５丁目,1447,1312,1249,2561
錦,3297,3117,3209,6326
錦１丁目,1969,1809,1879,3688
錦２丁目,1328,1308,1330,2638
氷川台,7416,6514,7114,13628
氷川台１丁目,123,97,121,218
氷川台２丁目,1466,1502,1529,3031
氷川台３丁目,2974,2448,2694,5142
氷川台４丁目,2853,2467,2770,5237
平和台,6979,6800,7008,13808
平和台１丁目,1688,1751,1698,3449
平和台２丁目,1632,1486,1570,3056
平和台３丁目,2082,2145,2217,4362
平和台４丁目,1577,1418,1523,2941
早宮,9875,9254,10104,19358
早宮１丁目,3135,2793,3024,5817
早宮２丁目,2221,1993,2190,4183
早宮３丁目,2381,2351,2562,4913
早宮４丁目,2138,2117,2328,4445
春日町,13782,12732,13959,26691
春日町１丁目,2366,2270,2412,4682
春日町２丁目,2439,2235,2400,4635
春日町３丁目,2307,1978,2258,4236
春日町４丁目,2286,2168,2301,4469
春日町５丁目,2270,2100,2360,4460
春日町６丁目,2114,1981,2228,4209
高松,8621,8878,9171,18049
高松１丁目,1513,1446,1552,2998
高松２丁目,1248,1233,1317,2550
高松３丁目,1302,1520,1630,3150
高松４丁目,1652,1748,1739,3487
高松５丁目,1430,1362,1398,2760
高松６丁目,1476,1569,1535,3104
北町,15935,13521,13709,27230
北町１丁目,3116,2439,2563,5002
北町２丁目,3413,3124,3335,6459
北町３丁目,1893,1600,1712,3312
北町４丁目,716,647,70,717
北町５丁目,1352,1217,1229,2446
北町６丁目,1615,1276,1445,2721
北町７丁目,1640,1396,1464,2860
北町８丁目,2190,1822,1891,3713
田柄,13946,14079,14671,28750
田柄１丁目,2474,2383,2561,4944
田柄２丁目,3811,3437,3626,7063
田柄３丁目,2466,2708,2686,5394
田柄４丁目,3247,3576,3669,7245
田柄５丁目,1948,1975,2129,4104
光が丘,12790,12145,14165,26310
光が丘１丁目,1580,1158,1379,2537
光が丘２丁目,2567,2275,2896,5171
光が丘３丁目,4001,4169,4607,8776
光が丘４丁目,0,0,0,0
光が丘５丁目,1585,1398,1761,3159
光が丘６丁目,482,453,565,1018
光が丘７丁目,2575,2692,2957,5649
旭町,6984,6446,6572,13018
旭町１丁目,1962,2090,2186,4276
旭町２丁目,2626,2272,2293,4565
旭町３丁目,2396,2084,2093,4177
土支田,6409,7124,7271,14395
土支田１丁目,1660,1765,1861,3626
土支田２丁目,1444,1578,1612,3190
土支田３丁目,1840,2108,2134,4242
土支田４丁目,1465,1673,1664,3337
富士見台,8022,7518,7961,15479
富士見台１丁目,1554,1506,1601,3107
富士見台２丁目,2340,2021,2103,4124
富士見台３丁目,2264,2022,2186,4208
富士見台４丁目,1864,1969,2071,4040
南田中,6438,5996,6250,12246
南田中１丁目,1239,1228,1258,2486
南田中２丁目,924,913,916,1829
南田中３丁目,1403,1216,1322,2538
南田中４丁目,1551,1581,1534,3115
南田中５丁目,1321,1058,1220,2278
高野台,7759,7292,8059,15351
高野台１丁目,1815,1562,1892,3454
高野台２丁目,1661,1634,1730,3364
高野台３丁目,1551,1413,1485,2898
高野台４丁目,1301,1232,1382,2614
高野台５丁目,1431,1451,1570,3021
谷原,5970,6638,6855,13493
谷原１丁目,1021,1094,1117,2211
谷原２丁目,847,835,902,1737
谷原３丁目,851,994,1056,2050
谷原４丁目,808,996,982,1978
谷原５丁目,1418,1584,1665,3249
谷原６丁目,1025,1135,1133,2268
三原台,4337,4637,4757,9394
三原台１丁目,1954,2070,2088,4158
三原台２丁目,922,1053,1062,2115
三原台３丁目,1461,1514,1607,3121
石神井町,15141,13333,14773,28106
石神井町１丁目,1810,1426,1700,3126
石神井町２丁目,2526,2189,2564,4753
石神井町３丁目,1976,1547,1733,3280
石神井町４丁目,1795,1652,1783,3435
石神井町５丁目,974,826,901,1727
石神井町６丁目,1656,1503,1622,3125
石神井町７丁目,2179,2041,2175,4216
石神井町８丁目,2225,2149,2295,4444
石神井台,14940,14730,15755,30485
石神井台１丁目,738,789,822,1611
石神井台２丁目,2208,2230,2364,4594
石神井台３丁目,2721,2566,2733,5299
石神井台４丁目,2208,2153,2430,4583
石神井台５丁目,1756,1907,2002,3909
石神井台６丁目,1349,1405,1513,2918
石神井台７丁目,2186,1798,1909,3707
石神井台８丁目,1774,1882,1982,3864
下石神井,8931,8870,9098,17968
下石神井１丁目,1296,1349,1361,2710
下石神井２丁目,1591,1608,1693,3301
下石神井３丁目,1126,1171,1214,2385
下石神井４丁目,1964,1714,1755,3469
下石神井５丁目,1323,1290,1314,2604
下石神井６丁目,1631,1738,1761,3499
東大泉,18563,16714,18776,35490
東大泉１丁目,2556,2190,2650,4840
東大泉２丁目,3048,3010,3297,6307
東大泉３丁目,2724,2277,2630,4907
東大泉４丁目,1712,1387,1515,2902
東大泉５丁目,2198,1903,2242,4145
東大泉６丁目,3444,3040,3424,6464
東大泉７丁目,2881,2907,3018,5925
西大泉町,15,13,20,33
西大泉,10047,10725,11257,21982
西大泉１丁目,1959,2001,2064,4065
西大泉２丁目,1283,1398,1493,2891
西大泉３丁目,1768,1811,1948,3759
西大泉４丁目,1561,1837,1919,3756
西大泉５丁目,2181,2265,2407,4672
西大泉６丁目,1295,1413,1426,2839
南大泉,12784,12927,13803,26730
南大泉１丁目,2240,2330,2453,4783
南大泉２丁目,1967,2124,2238,4362
南大泉３丁目,2260,2312,2455,4767
南大泉４丁目,3129,3047,3199,6246
南大泉５丁目,2326,2202,2443,4645
南大泉６丁目,862,912,1015,1927
大泉町,10103,10683,11004,21687
大泉町１丁目,2340,2611,2600,5211
大泉町２丁目,2203,2269,2358,4627
大泉町３丁目,1726,1826,1876,3702
大泉町４丁目,1679,1852,1892,3744
大泉町５丁目,1008,1020,1071,2091
大泉町６丁目,1147,1105,1207,2312
大泉学園町,15779,16454,17408,33862
大泉学園町１丁目,1450,1487,1623,3110
大泉学園町２丁目,1970,1925,2008,3933
大泉学園町３丁目,1371,1628,1612,3240
大泉学園町４丁目,1895,2024,2149,4173
大泉学園町５丁目,2188,2294,2461,4755
大泉学園町６丁目,2321,2468,2670,5138
大泉学園町７丁目,2354,2357,2534,4891
大泉学園町８丁目,2166,2233,2325,4558
大泉学園町９丁目,64,38,26,64
関町北,12012,10533,11538,22071
関町北１丁目,2224,1677,1878,3555
関町北２丁目,2901,2174,2537,4711
関町北３丁目,2211,2035,2147,4182
関町北４丁目,2179,1995,2172,4167
関町北５丁目,2497,2652,2804,5456
関町南,9335,8895,9673,18568
関町南１丁目,1328,1145,1301,2446
関町南２丁目,2188,2079,2192,4271
関町南３丁目,2147,2087,2199,4286
関町南４丁目,3672,3584,3981,7565
上石神井南町,1135,1079,1123,2202
立野町,2446,2531,2735,5266
上石神井,11389,9607,10165,19772
上石神井１丁目,3436,2609,2714,5323
上石神井２丁目,2543,2046,2287,4333
上石神井３丁目,2699,2630,2724,5354
上石神井４丁目,2711,2322,2440,4762
関町東,3113,2614,2659,5273
関町東１丁目,2089,1870,1891,3761
関町東２丁目,1024,744,768,1512
