町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総数,394646,360311,385106,745417
旭丘,4983,3708,3648,7356
旭丘１丁目,3436,2520,2433,4953
旭丘２丁目,1547,1188,1215,2403
小竹町,5849,4546,5014,9560
小竹町１丁目,3162,2488,2685,5173
小竹町２丁目,2687,2058,2329,4387
栄町,2684,1948,2210,4158
羽沢,4039,3352,3532,6884
羽沢１丁目,977,695,723,1418
羽沢２丁目,2018,1670,1793,3463
羽沢３丁目,1044,987,1016,2003
豊玉上,4589,3121,3495,6616
豊玉上１丁目,1533,1105,1178,2283
豊玉上２丁目,3056,2016,2317,4333
豊玉中,6482,5488,5509,10997
豊玉中１丁目,1465,1250,1245,2495
豊玉中２丁目,2112,1727,1671,3398
豊玉中３丁目,2015,1558,1579,3137
豊玉中４丁目,890,953,1014,1967
豊玉南,4659,4357,4407,8764
豊玉南１丁目,1230,1084,1151,2235
豊玉南２丁目,1152,992,1040,2032
豊玉南３丁目,2277,2281,2216,4497
豊玉北,13019,9427,10183,19610
豊玉北１丁目,1722,1218,1427,2645
豊玉北２丁目,1620,1202,1302,2504
豊玉北３丁目,2282,1555,1698,3253
豊玉北４丁目,2812,2068,2076,4144
豊玉北５丁目,2685,1846,2003,3849
豊玉北６丁目,1898,1538,1677,3215
中村,5193,4695,5202,9897
中村１丁目,1231,1160,1240,2400
中村２丁目,1686,1640,1775,3415
中村３丁目,2276,1895,2187,4082
中村南,5914,5410,5680,11090
中村南１丁目,2125,2126,2128,4254
中村南２丁目,2219,1842,1951,3793
中村南３丁目,1570,1442,1601,3043
中村北,7225,5530,6283,11813
中村北１丁目,2216,1756,1920,3676
中村北２丁目,1774,1509,1597,3106
中村北３丁目,1446,962,1161,2123
中村北４丁目,1789,1303,1605,2908
桜台,14875,12388,13265,25653
桜台１丁目,3440,2470,2723,5193
桜台２丁目,2684,2241,2396,4637
桜台３丁目,2589,2237,2468,4705
桜台４丁目,2279,1692,1851,3543
桜台５丁目,2065,1987,1968,3955
桜台６丁目,1818,1761,1859,3620
練馬,9503,7142,7708,14850
練馬１丁目,2866,2110,2138,4248
練馬２丁目,1816,1452,1585,3037
練馬３丁目,2516,1781,1929,3710
練馬４丁目,2305,1799,2056,3855
向山,5991,5456,5625,11081
向山１丁目,1228,939,987,1926
向山２丁目,1340,1289,1274,2563
向山３丁目,1276,1152,1259,2411
向山４丁目,2147,2076,2105,4181
貫井,12086,10188,11130,21318
貫井１丁目,2774,2347,2743,5090
貫井２丁目,2523,2043,2156,4199
貫井３丁目,3012,2347,2683,5030
貫井４丁目,2297,2121,2282,4403
貫井５丁目,1480,1330,1266,2596
錦,3336,3125,3242,6367
錦１丁目,2004,1810,1906,3716
錦２丁目,1332,1315,1336,2651
氷川台,7517,6550,7143,13693
氷川台１丁目,124,99,120,219
氷川台２丁目,1480,1511,1540,3051
氷川台３丁目,3016,2448,2700,5148
氷川台４丁目,2897,2492,2783,5275
平和台,7159,6945,7124,14069
平和台１丁目,1726,1798,1722,3520
平和台２丁目,1665,1510,1589,3099
平和台３丁目,2139,2177,2242,4419
平和台４丁目,1629,1460,1571,3031
早宮,9992,9237,10159,19396
早宮１丁目,3185,2800,3046,5846
早宮２丁目,2229,1978,2188,4166
早宮３丁目,2408,2344,2586,4930
早宮４丁目,2170,2115,2339,4454
春日町,13924,12739,13985,26724
春日町１丁目,2384,2252,2426,4678
春日町２丁目,2475,2251,2412,4663
春日町３丁目,2333,1981,2269,4250
春日町４丁目,2321,2170,2313,4483
春日町５丁目,2292,2117,2354,4471
春日町６丁目,2119,1968,2211,4179
高松,8754,8981,9236,18217
高松１丁目,1547,1466,1566,3032
高松２丁目,1260,1234,1319,2553
高松３丁目,1292,1525,1628,3153
高松４丁目,1662,1748,1739,3487
高松５丁目,1497,1430,1444,2874
高松６丁目,1496,1578,1540,3118
北町,16146,13567,13842,27409
北町１丁目,3241,2505,2625,5130
北町２丁目,3375,3052,3296,6348
北町３丁目,1902,1607,1727,3334
北町４丁目,666,597,69,666
北町５丁目,1397,1243,1236,2479
北町６丁目,1642,1284,1466,2750
北町７丁目,1668,1420,1485,2905
北町８丁目,2255,1859,1938,3797
田柄,14052,14042,14673,28715
田柄１丁目,2491,2376,2559,4935
田柄２丁目,3841,3430,3640,7070
田柄３丁目,2478,2676,2681,5357
田柄４丁目,3280,3579,3671,7250
田柄５丁目,1962,1981,2122,4103
光が丘,12749,12078,14064,26142
光が丘１丁目,1576,1157,1375,2532
光が丘２丁目,2568,2269,2895,5164
光が丘３丁目,3969,4128,4546,8674
光が丘４丁目,0,0,0,0
光が丘５丁目,1596,1389,1767,3156
光が丘６丁目,482,455,554,1009
光が丘７丁目,2558,2680,2927,5607
旭町,7080,6461,6572,13033
旭町１丁目,1962,2079,2174,4253
旭町２丁目,2673,2287,2298,4585
旭町３丁目,2445,2095,2100,4195
土支田,6481,7144,7318,14462
土支田１丁目,1688,1773,1870,3643
土支田２丁目,1487,1625,1652,3277
土支田３丁目,1835,2089,2132,4221
土支田４丁目,1471,1657,1664,3321
富士見台,8087,7512,7983,15495
富士見台１丁目,1554,1504,1579,3083
富士見台２丁目,2385,2034,2125,4159
富士見台３丁目,2295,2034,2205,4239
富士見台４丁目,1853,1940,2074,4014
南田中,6541,6040,6258,12298
南田中１丁目,1243,1229,1239,2468
南田中２丁目,944,928,928,1856
南田中３丁目,1435,1238,1344,2582
南田中４丁目,1577,1573,1517,3090
南田中５丁目,1342,1072,1230,2302
高野台,7960,7380,8188,15568
高野台１丁目,1831,1546,1892,3438
高野台２丁目,1676,1619,1725,3344
高野台３丁目,1598,1434,1509,2943
高野台４丁目,1326,1252,1393,2645
高野台５丁目,1529,1529,1669,3198
谷原,6025,6658,6887,13545
谷原１丁目,1030,1103,1125,2228
谷原２丁目,863,840,901,1741
谷原３丁目,855,996,1064,2060
谷原４丁目,829,1009,996,2005
谷原５丁目,1424,1579,1666,3245
谷原６丁目,1024,1131,1135,2266
三原台,4381,4644,4785,9429
三原台１丁目,1986,2096,2116,4212
三原台２丁目,917,1030,1044,2074
三原台３丁目,1478,1518,1625,3143
石神井町,15252,13359,14810,28169
石神井町１丁目,1808,1417,1689,3106
石神井町２丁目,2554,2184,2574,4758
石神井町３丁目,2003,1558,1748,3306
石神井町４丁目,1801,1659,1787,3446
石神井町５丁目,984,836,904,1740
石神井町６丁目,1682,1509,1633,3142
石神井町７丁目,2195,2056,2182,4238
石神井町８丁目,2225,2140,2293,4433
石神井台,15104,14791,15877,30668
石神井台１丁目,756,806,843,1649
石神井台２丁目,2244,2257,2383,4640
石神井台３丁目,2752,2568,2757,5325
石神井台４丁目,2240,2175,2454,4629
石神井台５丁目,1768,1907,1994,3901
石神井台６丁目,1356,1408,1533,2941
石神井台７丁目,2195,1775,1916,3691
石神井台８丁目,1793,1895,1997,3892
下石神井,9094,8949,9187,18136
下石神井１丁目,1328,1346,1380,2726
下石神井２丁目,1618,1622,1698,3320
下石神井３丁目,1111,1154,1202,2356
下石神井４丁目,2032,1761,1805,3566
下石神井５丁目,1344,1306,1315,2621
下石神井６丁目,1661,1760,1787,3547
東大泉,18755,16767,18853,35620
東大泉１丁目,2597,2227,2670,4897
東大泉２丁目,3075,3013,3290,6303
東大泉３丁目,2754,2302,2650,4952
東大泉４丁目,1746,1397,1549,2946
東大泉５丁目,2220,1910,2262,4172
東大泉６丁目,3463,3033,3417,6450
東大泉７丁目,2900,2885,3015,5900
西大泉町,13,11,20,31
西大泉,10085,10680,11215,21895
西大泉１丁目,1957,1974,2050,4024
西大泉２丁目,1290,1404,1497,2901
西大泉３丁目,1776,1810,1934,3744
西大泉４丁目,1583,1860,1935,3795
西大泉５丁目,2183,2226,2376,4602
西大泉６丁目,1296,1406,1423,2829
南大泉,12886,12951,13839,26790
南大泉１丁目,2261,2346,2489,4835
南大泉２丁目,1962,2115,2239,4354
南大泉３丁目,2262,2288,2456,4744
南大泉４丁目,3205,3095,3230,6325
南大泉５丁目,2339,2197,2428,4625
南大泉６丁目,857,910,997,1907
大泉町,10160,10735,11051,21786
大泉町１丁目,2376,2621,2644,5265
大泉町２丁目,2215,2306,2377,4683
大泉町３丁目,1737,1841,1879,3720
大泉町４丁目,1680,1854,1876,3730
大泉町５丁目,1016,1019,1084,2103
大泉町６丁目,1136,1094,1191,2285
大泉学園町,15826,16444,17415,33859
大泉学園町１丁目,1449,1512,1633,3145
大泉学園町２丁目,1985,1926,2002,3928
大泉学園町３丁目,1388,1649,1618,3267
大泉学園町４丁目,1905,2017,2154,4171
大泉学園町５丁目,2182,2282,2461,4743
大泉学園町６丁目,2327,2452,2672,5124
大泉学園町７丁目,2342,2334,2515,4849
大泉学園町８丁目,2184,2234,2334,4568
大泉学園町９丁目,64,38,26,64
関町北,12086,10463,11561,22024
関町北１丁目,2225,1660,1864,3524
関町北２丁目,2893,2157,2534,4691
関町北３丁目,2265,2021,2198,4219
関町北４丁目,2211,1991,2188,4179
関町北５丁目,2492,2634,2777,5411
関町南,9483,8984,9779,18763
関町南１丁目,1334,1154,1284,2438
関町南２丁目,2264,2153,2285,4438
関町南３丁目,2191,2097,2235,4332
関町南４丁目,3694,3580,3975,7555
上石神井南町,1182,1125,1181,2306
立野町,2534,2636,2823,5459
上石神井,11733,9916,10430,20346
上石神井１丁目,3511,2644,2731,5375
上石神井２丁目,2598,2117,2301,4418
上石神井３丁目,2847,2806,2899,5705
上石神井４丁目,2777,2349,2499,4848
関町東,3178,2641,2715,5356
関町東１丁目,2132,1890,1927,3817
関町東２丁目,1046,751,788,1539
