町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,868,692,713,1405
両国二丁目,1235,1012,992,2004
両国三丁目,1093,823,885,1708
両国四丁目,1151,919,922,1841
千歳一丁目,869,731,761,1492
千歳二丁目,574,507,430,937
千歳三丁目,1220,987,1001,1988
緑一丁目,1630,1447,1338,2785
緑二丁目,1667,1592,1655,3247
緑三丁目,1358,1284,1187,2471
緑四丁目,2309,2000,1867,3867
立川一丁目,742,573,582,1155
立川二丁目,831,686,660,1346
立川三丁目,939,784,800,1584
立川四丁目,803,654,624,1278
菊川一丁目,823,743,790,1533
菊川二丁目,1236,1024,1089,2113
菊川三丁目,2054,1777,1878,3655
江東橋一丁目,911,700,720,1420
江東橋二丁目,1334,1141,1061,2202
江東橋三丁目,542,375,336,711
江東橋四丁目,1737,1236,1373,2609
江東橋五丁目,1620,1459,1506,2965
横網一丁目,127,150,136,286
横網二丁目,718,605,581,1186
亀沢一丁目,1169,1027,1008,2035
亀沢二丁目,920,818,906,1724
亀沢三丁目,963,982,916,1898
亀沢四丁目,1396,1246,1239,2485
石原一丁目,1479,1245,1247,2492
石原二丁目,1266,1162,1145,2307
石原三丁目,1629,1503,1286,2789
石原四丁目,1419,1367,1266,2633
本所一丁目,1512,1434,1407,2841
本所二丁目,861,799,839,1638
本所三丁目,986,897,925,1822
本所四丁目,1227,1138,1114,2252
東駒形一丁目,768,614,625,1239
東駒形二丁目,865,791,769,1560
東駒形三丁目,839,742,731,1473
東駒形四丁目,1389,1217,1185,2402
吾妻橋一丁目,1235,970,1058,2028
吾妻橋二丁目,838,679,672,1351
吾妻橋三丁目,831,778,831,1609
錦糸一丁目,1281,989,956,1945
錦糸二丁目,450,366,330,696
錦糸三丁目,476,369,376,745
錦糸四丁目,995,871,897,1768
太平一丁目,1805,1727,1701,3428
太平二丁目,979,813,711,1524
太平三丁目,688,556,567,1123
太平四丁目,2542,2329,2468,4797
横川一丁目,747,814,705,1519
横川二丁目,865,738,654,1392
横川三丁目,644,583,543,1126
横川四丁目,772,694,631,1325
横川五丁目,1375,1240,1540,2780
業平一丁目,1500,1412,1565,2977
業平二丁目,809,699,637,1336
業平三丁目,848,674,675,1349
業平四丁目,1126,939,982,1921
業平五丁目,1127,1038,1150,2188
向島一丁目,1224,1074,1024,2098
向島二丁目,1370,1219,1258,2477
向島三丁目,2135,1895,1838,3733
向島四丁目,1286,1280,1303,2583
向島五丁目,2336,2077,1998,4075
東向島一丁目,1658,1530,1499,3029
東向島二丁目,2687,2398,2498,4896
東向島三丁目,1610,1606,1709,3315
東向島四丁目,1870,1692,1750,3442
東向島五丁目,2001,1842,1955,3797
東向島六丁目,2717,2604,2634,5238
堤通一丁目,1108,1234,1137,2371
堤通二丁目,2101,1975,2455,4430
墨田一丁目,1248,1391,1514,2905
墨田二丁目,1971,2005,1916,3921
墨田三丁目,1855,1831,1774,3605
墨田四丁目,2426,2330,2497,4827
墨田五丁目,1502,1442,1384,2826
押上一丁目,1256,1061,1135,2196
押上二丁目,2016,1848,1983,3831
押上三丁目,2168,2097,1987,4084
京島一丁目,3363,3236,3445,6681
京島二丁目,991,960,863,1823
京島三丁目,2381,2232,2165,4397
文花一丁目,2917,2615,3161,5776
文花二丁目,1166,1123,1118,2241
文花三丁目,1180,1348,1344,2692
八広一丁目,1739,1714,1610,3324
八広二丁目,2018,2089,2042,4131
八広三丁目,1757,1741,1674,3415
八広四丁目,1973,2045,1935,3980
八広五丁目,1525,1459,1465,2924
八広六丁目,1997,2031,1947,3978
立花一丁目,3343,3068,3184,6252
立花二丁目,864,791,740,1531
立花三丁目,1417,1341,1367,2708
立花四丁目,1788,1878,1796,3674
立花五丁目,1821,2055,2013,4068
立花六丁目,1156,1147,1245,2392
東墨田一丁目,82,93,65,158
東墨田二丁目,665,655,595,1250
東墨田三丁目,408,439,384,823
