町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,981,735,778,1513
両国二丁目,1279,1025,1024,2049
両国三丁目,1195,862,954,1816
両国四丁目,1245,967,975,1942
千歳一丁目,928,775,776,1551
千歳二丁目,586,506,461,967
千歳三丁目,1244,1005,1020,2025
緑一丁目,1729,1486,1380,2866
緑二丁目,1709,1607,1685,3292
緑三丁目,1531,1393,1292,2685
緑四丁目,2546,2177,2032,4209
立川一丁目,806,594,628,1222
立川二丁目,858,699,663,1362
立川三丁目,999,835,836,1671
立川四丁目,903,742,686,1428
菊川一丁目,869,773,840,1613
菊川二丁目,1341,1066,1160,2226
菊川三丁目,2134,1786,1949,3735
江東橋一丁目,940,716,743,1459
江東橋二丁目,1376,1159,1089,2248
江東橋三丁目,574,418,319,737
江東橋四丁目,1780,1263,1397,2660
江東橋五丁目,1668,1494,1509,3003
横網一丁目,138,159,146,305
横網二丁目,744,627,609,1236
亀沢一丁目,1234,1037,1068,2105
亀沢二丁目,960,847,949,1796
亀沢三丁目,968,990,931,1921
亀沢四丁目,1449,1285,1277,2562
石原一丁目,1503,1239,1263,2502
石原二丁目,1335,1191,1166,2357
石原三丁目,1615,1482,1312,2794
石原四丁目,1455,1363,1289,2652
本所一丁目,1636,1502,1489,2991
本所二丁目,896,805,838,1643
本所三丁目,1048,923,946,1869
本所四丁目,1268,1156,1122,2278
東駒形一丁目,749,609,610,1219
東駒形二丁目,870,787,766,1553
東駒形三丁目,857,743,735,1478
東駒形四丁目,1383,1201,1201,2402
吾妻橋一丁目,1284,1004,1083,2087
吾妻橋二丁目,873,691,703,1394
吾妻橋三丁目,847,795,840,1635
錦糸一丁目,1335,1004,992,1996
錦糸二丁目,447,362,311,673
錦糸三丁目,464,380,348,728
錦糸四丁目,987,867,912,1779
太平一丁目,1809,1724,1716,3440
太平二丁目,936,760,698,1458
太平三丁目,785,635,636,1271
太平四丁目,2617,2337,2498,4835
横川一丁目,753,820,707,1527
横川二丁目,877,762,660,1422
横川三丁目,633,571,538,1109
横川四丁目,771,691,616,1307
横川五丁目,1365,1207,1545,2752
業平一丁目,1495,1408,1555,2963
業平二丁目,824,697,665,1362
業平三丁目,867,666,679,1345
業平四丁目,1159,929,1011,1940
業平五丁目,1155,1077,1168,2245
向島一丁目,1283,1102,1077,2179
向島二丁目,1403,1219,1299,2518
向島三丁目,2294,2004,1998,4002
向島四丁目,1304,1282,1317,2599
向島五丁目,2411,2090,2032,4122
東向島一丁目,1640,1523,1491,3014
東向島二丁目,2704,2398,2507,4905
東向島三丁目,1649,1630,1716,3346
東向島四丁目,1911,1714,1760,3474
東向島五丁目,2074,1843,1982,3825
東向島六丁目,2829,2663,2699,5362
堤通一丁目,1151,1217,1166,2383
堤通二丁目,2076,1919,2397,4316
墨田一丁目,1290,1409,1515,2924
墨田二丁目,2029,2012,1957,3969
墨田三丁目,1931,1842,1827,3669
墨田四丁目,2464,2355,2489,4844
墨田五丁目,1515,1422,1384,2806
押上一丁目,1319,1074,1166,2240
押上二丁目,2071,1860,2016,3876
押上三丁目,2262,2206,2074,4280
京島一丁目,3584,3381,3633,7014
京島二丁目,978,951,843,1794
京島三丁目,2373,2195,2115,4310
文花一丁目,2949,2616,3165,5781
文花二丁目,1211,1115,1164,2279
文花三丁目,1187,1358,1341,2699
八広一丁目,1791,1722,1632,3354
八広二丁目,2036,2072,2042,4114
八広三丁目,1804,1779,1697,3476
八広四丁目,2083,2114,2056,4170
八広五丁目,1579,1478,1469,2947
八広六丁目,2057,2045,1947,3992
立花一丁目,3355,3019,3210,6229
立花二丁目,893,781,760,1541
立花三丁目,1454,1366,1396,2762
立花四丁目,1823,1842,1825,3667
立花五丁目,1852,2103,2029,4132
立花六丁目,1179,1143,1251,2394
東墨田一丁目,85,99,63,162
東墨田二丁目,710,696,620,1316
東墨田三丁目,397,430,388,818
