町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,1013,753,780,1533
両国二丁目,1332,1059,1065,2124
両国三丁目,1203,892,959,1851
両国四丁目,1268,963,1004,1967
千歳一丁目,963,814,812,1626
千歳二丁目,570,500,465,965
千歳三丁目,1409,1184,1187,2371
緑一丁目,1757,1522,1405,2927
緑二丁目,1704,1583,1693,3276
緑三丁目,1535,1379,1327,2706
緑四丁目,2558,2178,2068,4246
立川一丁目,869,623,690,1313
立川二丁目,866,694,680,1374
立川三丁目,1007,828,848,1676
立川四丁目,913,737,697,1434
菊川一丁目,908,773,857,1630
菊川二丁目,1349,1055,1167,2222
菊川三丁目,2193,1856,1975,3831
江東橋一丁目,956,729,750,1479
江東橋二丁目,1399,1172,1090,2262
江東橋三丁目,583,427,309,736
江東橋四丁目,1770,1255,1383,2638
江東橋五丁目,1679,1517,1520,3037
横網一丁目,137,155,145,300
横網二丁目,711,603,597,1200
亀沢一丁目,1236,1055,1075,2130
亀沢二丁目,967,845,969,1814
亀沢三丁目,1008,1042,988,2030
亀沢四丁目,1496,1321,1286,2607
石原一丁目,1552,1262,1267,2529
石原二丁目,1400,1261,1233,2494
石原三丁目,1663,1521,1343,2864
石原四丁目,1471,1363,1296,2659
本所一丁目,1641,1505,1484,2989
本所二丁目,921,804,858,1662
本所三丁目,1040,923,934,1857
本所四丁目,1333,1199,1146,2345
東駒形一丁目,775,624,616,1240
東駒形二丁目,865,775,786,1561
東駒形三丁目,861,733,742,1475
東駒形四丁目,1378,1190,1188,2378
吾妻橋一丁目,1312,1013,1114,2127
吾妻橋二丁目,884,681,720,1401
吾妻橋三丁目,883,814,865,1679
錦糸一丁目,1364,1036,1021,2057
錦糸二丁目,458,353,311,664
錦糸三丁目,462,375,339,714
錦糸四丁目,1012,887,937,1824
太平一丁目,1839,1734,1727,3461
太平二丁目,938,762,679,1441
太平三丁目,804,649,646,1295
太平四丁目,2652,2365,2485,4850
横川一丁目,769,830,730,1560
横川二丁目,886,777,657,1434
横川三丁目,670,591,556,1147
横川四丁目,767,687,607,1294
横川五丁目,1455,1279,1630,2909
業平一丁目,1505,1418,1561,2979
業平二丁目,821,695,658,1353
業平三丁目,857,656,686,1342
業平四丁目,1182,920,1044,1964
業平五丁目,1154,1088,1166,2254
向島一丁目,1295,1084,1063,2147
向島二丁目,1467,1250,1335,2585
向島三丁目,2432,2100,2131,4231
向島四丁目,1313,1269,1321,2590
向島五丁目,2488,2118,2095,4213
東向島一丁目,1652,1538,1476,3014
東向島二丁目,2808,2444,2577,5021
東向島三丁目,1635,1638,1714,3352
東向島四丁目,1912,1695,1777,3472
東向島五丁目,2117,1864,2002,3866
東向島六丁目,2870,2674,2715,5389
堤通一丁目,1161,1200,1147,2347
堤通二丁目,2080,1925,2398,4323
墨田一丁目,1411,1490,1644,3134
墨田二丁目,2028,2005,1958,3963
墨田三丁目,1926,1820,1788,3608
墨田四丁目,2451,2358,2459,4817
墨田五丁目,1546,1416,1394,2810
押上一丁目,1310,1046,1147,2193
押上二丁目,2068,1840,2002,3842
押上三丁目,2278,2208,2103,4311
京島一丁目,3613,3379,3694,7073
京島二丁目,997,955,857,1812
京島三丁目,2330,2182,2072,4254
文花一丁目,2965,2604,3149,5753
文花二丁目,1239,1119,1192,2311
文花三丁目,1198,1366,1334,2700
八広一丁目,1795,1715,1637,3352
八広二丁目,2092,2103,2077,4180
八広三丁目,1878,1863,1748,3611
八広四丁目,2131,2129,2101,4230
八広五丁目,1570,1448,1488,2936
八広六丁目,2073,2067,1958,4025
立花一丁目,3445,3078,3271,6349
立花二丁目,872,763,754,1517
立花三丁目,1501,1394,1415,2809
立花四丁目,1853,1842,1854,3696
立花五丁目,1859,2091,2034,4125
立花六丁目,1187,1147,1252,2399
東墨田一丁目,87,99,61,160
東墨田二丁目,728,713,636,1349
東墨田三丁目,414,445,394,839
