町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,1011,749,776,1525
両国二丁目,1339,1070,1060,2130
両国三丁目,1232,912,973,1885
両国四丁目,1290,976,1014,1990
千歳一丁目,975,819,821,1640
千歳二丁目,586,509,464,973
千歳三丁目,1418,1191,1183,2374
緑一丁目,1778,1543,1415,2958
緑二丁目,1719,1597,1706,3303
緑三丁目,1539,1385,1335,2720
緑四丁目,2580,2203,2062,4265
立川一丁目,875,630,682,1312
立川二丁目,878,706,685,1391
立川三丁目,1011,835,837,1672
立川四丁目,936,749,715,1464
菊川一丁目,953,798,891,1689
菊川二丁目,1379,1073,1186,2259
菊川三丁目,2206,1873,1966,3839
江東橋一丁目,967,731,758,1489
江東橋二丁目,1435,1196,1120,2316
江東橋三丁目,589,428,313,741
江東橋四丁目,1790,1258,1388,2646
江東橋五丁目,1674,1512,1525,3037
横網一丁目,140,164,150,314
横網二丁目,733,615,611,1226
亀沢一丁目,1229,1052,1071,2123
亀沢二丁目,999,851,1001,1852
亀沢三丁目,1014,1050,999,2049
亀沢四丁目,1486,1311,1288,2599
石原一丁目,1561,1259,1275,2534
石原二丁目,1411,1266,1241,2507
石原三丁目,1664,1513,1346,2859
石原四丁目,1467,1360,1295,2655
本所一丁目,1644,1516,1487,3003
本所二丁目,932,812,856,1668
本所三丁目,1045,922,938,1860
本所四丁目,1346,1218,1148,2366
東駒形一丁目,783,624,622,1246
東駒形二丁目,859,773,777,1550
東駒形三丁目,869,739,748,1487
東駒形四丁目,1424,1210,1229,2439
吾妻橋一丁目,1307,1011,1097,2108
吾妻橋二丁目,902,687,737,1424
吾妻橋三丁目,879,806,873,1679
錦糸一丁目,1373,1031,1031,2062
錦糸二丁目,464,358,316,674
錦糸三丁目,470,381,343,724
錦糸四丁目,1008,885,930,1815
太平一丁目,1849,1741,1738,3479
太平二丁目,933,762,679,1441
太平三丁目,811,654,655,1309
太平四丁目,2669,2377,2480,4857
横川一丁目,799,860,740,1600
横川二丁目,896,778,675,1453
横川三丁目,681,597,566,1163
横川四丁目,775,686,617,1303
横川五丁目,1467,1282,1654,2936
業平一丁目,1501,1416,1560,2976
業平二丁目,811,685,658,1343
業平三丁目,865,672,689,1361
業平四丁目,1187,931,1044,1975
業平五丁目,1160,1088,1177,2265
向島一丁目,1327,1105,1091,2196
向島二丁目,1491,1270,1350,2620
向島三丁目,2482,2136,2171,4307
向島四丁目,1334,1276,1334,2610
向島五丁目,2548,2164,2127,4291
東向島一丁目,1633,1524,1463,2987
東向島二丁目,2860,2471,2616,5087
東向島三丁目,1631,1646,1699,3345
東向島四丁目,1923,1706,1775,3481
東向島五丁目,2137,1853,2014,3867
東向島六丁目,2908,2689,2731,5420
堤通一丁目,1167,1211,1145,2356
堤通二丁目,2086,1918,2390,4308
墨田一丁目,1435,1497,1665,3162
墨田二丁目,2025,2002,1956,3958
墨田三丁目,1950,1837,1816,3653
墨田四丁目,2458,2357,2460,4817
墨田五丁目,1547,1412,1392,2804
押上一丁目,1313,1063,1132,2195
押上二丁目,2073,1838,2004,3842
押上三丁目,2302,2222,2125,4347
京島一丁目,3611,3394,3691,7085
京島二丁目,1000,962,852,1814
京島三丁目,2311,2158,2057,4215
文花一丁目,2939,2579,3116,5695
文花二丁目,1272,1142,1216,2358
文花三丁目,1203,1366,1335,2701
八広一丁目,1844,1754,1640,3394
八広二丁目,2078,2087,2076,4163
八広三丁目,1870,1848,1747,3595
八広四丁目,2133,2133,2105,4238
八広五丁目,1575,1448,1490,2938
八広六丁目,2085,2064,1974,4038
立花一丁目,3481,3102,3280,6382
立花二丁目,890,778,766,1544
立花三丁目,1514,1392,1427,2819
立花四丁目,1887,1867,1865,3732
立花五丁目,1867,2114,2040,4154
立花六丁目,1181,1143,1246,2389
東墨田一丁目,84,93,60,153
東墨田二丁目,724,708,637,1345
東墨田三丁目,418,446,401,847
