町丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,1066,805,819,1624
両国二丁目,1330,1024,1055,2079
両国三丁目,1345,978,995,1973
両国四丁目,1391,1093,1087,2180
千歳一丁目,1005,814,860,1674
千歳二丁目,661,541,530,1071
千歳三丁目,1526,1259,1216,2475
緑一丁目,2061,1693,1616,3309
緑二丁目,1812,1665,1732,3397
緑三丁目,1708,1477,1485,2962
緑四丁目,2973,2490,2316,4806
立川一丁目,928,653,715,1368
立川二丁目,914,722,709,1431
立川三丁目,1105,866,927,1793
立川四丁目,1081,807,814,1621
菊川一丁目,1120,866,975,1841
菊川二丁目,1485,1114,1253,2367
菊川三丁目,2230,1873,1961,3834
江東橋一丁目,1049,783,773,1556
江東橋二丁目,1472,1181,1134,2315
江東橋三丁目,613,452,303,755
江東橋四丁目,1719,1232,1259,2491
江東橋五丁目,1744,1501,1552,3053
横網一丁目,141,160,152,312
横網二丁目,695,583,576,1159
亀沢一丁目,1247,1034,1063,2097
亀沢二丁目,1038,889,1028,1917
亀沢三丁目,1141,1109,1092,2201
亀沢四丁目,1551,1364,1364,2728
石原一丁目,1695,1322,1362,2684
石原二丁目,1472,1264,1283,2547
石原三丁目,1744,1543,1402,2945
石原四丁目,1670,1508,1504,3012
本所一丁目,1696,1472,1515,2987
本所二丁目,933,762,842,1604
本所三丁目,1093,895,960,1855
本所四丁目,1534,1287,1280,2567
東駒形一丁目,904,688,708,1396
東駒形二丁目,837,740,757,1497
東駒形三丁目,953,760,773,1533
東駒形四丁目,1505,1202,1271,2473
吾妻橋一丁目,1361,1045,1131,2176
吾妻橋二丁目,958,702,764,1466
吾妻橋三丁目,870,799,847,1646
錦糸一丁目,1432,1061,1018,2079
錦糸二丁目,471,355,333,688
錦糸三丁目,475,378,325,703
錦糸四丁目,1016,896,906,1802
太平一丁目,1978,1832,1787,3619
太平二丁目,954,769,657,1426
太平三丁目,935,728,713,1441
太平四丁目,2710,2367,2453,4820
横川一丁目,832,841,759,1600
横川二丁目,977,821,720,1541
横川三丁目,712,605,580,1185
横川四丁目,762,647,608,1255
横川五丁目,1448,1226,1608,2834
業平一丁目,1592,1403,1597,3000
業平二丁目,834,703,610,1313
業平三丁目,873,671,695,1366
業平四丁目,1258,948,1018,1966
業平五丁目,1221,1093,1223,2316
向島一丁目,1452,1181,1187,2368
向島二丁目,1573,1286,1402,2688
向島三丁目,2773,2360,2352,4712
向島四丁目,1357,1267,1335,2602
向島五丁目,2626,2171,2175,4346
東向島一丁目,1802,1592,1563,3155
東向島二丁目,2844,2387,2615,5002
東向島三丁目,1733,1661,1756,3417
東向島四丁目,2020,1726,1796,3522
東向島五丁目,2231,1872,2052,3924
東向島六丁目,3024,2750,2761,5511
堤通一丁目,1116,1183,1118,2301
堤通二丁目,2076,1804,2341,4145
墨田一丁目,1426,1487,1660,3147
墨田二丁目,2060,1957,1954,3911
墨田三丁目,2026,1831,1834,3665
墨田四丁目,2459,2334,2419,4753
墨田五丁目,1557,1389,1399,2788
押上一丁目,1341,1066,1139,2205
押上二丁目,2002,1757,1898,3655
押上三丁目,2357,2195,2207,4402
京島一丁目,3619,3405,3730,7135
京島二丁目,999,955,841,1796
京島三丁目,2298,2135,2040,4175
文花一丁目,2985,2531,3051,5582
文花二丁目,1337,1164,1246,2410
文花三丁目,1218,1336,1321,2657
八広一丁目,1911,1776,1660,3436
八広二丁目,2266,2194,2096,4290
八広三丁目,1901,1827,1743,3570
八広四丁目,2444,2321,2248,4569
八広五丁目,1633,1466,1493,2959
八広六丁目,2134,2081,2013,4094
立花一丁目,3449,2953,3160,6113
立花二丁目,879,803,792,1595
立花三丁目,1688,1509,1514,3023
立花四丁目,1911,1862,1812,3674
立花五丁目,2033,2253,2184,4437
立花六丁目,1212,1111,1249,2360
東墨田一丁目,78,80,65,145
東墨田二丁目,812,729,696,1425
東墨田三丁目,404,422,397,819
