町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,77,47,55,102
両国二丁目,94,64,88,152
両国三丁目,47,38,44,82
両国四丁目,82,55,61,116
千歳一丁目,21,15,21,36
千歳二丁目,20,14,20,34
千歳三丁目,40,24,42,66
緑一丁目,80,59,58,117
緑二丁目,77,55,64,119
緑三丁目,70,61,69,130
緑四丁目,161,114,168,282
立川一丁目,20,14,18,32
立川二丁目,28,25,19,44
立川三丁目,21,18,19,37
立川四丁目,36,26,35,61
菊川一丁目,24,14,27,41
菊川二丁目,27,17,30,47
菊川三丁目,60,45,57,102
江東橋一丁目,96,72,120,192
江東橋二丁目,123,90,146,236
江東橋三丁目,100,73,91,164
江東橋四丁目,316,188,365,553
江東橋五丁目,58,43,81,124
横網一丁目,3,5,2,7
横網二丁目,58,50,24,74
亀沢一丁目,40,28,43,71
亀沢二丁目,35,31,30,61
亀沢三丁目,35,29,36,65
亀沢四丁目,61,50,79,129
石原一丁目,74,60,67,127
石原二丁目,42,38,33,71
石原三丁目,71,57,54,111
石原四丁目,44,33,69,102
本所一丁目,53,40,67,107
本所二丁目,25,19,33,52
本所三丁目,54,28,61,89
本所四丁目,32,21,42,63
東駒形一丁目,40,33,21,54
東駒形二丁目,50,44,23,67
東駒形三丁目,29,22,22,44
東駒形四丁目,26,27,35,62
吾妻橋一丁目,48,32,42,74
吾妻橋二丁目,19,15,19,34
吾妻橋三丁目,25,22,26,48
錦糸一丁目,116,87,127,214
錦糸二丁目,78,74,76,150
錦糸三丁目,68,44,93,137
錦糸四丁目,110,90,129,219
太平一丁目,138,114,144,258
太平二丁目,106,75,112,187
太平三丁目,55,40,60,100
太平四丁目,164,134,193,327
横川一丁目,28,32,33,65
横川二丁目,38,25,29,54
横川三丁目,26,20,37,57
横川四丁目,47,30,44,74
横川五丁目,28,40,71,111
業平一丁目,19,18,22,40
業平二丁目,23,29,25,54
業平三丁目,19,16,21,37
業平四丁目,34,37,45,82
業平五丁目,22,15,25,40
向島一丁目,27,27,20,47
向島二丁目,26,27,27,54
向島三丁目,35,25,42,67
向島四丁目,15,22,24,46
向島五丁目,43,33,51,84
東向島一丁目,27,26,32,58
東向島二丁目,35,31,57,88
東向島三丁目,36,30,41,71
東向島四丁目,41,33,56,89
東向島五丁目,34,33,50,83
東向島六丁目,31,29,46,75
堤通一丁目,42,50,41,91
堤通二丁目,61,73,137,210
墨田一丁目,22,35,50,85
墨田二丁目,34,37,52,89
墨田三丁目,29,32,47,79
墨田四丁目,43,38,56,94
墨田五丁目,19,16,28,44
押上一丁目,24,19,29,48
押上二丁目,42,33,56,89
押上三丁目,40,45,54,99
京島一丁目,48,49,92,141
京島二丁目,18,22,22,44
京島三丁目,33,37,46,83
文花一丁目,61,94,135,229
文花二丁目,36,21,52,73
文花三丁目,34,35,44,79
八広一丁目,22,24,42,66
八広二丁目,41,40,63,103
八広三丁目,24,29,49,78
八広四丁目,47,35,71,106
八広五丁目,29,27,56,83
八広六丁目,36,39,46,85
立花一丁目,199,199,221,420
立花二丁目,66,42,47,89
立花三丁目,56,51,64,115
立花四丁目,49,56,91,147
立花五丁目,81,88,112,200
立花六丁目,41,33,60,93
東墨田一丁目,14,15,2,17
東墨田二丁目,37,43,27,70
東墨田三丁目,21,23,15,38
