町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,83,50,58,108
両国二丁目,99,65,91,156
両国三丁目,48,37,46,83
両国四丁目,72,52,55,107
千歳一丁目,18,15,19,34
千歳二丁目,21,14,20,34
千歳三丁目,49,31,44,75
緑一丁目,88,66,58,124
緑二丁目,68,51,61,112
緑三丁目,84,77,69,146
緑四丁目,174,120,186,306
立川一丁目,23,16,19,35
立川二丁目,34,31,20,51
立川三丁目,20,17,19,36
立川四丁目,35,25,35,60
菊川一丁目,27,16,28,44
菊川二丁目,37,22,35,57
菊川三丁目,64,47,61,108
江東橋一丁目,98,69,115,184
江東橋二丁目,127,97,149,246
江東橋三丁目,93,64,95,159
江東橋四丁目,330,198,368,566
江東橋五丁目,58,44,79,123
横網一丁目,3,5,2,7
横網二丁目,57,44,29,73
亀沢一丁目,42,31,43,74
亀沢二丁目,35,31,31,62
亀沢三丁目,37,28,39,67
亀沢四丁目,61,45,81,126
石原一丁目,79,65,71,136
石原二丁目,36,33,30,63
石原三丁目,68,55,52,107
石原四丁目,45,36,71,107
本所一丁目,51,38,64,102
本所二丁目,21,17,32,49
本所三丁目,53,28,61,89
本所四丁目,35,21,46,67
東駒形一丁目,42,35,20,55
東駒形二丁目,52,45,25,70
東駒形三丁目,32,24,24,48
東駒形四丁目,24,24,32,56
吾妻橋一丁目,39,29,33,62
吾妻橋二丁目,16,15,16,31
吾妻橋三丁目,19,17,26,43
錦糸一丁目,116,89,127,216
錦糸二丁目,85,80,81,161
錦糸三丁目,76,48,93,141
錦糸四丁目,112,90,129,219
太平一丁目,141,115,145,260
太平二丁目,100,75,100,175
太平三丁目,55,43,63,106
太平四丁目,161,134,198,332
横川一丁目,31,37,36,73
横川二丁目,33,22,28,50
横川三丁目,22,20,35,55
横川四丁目,65,36,58,94
横川五丁目,30,45,73,118
業平一丁目,23,21,24,45
業平二丁目,21,27,23,50
業平三丁目,20,16,22,38
業平四丁目,35,37,43,80
業平五丁目,19,14,22,36
向島一丁目,26,27,21,48
向島二丁目,29,31,28,59
向島三丁目,37,28,40,68
向島四丁目,19,25,25,50
向島五丁目,38,33,52,85
東向島一丁目,29,28,33,61
東向島二丁目,39,36,57,93
東向島三丁目,41,31,46,77
東向島四丁目,42,33,55,88
東向島五丁目,35,34,50,84
東向島六丁目,34,30,49,79
堤通一丁目,36,42,35,77
堤通二丁目,60,73,141,214
墨田一丁目,25,37,54,91
墨田二丁目,34,38,51,89
墨田三丁目,32,34,48,82
墨田四丁目,41,37,56,93
墨田五丁目,18,15,28,43
押上一丁目,25,22,31,53
押上二丁目,36,32,53,85
押上三丁目,42,47,54,101
京島一丁目,51,54,95,149
京島二丁目,20,23,23,46
京島三丁目,33,38,48,86
文花一丁目,62,94,138,232
文花二丁目,38,24,52,76
文花三丁目,33,33,45,78
八広一丁目,22,25,40,65
八広二丁目,39,40,66,106
八広三丁目,22,27,47,74
八広四丁目,49,36,70,106
八広五丁目,32,28,55,83
八広六丁目,34,35,49,84
立花一丁目,219,214,242,456
立花二丁目,60,43,39,82
立花三丁目,58,53,68,121
立花四丁目,56,62,87,149
立花五丁目,79,89,111,200
立花六丁目,38,32,58,90
東墨田一丁目,15,15,3,18
東墨田二丁目,36,41,31,72
東墨田三丁目,26,28,16,44
