町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,115,70,80,150
両国二丁目,139,91,100,191
両国三丁目,60,49,44,93
両国四丁目,132,87,81,168
千歳一丁目,39,22,30,52
千歳二丁目,39,28,23,51
千歳三丁目,45,36,47,83
緑一丁目,115,68,81,149
緑二丁目,83,58,71,129
緑三丁目,116,89,102,191
緑四丁目,249,152,221,373
立川一丁目,34,17,23,40
立川二丁目,41,33,19,52
立川三丁目,28,25,22,47
立川四丁目,54,35,44,79
菊川一丁目,44,25,38,63
菊川二丁目,49,31,43,74
菊川三丁目,100,75,76,151
江東橋一丁目,125,77,141,218
江東橋二丁目,172,120,180,300
江東橋三丁目,113,76,93,169
江東橋四丁目,335,211,351,562
江東橋五丁目,63,42,75,117
横網一丁目,15,15,8,23
横網二丁目,46,30,31,61
亀沢一丁目,49,38,43,81
亀沢二丁目,63,36,61,97
亀沢三丁目,53,48,48,96
亀沢四丁目,94,60,100,160
石原一丁目,79,58,66,124
石原二丁目,60,43,43,86
石原三丁目,68,59,42,101
石原四丁目,70,51,72,123
本所一丁目,52,38,58,96
本所二丁目,19,17,23,40
本所三丁目,63,29,54,83
本所四丁目,45,27,53,80
東駒形一丁目,41,27,31,58
東駒形二丁目,29,30,15,45
東駒形三丁目,32,18,26,44
東駒形四丁目,27,28,33,61
吾妻橋一丁目,72,66,56,122
吾妻橋二丁目,26,16,31,47
吾妻橋三丁目,21,17,29,46
錦糸一丁目,137,85,144,229
錦糸二丁目,91,68,91,159
錦糸三丁目,76,44,81,125
錦糸四丁目,111,81,121,202
太平一丁目,170,129,158,287
太平二丁目,102,68,94,162
太平三丁目,90,63,84,147
太平四丁目,167,135,200,335
横川一丁目,31,36,35,71
横川二丁目,36,29,29,58
横川三丁目,43,39,44,83
横川四丁目,71,39,59,98
横川五丁目,54,66,113,179
業平一丁目,48,45,38,83
業平二丁目,25,28,18,46
業平三丁目,17,13,19,32
業平四丁目,45,34,57,91
業平五丁目,55,39,36,75
向島一丁目,50,43,38,81
向島二丁目,42,29,35,64
向島三丁目,86,45,80,125
向島四丁目,39,41,36,77
向島五丁目,66,64,60,124
東向島一丁目,45,37,44,81
東向島二丁目,53,45,69,114
東向島三丁目,64,42,64,106
東向島四丁目,55,38,66,104
東向島五丁目,38,36,52,88
東向島六丁目,47,41,58,99
堤通一丁目,29,36,35,71
堤通二丁目,69,91,147,238
墨田一丁目,67,50,93,143
墨田二丁目,40,42,53,95
墨田三丁目,63,43,70,113
墨田四丁目,55,44,59,103
墨田五丁目,32,23,41,64
押上一丁目,34,35,30,65
押上二丁目,56,42,47,89
押上三丁目,68,61,87,148
京島一丁目,69,69,103,172
京島二丁目,21,20,15,35
京島三丁目,44,36,53,89
文花一丁目,76,90,159,249
文花二丁目,58,35,65,100
文花三丁目,22,24,26,50
八広一丁目,39,40,43,83
八広二丁目,43,47,53,100
八広三丁目,40,44,53,97
八広四丁目,46,37,67,104
八広五丁目,36,37,44,81
八広六丁目,44,41,62,103
立花一丁目,396,353,376,729
立花二丁目,62,51,42,93
立花三丁目,101,72,116,188
立花四丁目,68,67,110,177
立花五丁目,99,107,108,215
立花六丁目,68,49,68,117
東墨田一丁目,19,18,3,21
東墨田二丁目,35,42,31,73
東墨田三丁目,24,18,20,38
