町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,125,77,87,164
両国二丁目,142,90,103,193
両国三丁目,64,47,51,98
両国四丁目,138,89,86,175
千歳一丁目,35,21,28,49
千歳二丁目,38,27,24,51
千歳三丁目,49,39,45,84
緑一丁目,130,70,98,168
緑二丁目,86,56,79,135
緑三丁目,122,96,103,199
緑四丁目,287,172,234,406
立川一丁目,38,22,23,45
立川二丁目,39,31,19,50
立川三丁目,30,24,24,48
立川四丁目,56,37,45,82
菊川一丁目,48,30,37,67
菊川二丁目,53,34,43,77
菊川三丁目,95,72,74,146
江東橋一丁目,127,82,145,227
江東橋二丁目,185,125,177,302
江東橋三丁目,135,93,99,192
江東橋四丁目,334,213,344,557
江東橋五丁目,69,47,75,122
横網一丁目,12,12,8,20
横網二丁目,50,32,34,66
亀沢一丁目,49,41,43,84
亀沢二丁目,58,38,53,91
亀沢三丁目,53,45,52,97
亀沢四丁目,94,61,103,164
石原一丁目,92,66,70,136
石原二丁目,57,43,43,86
石原三丁目,68,58,45,103
石原四丁目,71,56,68,124
本所一丁目,50,34,61,95
本所二丁目,17,16,22,38
本所三丁目,63,27,55,82
本所四丁目,45,28,53,81
東駒形一丁目,46,28,33,61
東駒形二丁目,38,33,20,53
東駒形三丁目,31,17,26,43
東駒形四丁目,31,28,36,64
吾妻橋一丁目,73,69,57,126
吾妻橋二丁目,26,16,30,46
吾妻橋三丁目,24,19,30,49
錦糸一丁目,144,89,145,234
錦糸二丁目,87,65,84,149
錦糸三丁目,75,46,78,124
錦糸四丁目,109,78,117,195
太平一丁目,188,139,172,311
太平二丁目,93,64,89,153
太平三丁目,88,61,81,142
太平四丁目,161,134,195,329
横川一丁目,31,35,35,70
横川二丁目,37,31,26,57
横川三丁目,40,38,42,80
横川四丁目,68,38,55,93
横川五丁目,52,64,113,177
業平一丁目,45,41,37,78
業平二丁目,20,23,17,40
業平三丁目,21,13,21,34
業平四丁目,48,39,55,94
業平五丁目,53,39,35,74
向島一丁目,53,45,40,85
向島二丁目,43,34,33,67
向島三丁目,84,52,76,128
向島四丁目,36,37,33,70
向島五丁目,69,66,64,130
東向島一丁目,48,35,53,88
東向島二丁目,49,43,70,113
東向島三丁目,67,43,66,109
東向島四丁目,57,41,69,110
東向島五丁目,43,38,55,93
東向島六丁目,55,46,60,106
堤通一丁目,48,52,39,91
堤通二丁目,71,92,149,241
墨田一丁目,69,52,92,144
墨田二丁目,44,44,53,97
墨田三丁目,68,46,73,119
墨田四丁目,57,49,56,105
墨田五丁目,35,27,42,69
押上一丁目,41,39,34,73
押上二丁目,53,37,46,83
押上三丁目,64,54,84,138
京島一丁目,73,71,104,175
京島二丁目,21,19,16,35
京島三丁目,46,38,52,90
文花一丁目,73,91,152,243
文花二丁目,78,45,78,123
文花三丁目,23,27,26,53
八広一丁目,40,41,46,87
八広二丁目,41,46,49,95
八広三丁目,38,42,51,93
八広四丁目,49,38,74,112
八広五丁目,44,42,50,92
八広六丁目,48,45,66,111
立花一丁目,434,387,404,791
立花二丁目,70,53,48,101
立花三丁目,100,74,116,190
立花四丁目,67,72,106,178
立花五丁目,96,111,103,214
立花六丁目,72,49,76,125
東墨田一丁目,14,13,3,16
東墨田二丁目,41,47,33,80
東墨田三丁目,25,17,22,39
