町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,799,641,652,1293
両国二丁目,1132,950,904,1854
両国三丁目,1149,845,911,1756
両国四丁目,1091,882,879,1761
千歳一丁目,866,735,748,1483
千歳二丁目,563,503,429,932
千歳三丁目,1200,979,991,1970
緑一丁目,1565,1387,1276,2663
緑二丁目,1631,1555,1640,3195
緑三丁目,1335,1264,1142,2406
緑四丁目,2248,1937,1744,3681
立川一丁目,769,576,593,1169
立川二丁目,816,660,648,1308
立川三丁目,960,802,819,1621
立川四丁目,838,688,601,1289
菊川一丁目,804,725,775,1500
菊川二丁目,1308,1040,1123,2163
菊川三丁目,2004,1723,1839,3562
江東橋一丁目,833,648,610,1258
江東橋二丁目,1212,1026,933,1959
江東橋三丁目,466,336,239,575
江東橋四丁目,1417,1036,1001,2037
江東橋五丁目,1579,1432,1430,2862
横網一丁目,130,153,144,297
横網二丁目,675,572,570,1142
亀沢一丁目,1186,1011,1019,2030
亀沢二丁目,908,794,896,1690
亀沢三丁目,939,966,883,1849
亀沢四丁目,1341,1208,1166,2374
石原一丁目,1421,1168,1211,2379
石原二丁目,1234,1131,1111,2242
石原三丁目,1569,1450,1251,2701
石原四丁目,1380,1310,1216,2526
本所一丁目,1543,1441,1399,2840
本所二丁目,872,791,811,1602
本所三丁目,969,882,887,1769
本所四丁目,1200,1111,1067,2178
東駒形一丁目,715,572,601,1173
東駒形二丁目,814,739,741,1480
東駒形三丁目,813,721,702,1423
東駒形四丁目,1363,1187,1161,2348
吾妻橋一丁目,1237,973,1041,2014
吾妻橋二丁目,851,666,679,1345
吾妻橋三丁目,833,780,816,1596
錦糸一丁目,1187,893,852,1745
錦糸二丁目,376,302,239,541
錦糸三丁目,396,323,273,596
錦糸四丁目,878,788,786,1574
太平一丁目,1669,1609,1573,3182
太平二丁目,864,721,605,1326
太平三丁目,714,589,564,1153
太平四丁目,2433,2194,2297,4491
横川一丁目,724,787,682,1469
横川二丁目,840,730,622,1352
横川三丁目,621,567,507,1074
横川四丁目,687,637,556,1193
横川五丁目,1335,1169,1462,2631
業平一丁目,1468,1379,1530,2909
業平二丁目,786,662,623,1285
業平三丁目,838,649,663,1312
業平四丁目,1102,881,953,1834
業平五丁目,1145,1070,1180,2250
向島一丁目,1232,1059,1025,2084
向島二丁目,1351,1185,1244,2429
向島三丁目,2128,1908,1853,3761
向島四丁目,1282,1260,1298,2558
向島五丁目,2296,2022,1946,3968
東向島一丁目,1608,1490,1459,2949
東向島二丁目,2673,2367,2465,4832
東向島三丁目,1591,1584,1656,3240
東向島四丁目,1846,1669,1680,3349
東向島五丁目,2009,1814,1935,3749
東向島六丁目,2768,2624,2638,5262
堤通一丁目,1101,1212,1121,2333
堤通二丁目,2011,1868,2275,4143
墨田一丁目,1249,1364,1474,2838
墨田二丁目,1975,1972,1882,3854
墨田三丁目,1872,1814,1769,3583
墨田四丁目,2419,2312,2441,4753
墨田五丁目,1493,1418,1354,2772
押上一丁目,1265,1033,1135,2168
押上二丁目,2027,1841,1959,3800
押上三丁目,2195,2143,2015,4158
京島一丁目,3487,3301,3497,6798
京島二丁目,980,940,837,1777
京島三丁目,2339,2172,2076,4248
文花一丁目,2872,2516,3030,5546
文花二丁目,1118,1071,1057,2128
文花三丁目,1162,1336,1318,2654
八広一丁目,1738,1698,1575,3273
八広二丁目,1994,2046,1984,4030
八広三丁目,1740,1704,1640,3344
八広四丁目,1998,2065,1943,4008
八広五丁目,1524,1428,1410,2838
八広六丁目,1966,1985,1879,3864
立花一丁目,3096,2804,2941,5745
立花二丁目,798,731,695,1426
立花三丁目,1363,1291,1316,2607
立花四丁目,1725,1794,1702,3496
立花五丁目,1754,1974,1903,3877
立花六丁目,1113,1101,1183,2284
東墨田一丁目,64,77,61,138
東墨田二丁目,644,627,577,1204
東墨田三丁目,385,408,376,784
