町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,831,656,673,1329
両国二丁目,1161,959,926,1885
両国三丁目,1129,820,902,1722
両国四丁目,1132,903,892,1795
千歳一丁目,891,748,755,1503
千歳二丁目,547,481,429,910
千歳三丁目,1208,985,981,1966
緑一丁目,1575,1385,1288,2673
緑二丁目,1644,1564,1633,3197
緑三丁目,1422,1307,1189,2496
緑四丁目,2300,1998,1811,3809
立川一丁目,785,580,602,1182
立川二丁目,806,654,630,1284
立川三丁目,981,815,829,1644
立川四丁目,854,708,631,1339
菊川一丁目,835,746,802,1548
菊川二丁目,1308,1050,1120,2170
菊川三丁目,2048,1740,1866,3606
江東橋一丁目,841,647,623,1270
江東橋二丁目,1227,1047,929,1976
江東橋三丁目,466,343,227,570
江東橋四丁目,1432,1050,1009,2059
江東橋五丁目,1612,1456,1437,2893
横網一丁目,131,156,145,301
横網二丁目,686,589,575,1164
亀沢一丁目,1197,1013,1031,2044
亀沢二丁目,931,809,916,1725
亀沢三丁目,938,958,899,1857
亀沢四丁目,1360,1232,1182,2414
石原一丁目,1422,1166,1206,2372
石原二丁目,1266,1141,1126,2267
石原三丁目,1557,1426,1262,2688
石原四丁目,1393,1310,1224,2534
本所一丁目,1553,1439,1416,2855
本所二丁目,874,786,811,1597
本所三丁目,975,888,880,1768
本所四丁目,1233,1130,1089,2219
東駒形一丁目,699,570,587,1157
東駒形二丁目,818,739,741,1480
東駒形三丁目,820,722,703,1425
東駒形四丁目,1353,1175,1164,2339
吾妻橋一丁目,1239,973,1052,2025
吾妻橋二丁目,853,672,689,1361
吾妻橋三丁目,833,781,814,1595
錦糸一丁目,1192,902,863,1765
錦糸二丁目,374,296,243,539
錦糸三丁目,388,322,265,587
錦糸四丁目,876,778,792,1570
太平一丁目,1676,1622,1578,3200
太平二丁目,857,716,599,1315
太平三丁目,707,579,559,1138
太平四丁目,2448,2208,2289,4497
横川一丁目,717,776,676,1452
横川二丁目,838,735,626,1361
横川三丁目,613,552,505,1057
横川四丁目,688,642,550,1192
横川五丁目,1325,1152,1454,2606
業平一丁目,1463,1375,1529,2904
業平二丁目,794,664,635,1299
業平三丁目,842,647,668,1315
業平四丁目,1116,885,967,1852
業平五丁目,1127,1052,1147,2199
向島一丁目,1239,1054,1046,2100
向島二丁目,1354,1179,1253,2432
向島三丁目,2205,1951,1913,3864
向島四丁目,1282,1253,1289,2542
向島五丁目,2338,2019,1974,3993
東向島一丁目,1615,1500,1462,2962
東向島二丁目,2671,2357,2455,4812
東向島三丁目,1590,1587,1659,3246
東向島四丁目,1863,1675,1706,3381
東向島五丁目,2036,1816,1943,3759
東向島六丁目,2789,2631,2645,5276
堤通一丁目,1110,1183,1120,2303
堤通二丁目,2005,1846,2251,4097
墨田一丁目,1252,1356,1457,2813
墨田二丁目,1993,1972,1900,3872
墨田三丁目,1892,1809,1780,3589
墨田四丁目,2422,2312,2441,4753
墨田五丁目,1495,1411,1350,2761
押上一丁目,1286,1049,1134,2183
押上二丁目,2015,1815,1961,3776
押上三丁目,2205,2151,2013,4164
京島一丁目,3515,3314,3524,6838
京島二丁目,963,936,827,1763
京島三丁目,2339,2169,2069,4238
文花一丁目,2878,2520,3021,5541
文花二丁目,1158,1079,1094,2173
文花三丁目,1154,1327,1303,2630
八広一丁目,1754,1696,1589,3285
八広二丁目,1994,2043,1979,4022
八広三丁目,1762,1732,1646,3378
八広四丁目,2035,2081,1987,4068
八広五丁目,1528,1431,1403,2834
八広六丁目,2010,2000,1892,3892
立花一丁目,3077,2780,2918,5698
立花二丁目,808,726,710,1436
立花三丁目,1382,1304,1320,2624
立花四丁目,1740,1784,1719,3503
立花五丁目,1756,1988,1915,3903
立花六丁目,1129,1113,1186,2299
東墨田一丁目,65,78,60,138
東墨田二丁目,673,655,593,1248
東墨田三丁目,375,404,372,776
