町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,862,667,670,1337
両国二丁目,1220,991,964,1955
両国三丁目,1180,873,928,1801
両国四丁目,1165,915,918,1833
千歳一丁目,938,792,796,1588
千歳二丁目,548,485,439,924
千歳三丁目,1372,1153,1138,2291
緑一丁目,1685,1479,1351,2830
緑二丁目,1642,1541,1639,3180
緑三丁目,1440,1303,1247,2550
緑四丁目,2359,2056,1865,3921
立川一丁目,843,612,658,1270
立川二丁目,844,679,663,1342
立川三丁目,995,822,821,1643
立川四丁目,902,721,685,1406
菊川一丁目,918,774,856,1630
菊川二丁目,1341,1047,1151,2198
菊川三丁目,2118,1804,1893,3697
江東橋一丁目,859,665,624,1289
江東橋二丁目,1245,1054,951,2005
江東橋三丁目,480,350,219,569
江東橋四丁目,1441,1034,1009,2043
江東橋五丁目,1615,1460,1450,2910
横網一丁目,128,152,144,296
横網二丁目,672,573,577,1150
亀沢一丁目,1178,1019,1022,2041
亀沢二丁目,937,814,943,1757
亀沢三丁目,960,1005,949,1954
亀沢四丁目,1401,1260,1198,2458
石原一丁目,1470,1187,1206,2393
石原二丁目,1363,1230,1207,2437
石原三丁目,1603,1465,1306,2771
石原四丁目,1408,1313,1232,2545
本所一丁目,1582,1467,1429,2896
本所二丁目,914,797,829,1626
本所三丁目,976,889,872,1761
本所四丁目,1303,1187,1103,2290
東駒形一丁目,734,592,589,1181
東駒形二丁目,823,742,755,1497
東駒形三丁目,840,723,725,1448
東駒形四丁目,1400,1181,1196,2377
吾妻橋一丁目,1253,969,1050,2019
吾妻橋二丁目,877,674,712,1386
吾妻橋三丁目,854,789,841,1630
錦糸一丁目,1227,938,895,1833
錦糸二丁目,367,288,238,526
錦糸三丁目,391,326,260,586
錦糸四丁目,902,806,810,1616
太平一丁目,1685,1613,1585,3198
太平二丁目,837,706,577,1283
太平三丁目,736,589,583,1172
太平四丁目,2502,2251,2283,4534
横川一丁目,772,827,707,1534
横川二丁目,851,743,639,1382
横川三丁目,634,562,517,1079
横川四丁目,694,633,555,1188
横川五丁目,1418,1218,1552,2770
業平一丁目,1465,1383,1531,2914
業平二丁目,787,664,631,1295
業平三丁目,844,656,671,1327
業平四丁目,1142,891,986,1877
業平五丁目,1136,1068,1153,2221
向島一丁目,1281,1068,1055,2123
向島二丁目,1456,1240,1320,2560
向島三丁目,2412,2100,2101,4201
向島四丁目,1308,1245,1303,2548
向島五丁目,2487,2109,2069,4178
東向島一丁目,1599,1492,1431,2923
東向島二丁目,2812,2432,2549,4981
東向島三丁目,1571,1603,1643,3246
東向島四丁目,1870,1667,1720,3387
東向島五丁目,2098,1820,1964,3784
東向島六丁目,2860,2647,2681,5328
堤通一丁目,1122,1161,1103,2264
堤通二丁目,2015,1830,2244,4074
墨田一丁目,1395,1453,1595,3048
墨田二丁目,1993,1965,1911,3876
墨田三丁目,1904,1803,1754,3557
墨田四丁目,2404,2306,2394,4700
墨田五丁目,1517,1397,1352,2749
押上一丁目,1279,1031,1101,2132
押上二丁目,2018,1801,1947,3748
押上三丁目,2238,2160,2040,4200
京島一丁目,3548,3329,3590,6919
京島二丁目,983,944,835,1779
京島三丁目,2279,2125,2011,4136
文花一丁目,2869,2494,2962,5456
文花二丁目,1212,1107,1148,2255
文花三丁目,1177,1342,1300,2642
八広一丁目,1813,1723,1596,3319
八広二丁目,2030,2036,2015,4051
八広三丁目,1829,1803,1697,3500
八広四丁目,2092,2100,2041,4141
八広五丁目,1530,1410,1440,2850
八広六丁目,2045,2026,1918,3944
立花一丁目,3142,2788,2939,5727
立花二丁目,815,729,716,1445
立花三丁目,1425,1327,1334,2661
立花四丁目,1819,1809,1750,3559
立花五丁目,1763,1996,1924,3920
立花六丁目,1127,1103,1184,2287
東墨田一丁目,61,69,58,127
東墨田二丁目,693,666,612,1278
東墨田三丁目,387,419,383,802
