町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,870,677,681,1358
両国二丁目,1226,991,973,1964
両国三丁目,1195,881,946,1827
両国四丁目,1155,912,900,1812
千歳一丁目,943,795,813,1608
千歳二丁目,582,511,469,980
千歳三丁目,1377,1148,1151,2299
緑一丁目,1703,1486,1355,2841
緑二丁目,1676,1557,1646,3203
緑三丁目,1453,1320,1248,2568
緑四丁目,2376,2071,1897,3968
立川一丁目,854,617,672,1289
立川二丁目,837,670,659,1329
立川三丁目,988,808,831,1639
立川四丁目,900,716,687,1403
菊川一丁目,926,789,852,1641
菊川二丁目,1366,1043,1173,2216
菊川三丁目,2125,1801,1907,3708
江東橋一丁目,847,663,608,1271
江東橋二丁目,1250,1062,945,2007
江東橋三丁目,494,363,234,597
江東橋四丁目,1399,1025,966,1991
江東橋五丁目,1592,1451,1446,2897
横網一丁目,130,152,144,296
横網二丁目,668,577,573,1150
亀沢一丁目,1177,1016,1023,2039
亀沢二丁目,973,835,974,1809
亀沢三丁目,992,1040,974,2014
亀沢四丁目,1392,1263,1205,2468
石原一丁目,1481,1198,1199,2397
石原二丁目,1402,1248,1246,2494
石原三丁目,1654,1505,1339,2844
石原四丁目,1409,1302,1235,2537
本所一丁目,1588,1457,1427,2884
本所二丁目,892,777,820,1597
本所三丁目,972,889,856,1745
本所四丁目,1310,1204,1111,2315
東駒形一丁目,763,607,607,1214
東駒形二丁目,812,732,747,1479
東駒形三丁目,874,735,737,1472
東駒形四丁目,1388,1173,1194,2367
吾妻橋一丁目,1257,957,1068,2025
吾妻橋二丁目,894,671,726,1397
吾妻橋三丁目,857,786,828,1614
錦糸一丁目,1272,979,911,1890
錦糸二丁目,372,300,228,528
錦糸三丁目,393,321,262,583
錦糸四丁目,905,806,814,1620
太平一丁目,1683,1614,1588,3202
太平二丁目,846,707,574,1281
太平三丁目,756,613,591,1204
太平四丁目,2497,2243,2270,4513
横川一丁目,767,818,712,1530
横川二丁目,878,752,660,1412
横川三丁目,628,546,523,1069
横川四丁目,690,626,555,1181
横川五丁目,1404,1207,1534,2741
業平一丁目,1469,1378,1536,2914
業平二丁目,785,674,622,1296
業平三丁目,844,668,673,1341
業平四丁目,1132,875,974,1849
業平五丁目,1126,1058,1162,2220
向島一丁目,1289,1056,1071,2127
向島二丁目,1512,1263,1365,2628
向島三丁目,2450,2165,2136,4301
向島四丁目,1296,1239,1283,2522
向島五丁目,2505,2128,2072,4200
東向島一丁目,1605,1493,1420,2913
東向島二丁目,2804,2421,2541,4962
東向島三丁目,1596,1615,1665,3280
東向島四丁目,1869,1677,1726,3403
東向島五丁目,2077,1810,1954,3764
東向島六丁目,2936,2706,2689,5395
堤通一丁目,1126,1149,1110,2259
堤通二丁目,2003,1807,2218,4025
墨田一丁目,1398,1471,1591,3062
墨田二丁目,1959,1898,1916,3814
墨田三丁目,1942,1813,1764,3577
墨田四丁目,2387,2292,2377,4669
墨田五丁目,1516,1390,1359,2749
押上一丁目,1280,1007,1125,2132
押上二丁目,1982,1775,1927,3702
押上三丁目,2233,2143,2055,4198
京島一丁目,3525,3331,3579,6910
京島二丁目,972,929,834,1763
京島三丁目,2277,2120,2009,4129
文花一丁目,2875,2496,2959,5455
文花二丁目,1229,1118,1158,2276
文花三丁目,1182,1350,1309,2659
八広一丁目,1805,1691,1607,3298
八広二丁目,2049,2033,2013,4046
八広三丁目,1819,1804,1676,3480
八広四丁目,2087,2095,2051,4146
八広五丁目,1539,1409,1445,2854
八広六丁目,2032,2007,1912,3919
立花一丁目,3078,2728,2892,5620
立花二丁目,810,729,709,1438
立花三丁目,1532,1413,1428,2841
立花四丁目,1793,1785,1709,3494
立花五丁目,1774,2012,1950,3962
立花六丁目,1110,1078,1174,2252
東墨田一丁目,61,70,57,127
東墨田二丁目,697,665,616,1281
東墨田三丁目,378,412,379,791
