町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,863,675,681,1356
両国二丁目,1227,993,988,1981
両国三丁目,1226,897,972,1869
両国四丁目,1170,930,910,1840
千歳一丁目,958,797,828,1625
千歳二丁目,587,510,475,985
千歳三丁目,1400,1171,1164,2335
緑一丁目,1736,1497,1378,2875
緑二丁目,1709,1582,1668,3250
緑三丁目,1493,1334,1280,2614
緑四丁目,2532,2208,2012,4220
立川一丁目,857,617,672,1289
立川二丁目,845,680,667,1347
立川三丁目,995,812,820,1632
立川四丁目,1002,770,764,1534
菊川一丁目,949,800,868,1668
菊川二丁目,1405,1055,1203,2258
菊川三丁目,2144,1812,1904,3716
江東橋一丁目,849,665,605,1270
江東橋二丁目,1266,1063,980,2043
江東橋三丁目,509,378,228,606
江東橋四丁目,1461,1094,957,2051
江東橋五丁目,1618,1468,1442,2910
横網一丁目,135,153,140,293
横網二丁目,663,568,572,1140
亀沢一丁目,1184,1006,1030,2036
亀沢二丁目,984,843,982,1825
亀沢三丁目,995,1035,969,2004
亀沢四丁目,1417,1283,1222,2505
石原一丁目,1486,1188,1227,2415
石原二丁目,1402,1245,1230,2475
石原三丁目,1683,1530,1353,2883
石原四丁目,1430,1315,1258,2573
本所一丁目,1560,1427,1403,2830
本所二丁目,898,775,833,1608
本所三丁目,980,890,857,1747
本所四丁目,1359,1230,1151,2381
東駒形一丁目,774,614,620,1234
東駒形二丁目,824,739,748,1487
東駒形三丁目,900,743,747,1490
東駒形四丁目,1422,1164,1207,2371
吾妻橋一丁目,1294,970,1097,2067
吾妻橋二丁目,901,669,723,1392
吾妻橋三丁目,856,784,834,1618
錦糸一丁目,1271,965,910,1875
錦糸二丁目,389,309,233,542
錦糸三丁目,415,335,272,607
錦糸四丁目,918,824,814,1638
太平一丁目,1741,1646,1615,3261
太平二丁目,849,723,564,1287
太平三丁目,784,634,602,1236
太平四丁目,2513,2227,2284,4511
横川一丁目,784,823,723,1546
横川二丁目,897,758,682,1440
横川三丁目,620,537,509,1046
横川四丁目,688,625,558,1183
横川五丁目,1395,1188,1517,2705
業平一丁目,1503,1392,1557,2949
業平二丁目,794,677,623,1300
業平三丁目,829,659,666,1325
業平四丁目,1161,890,978,1868
業平五丁目,1144,1066,1174,2240
向島一丁目,1290,1048,1068,2116
向島二丁目,1534,1269,1385,2654
向島三丁目,2479,2176,2164,4340
向島四丁目,1316,1243,1303,2546
向島五丁目,2525,2139,2087,4226
東向島一丁目,1657,1527,1466,2993
東向島二丁目,2830,2409,2556,4965
東向島三丁目,1598,1619,1650,3269
東向島四丁目,1924,1701,1760,3461
東向島五丁目,2101,1815,1955,3770
東向島六丁目,2927,2683,2700,5383
堤通一丁目,1159,1163,1117,2280
堤通二丁目,2025,1802,2235,4037
墨田一丁目,1405,1474,1602,3076
墨田二丁目,1962,1893,1919,3812
墨田三丁目,1981,1812,1783,3595
墨田四丁目,2401,2307,2369,4676
墨田五丁目,1541,1406,1390,2796
押上一丁目,1311,1024,1138,2162
押上二丁目,1973,1759,1913,3672
押上三丁目,2247,2123,2081,4204
京島一丁目,3562,3350,3592,6942
京島二丁目,974,931,839,1770
京島三丁目,2298,2134,2012,4146
文花一丁目,2916,2492,2962,5454
文花二丁目,1249,1123,1171,2294
文花三丁目,1182,1342,1305,2647
八広一丁目,1806,1693,1618,3311
八広二丁目,2072,2043,2011,4054
八広三丁目,1819,1810,1667,3477
八広四丁目,2137,2126,2063,4189
八広五丁目,1554,1420,1439,2859
八広六丁目,2066,2028,1926,3954
立花一丁目,3092,2729,2892,5621
立花二丁目,820,737,725,1462
立花三丁目,1533,1420,1417,2837
立花四丁目,1804,1797,1707,3504
立花五丁目,1789,2019,1969,3988
立花六丁目,1120,1073,1178,2251
東墨田一丁目,63,71,57,128
東墨田二丁目,707,660,618,1278
東墨田三丁目,377,407,375,782
