町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,968,750,743,1493
両国二丁目,1243,973,972,1945
両国三丁目,1277,931,956,1887
両国四丁目,1263,1010,1002,2012
千歳一丁目,953,784,821,1605
千歳二丁目,617,513,493,1006
千歳三丁目,1456,1208,1164,2372
緑一丁目,1935,1617,1535,3152
緑二丁目,1723,1603,1647,3250
緑三丁目,1593,1388,1380,2768
緑四丁目,2736,2327,2125,4452
立川一丁目,896,632,688,1320
立川二丁目,870,689,687,1376
立川三丁目,1077,852,904,1756
立川四丁目,1021,765,777,1542
菊川一丁目,1061,841,925,1766
菊川二丁目,1455,1087,1229,2316
菊川三丁目,2147,1812,1907,3719
江東橋一丁目,894,694,604,1298
江東橋二丁目,1281,1054,962,2016
江東橋三丁目,487,370,221,591
江東橋四丁目,1413,1037,960,1997
江東橋五丁目,1679,1455,1472,2927
横網一丁目,136,157,147,304
横網二丁目,663,562,558,1120
亀沢一丁目,1207,1000,1024,2024
亀沢二丁目,1001,857,977,1834
亀沢三丁目,1054,1056,1014,2070
亀沢四丁目,1436,1304,1259,2563
石原一丁目,1575,1232,1281,2513
石原二丁目,1417,1227,1247,2474
石原三丁目,1693,1500,1367,2867
石原四丁目,1576,1433,1408,2841
本所一丁目,1607,1421,1437,2858
本所二丁目,922,763,830,1593
本所三丁目,1021,862,896,1758
本所四丁目,1460,1244,1214,2458
東駒形一丁目,868,664,680,1344
東駒形二丁目,830,731,752,1483
東駒形三丁目,935,757,752,1509
東駒形四丁目,1445,1160,1213,2373
吾妻橋一丁目,1290,981,1069,2050
吾妻橋二丁目,933,697,746,1443
吾妻橋三丁目,850,769,823,1592
錦糸一丁目,1306,983,910,1893
錦糸二丁目,393,304,249,553
錦糸三丁目,407,340,256,596
錦糸四丁目,926,824,811,1635
太平一丁目,1836,1720,1661,3381
太平二丁目,881,714,592,1306
太平三丁目,838,669,617,1286
太平四丁目,2536,2218,2262,4480
横川一丁目,804,819,736,1555
横川二丁目,943,791,697,1488
横川三丁目,685,586,546,1132
横川四丁目,712,625,560,1185
横川五丁目,1410,1172,1503,2675
業平一丁目,1531,1352,1552,2904
業平二丁目,806,669,600,1269
業平三丁目,854,660,683,1343
業平四丁目,1209,913,977,1890
業平五丁目,1179,1070,1191,2261
向島一丁目,1406,1140,1160,2300
向島二丁目,1523,1249,1362,2611
向島三丁目,2666,2286,2267,4553
向島四丁目,1320,1234,1304,2538
向島五丁目,2546,2100,2097,4197
東向島一丁目,1760,1561,1528,3089
東向島二丁目,2817,2365,2568,4933
東向島三丁目,1670,1620,1699,3319
東向島四丁目,1970,1691,1725,3416
東向島五丁目,2164,1832,1974,3806
東向島六丁目,2963,2701,2702,5403
堤通一丁目,1091,1152,1085,2237
堤通二丁目,2009,1727,2211,3938
墨田一丁目,1366,1429,1561,2990
墨田二丁目,2028,1924,1911,3835
墨田三丁目,1985,1792,1791,3583
墨田四丁目,2401,2284,2353,4637
墨田五丁目,1533,1375,1361,2736
押上一丁目,1297,1021,1101,2122
押上二丁目,1955,1717,1858,3575
押上三丁目,2296,2139,2132,4271
京島一丁目,3545,3320,3619,6939
京島二丁目,976,928,823,1751
京島三丁目,2266,2104,2004,4108
文花一丁目,2912,2461,2900,5361
文花二丁目,1253,1116,1164,2280
文花三丁目,1193,1318,1292,2610
八広一丁目,1847,1715,1597,3312
八広二丁目,2215,2135,2043,4178
八広三丁目,1846,1795,1686,3481
八広四丁目,2364,2268,2184,4452
八広五丁目,1584,1407,1435,2842
八広六丁目,2105,2052,1963,4015
立花一丁目,3017,2614,2778,5392
立花二丁目,825,756,759,1515
立花三丁目,1562,1424,1396,2820
立花四丁目,1830,1785,1708,3493
立花五丁目,1936,2124,2082,4206
立花六丁目,1147,1070,1178,2248
東墨田一丁目,65,71,61,132
東墨田二丁目,750,678,645,1323
東墨田三丁目,370,396,374,770
