町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,973,747,746,1493
両国二丁目,1223,961,958,1919
両国三丁目,1295,945,961,1906
両国四丁目,1301,1026,1023,2049
千歳一丁目,967,789,832,1621
千歳二丁目,623,520,497,1017
千歳三丁目,1467,1211,1177,2388
緑一丁目,1937,1609,1535,3144
緑二丁目,1727,1606,1660,3266
緑三丁目,1595,1392,1384,2776
緑四丁目,2734,2324,2129,4453
立川一丁目,899,633,687,1320
立川二丁目,875,688,689,1377
立川三丁目,1072,838,907,1745
立川四丁目,1020,767,778,1545
菊川一丁目,1070,839,931,1770
菊川二丁目,1454,1093,1223,2316
菊川三丁目,2166,1821,1912,3733
江東橋一丁目,905,701,615,1316
江東橋二丁目,1292,1057,974,2031
江東橋三丁目,486,370,217,587
江東橋四丁目,1404,1034,950,1984
江東橋五丁目,1663,1439,1473,2912
横網一丁目,135,154,148,302
横網二丁目,662,560,557,1117
亀沢一丁目,1206,1005,1027,2032
亀沢二丁目,1000,856,982,1838
亀沢三丁目,1086,1070,1037,2107
亀沢四丁目,1459,1312,1262,2574
石原一丁目,1582,1246,1283,2529
石原二丁目,1431,1229,1244,2473
石原三丁目,1692,1497,1368,2865
石原四丁目,1584,1440,1420,2860
本所一丁目,1629,1428,1456,2884
本所二丁目,918,751,817,1568
本所三丁目,1031,866,903,1769
本所四丁目,1465,1252,1215,2467
東駒形一丁目,869,667,680,1347
東駒形二丁目,807,713,741,1454
東駒形三丁目,928,751,752,1503
東駒形四丁目,1461,1163,1229,2392
吾妻橋一丁目,1304,989,1079,2068
吾妻橋二丁目,942,699,749,1448
吾妻橋三丁目,852,775,821,1596
錦糸一丁目,1291,972,891,1863
錦糸二丁目,399,303,250,553
錦糸三丁目,402,333,256,589
錦糸四丁目,916,821,803,1624
太平一丁目,1826,1718,1652,3370
太平二丁目,876,712,588,1300
太平三丁目,852,673,630,1303
太平四丁目,2548,2224,2264,4488
横川一丁目,802,812,733,1545
横川二丁目,939,789,697,1486
横川三丁目,681,584,542,1126
横川四丁目,712,625,564,1189
横川五丁目,1402,1163,1496,2659
業平一丁目,1543,1360,1556,2916
業平二丁目,822,684,598,1282
業平三丁目,851,656,682,1338
業平四丁目,1215,910,972,1882
業平五丁目,1179,1066,1193,2259
向島一丁目,1412,1141,1157,2298
向島二丁目,1525,1249,1365,2614
向島三丁目,2679,2292,2270,4562
向島四丁目,1327,1242,1300,2542
向島五丁目,2561,2109,2110,4219
東向島一丁目,1753,1549,1516,3065
東向島二丁目,2798,2348,2553,4901
東向島三丁目,1678,1614,1704,3318
東向島四丁目,1973,1690,1735,3425
東向島五丁目,2171,1828,1980,3808
東向島六丁目,2954,2700,2694,5394
堤通一丁目,1082,1145,1082,2227
堤通二丁目,1997,1714,2199,3913
墨田一丁目,1365,1433,1568,3001
墨田二丁目,2008,1902,1894,3796
墨田三丁目,1988,1794,1782,3576
墨田四丁目,2398,2286,2358,4644
墨田五丁目,1531,1375,1356,2731
押上一丁目,1307,1025,1112,2137
押上二丁目,1968,1731,1865,3596
押上三丁目,2303,2142,2139,4281
京島一丁目,3544,3330,3624,6954
京島二丁目,975,931,824,1755
京島三丁目,2263,2099,1997,4096
文花一丁目,2902,2445,2887,5332
文花二丁目,1264,1116,1169,2285
文花三丁目,1199,1319,1300,2619
八広一丁目,1856,1731,1598,3329
八広二丁目,2217,2152,2045,4197
八広三丁目,1859,1797,1692,3489
八広四丁目,2363,2262,2159,4421
八広五丁目,1580,1410,1437,2847
八広六丁目,2098,2045,1958,4003
立花一丁目,3000,2593,2757,5350
立花二丁目,828,759,756,1515
立花三丁目,1583,1433,1408,2841
立花四丁目,1836,1785,1715,3500
立花五丁目,1923,2125,2082,4207
立花六丁目,1145,1063,1178,2241
東墨田一丁目,63,67,61,128
東墨田二丁目,763,686,652,1338
東墨田三丁目,373,393,377,770
