地域階層,地域コード,地域,平成10年中／増減,平成10年中／転入,平成10年中／転出,平成11年中／増減,平成11年中／転入,平成11年中／転出,平成12年中／増減,平成12年中／転入,平成12年中／転出,平成13年中／増減,平成13年中／転入,平成13年中／転出,平成14年中／増減,平成14年中／転入,平成14年中／転出
0,13000,総数,702,395603,394901,390,401890,401500,-343,407370,407713,775,399544,398769,-24,391457,391481
1,13100,区部,-2050,259243,261293,-2233,263741,265974,-886,273054,273940,605,268309,267704,952,263736,262784
1,13200,市部,2649,133207,130558,2311,134859,132548,296,131205,130909,41,128275,128234,-1061,124874,125935
2,13300,郡部,225,2077,1852,374,2179,1805,328,2121,1793,359,2067,1708,263,2048,1785
2,13350,島部,-122,1076,1198,-62,1111,1173,-81,990,1071,-230,893,1123,-178,799,977
1,13100,区部,-2050,259243,261293,-2233,263741,265974,-886,273054,273940,605,268309,267704,952,263736,262784
4,13101,千代田区,-381,2097,2478,-348,2326,2674,-299,2283,2582,-88,2419,2507,-361,2103,2464
4,13102,中央区,425,4068,3643,1286,5263,3977,1664,5643,3979,1885,5840,3955,1332,5687,4355
4,13103,港区,595,8908,8313,-60,8629,8689,1510,10369,8859,1166,9622,8456,-395,8546,8941
4,13104,新宿区,-1198,12336,13534,-1401,12457,13858,-1316,12865,14181,-1038,13071,14109,-167,13488,13655
4,13105,文京区,-134,7188,7322,188,7799,7611,-249,7349,7598,132,7594,7462,-24,7496,7520
4,13106,台東区,-602,4483,5085,-297,4821,5118,-111,5212,5323,223,5404,5181,896,5864,4968
4,13107,墨田区,-299,5611,5910,-62,6163,6225,1537,7891,6354,242,6535,6293,395,6646,6251
4,13108,江東区,1385,11340,9955,1824,11727,9903,2707,13418,10711,3369,13787,10418,3077,13246,10169
4,13109,品川区,-223,10930,11153,-166,10980,11146,-86,11420,11506,196,11304,11108,855,11971,11116
4,13110,目黒区,-286,10754,11040,-31,11367,11398,225,11876,11651,244,11256,11012,-145,11194,11339
4,13111,大田区,725,14361,13636,56,13779,13723,-200,14054,14254,256,14172,13916,520,14195,13675
4,13112,世田谷区,-953,26888,27841,-463,27738,28201,-1369,27722,29091,-1239,26741,27980,-537,27009,27546
4,13113,渋谷区,62,11196,11134,290,11546,11256,347,12120,11773,-368,11139,11507,-809,10909,11718
4,13114,中野区,-2110,14614,16724,-2537,14906,17443,-2414,15629,18043,-2509,15005,17514,-1819,14102,15921
4,13115,杉並区,-2701,20647,23348,-1554,21685,23239,-1325,21588,22913,-1846,21268,23114,-2124,19902,22026
4,13116,豊島区,-490,10470,10960,-411,10649,11060,-588,10661,11249,-955,10265,11220,-1032,10187,11219
4,13117,北区,-515,8530,9045,-72,8786,8858,-1455,8480,9935,-558,8623,9181,-716,8285,9001
4,13118,荒川区,495,5141,4646,276,5060,4784,1611,6636,5025,543,5333,4790,1000,5883,4883
4,13119,板橋区,174,14248,14074,-1184,13147,14331,237,14118,13881,672,14442,13770,16,13694,13678
4,13120,練馬区,2118,21017,18899,1571,20971,19400,317,20163,19846,795,20309,19514,1067,20159,19092
4,13121,足立区,7,11092,11085,41,10998,10957,380,11610,11230,-108,10956,11064,-138,10624,10762
4,13122,葛飾区,139,9532,9393,-592,8839,9431,-1091,8901,9992,-32,9617,9649,235,9237,9002
4,13123,江戸川区,1717,13792,12075,1413,14105,12692,-918,13046,13964,-377,13607,13984,-174,13309,13483
1,13200,市部,2649,133207,130558,2311,134859,132548,296,131205,130909,41,128275,128234,-1061,124874,125935
4,13201,八王子市,2796,14029,11233,2856,14111,11255,1199,12875,11676,-256,11648,11904,-1160,10991,12151
4,13202,立川市,380,7125,6745,1333,7706,6373,86,6576,6490,213,6778,6565,-210,6467,6677
4,13203,武蔵野市,-568,6619,7187,-1129,6259,7388,-238,6799,7037,-942,6227,7169,-707,6048,6755
4,13204,三鷹市,-632,7421,8053,90,8061,7971,-683,7525,8208,-269,7490,7759,85,7759,7674
4,13205,青梅市,631,3879,3248,529,3813,3284,68,3499,3431,79,3357,3278,-39,3336,3375
4,13206,府中市,397,7798,7401,-271,7531,7802,-402,7564,7966,1540,9763,8223,-1143,7649,8792
4,13207,昭島市,-256,3627,3883,-1031,3375,4406,-82,3579,3661,-180,3444,3624,1448,4849,3401
4,13208,調布市,-728,8694,9422,-872,8705,9577,63,9034,8971,-771,8202,8973,-45,8582,8627
4,13209,町田市,494,5507,5013,997,6074,5077,1359,6118,4759,1118,5923,4805,1450,6418,4968
4,13210,小金井市,-852,4465,5317,-731,4843,5574,-438,5261,5699,-1024,4378,5402,-358,4601,4959
4,13211,小平市,493,7841,7348,-540,6925,7465,-873,6776,7649,-469,6973,7442,-749,6288,7037
4,13212,日野市,-981,5471,6452,-849,5596,6445,-1196,5046,6242,-223,5888,6111,-55,5522,5577
4,13213,東村山市,1228,5391,4163,1150,5332,4182,786,5031,4245,-225,4125,4350,-47,4223,4270
4,13214,国分寺市,-446,4975,5421,76,5402,5326,1280,6691,5411,338,5621,5283,-48,5074,5122
4,13215,国立市,613,3844,3231,642,4007,3365,291,3663,3372,15,3340,3325,-364,2931,3295
4,13216,田無市,-248,3005,3253,-103,3074,3177,-161,3081,3242,0,0,0,0,0,0
4,13217,保谷市,309,4623,4314,424,4592,4168,-407,4186,4593,0,0,0,0,0,0
4,13218,福生市,-247,2548,2795,-192,2595,2787,-160,2420,2580,-233,2362,2595,-464,2228,2692
4,13219,狛江市,447,3422,2975,-253,3022,3275,-201,3063,3264,-8,2944,2952,127,2932,2805
4,13220,東大和市,-683,2664,3347,233,3287,3054,439,2936,2497,729,3375,2646,712,3372,2660
4,13221,清瀬市,100,1831,1731,-49,1859,1908,132,1977,1845,617,2278,1661,423,2125,1702
4,13222,東久留米市,520,4020,3500,-171,3553,3724,-556,3149,3705,30,3635,3605,-205,3041,3246
4,13223,武蔵村山市,-39,2493,2532,-211,2561,2772,124,2430,2306,201,2540,2339,-31,2359,2390
4,13224,多摩市,-866,4921,5787,-1168,4667,5835,-1205,4549,5754,-895,4388,5283,-393,4673,5066
4,13225,稲城市,314,2239,1925,989,2937,1948,902,2940,2038,492,2403,1911,593,2555,1962
4,13227,羽村市,222,2387,2165,8,2333,2325,-213,2107,2320,-192,1956,2148,-445,1796,2241
4,13228,あきる野市,251,2368,2117,554,2639,2085,382,2330,1948,117,2212,2095,452,2462,2010
4,13229,西東京市,0,0,0,0,0,0,0,0,0,239,7025,6786,112,6593,6481
1,13550,町村部,103,3153,3050,312,3290,2978,247,3111,2864,129,2960,2831,85,2847,2762
2,13300,郡部,225,2077,1852,374,2179,1805,328,2121,1793,359,2067,1708,263,2048,1785
4,13303,瑞穂町,43,1109,1066,217,1307,1090,361,1404,1043,296,1250,954,206,1186,980
4,13305,日の出町,263,712,449,83,541,458,-10,461,471,64,528,464,110,603,493
4,13307,檜原村,-34,59,93,35,103,68,7,79,72,-19,64,83,-4,77,81
4,13308,奥多摩町,-47,197,244,39,228,189,-30,177,207,18,225,207,-49,182,231
2,13350,島部,-122,1076,1198,-62,1111,1173,-81,990,1071,-230,893,1123,-178,799,977
3,13360,大島支庁,-88,435,523,-39,526,565,-28,464,492,-89,455,544,-38,429,467
4,13361,大島町,-25,290,315,-23,327,350,10,310,300,-75,276,351,-21,269,290
4,13362,利島村,0,20,20,-10,20,30,4,20,16,-5,8,13,-2,22,24
4,13363,新島村,-30,74,104,-4,104,108,-22,83,105,6,102,96,4,78,74
4,13364,神津島村,-33,51,84,-2,75,77,-20,51,71,-15,69,84,-19,60,79
3,13380,三宅支庁,-27,147,174,-26,147,173,-12,145,157,-93,19,112,-95,9,104
4,13381,三宅村,-27,131,158,-20,125,145,-10,124,134,-93,4,97,-91,0,91
4,13382,御蔵島村,0,16,16,-6,22,28,-2,21,23,0,15,15,-4,9,13
3,13400,八丈支庁,-19,330,349,7,293,286,-50,229,279,3,317,314,-42,249,291
4,13401,八丈町,-5,314,319,1,264,263,-52,207,259,18,301,283,-41,233,274
4,13402,青ヶ島村,-14,16,30,6,29,23,2,22,20,-15,16,31,-1,16,17
3,13420,小笠原支庁,12,164,152,-4,145,149,9,152,143,-51,102,153,-3,112,115
4,13421,小笠原村,12,164,152,-4,145,149,9,152,143,-51,102,153,-3,112,115
,,,,,,,,,,,,,,,,,
人口の動き（平成14年中）,,,,,,,,,,,,,,,,,
第13表　区市町村別都内間移動による社会動態　（平成10年～14年）,,,,,,,,,,,,,,,,,
注）転入、転出数は、都内区市町村間の移動者数であり、同一区市町村内の移動者数は含まない。,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,,
