地域階層,地域コード,地域,平成14年中／増減,平成14年中／転入,平成14年中／転出,平成15年中／増減,平成15年中／転入,平成15年中／転出,平成16年中／増減,平成16年中／転入,平成16年中／転出,平成17年中／増減,平成17年中／転入,平成17年中／転出,平成18年中／増減,平成18年中／転入,平成18年中／転出
0,13000,総数,-24,391457,391481,-310,405310,405620,480,401239,400759,-293,402333,402626,1177,396386,395209
1,13100,区部,952,263736,262784,-995,270768,271763,-1333,270470,271803,1714,278353,276639,4638,274347,269709
1,13200,市部,-1061,124874,125935,874,131857,130983,2026,128110,126084,-1846,120998,122844,-3735,119121,122856
2,13300,郡部,263,2048,1785,-11,1785,1796,-73,1752,1825,88,1820,1732,351,1985,1634
2,13350,島部,-178,799,977,-178,900,1078,-140,907,1047,-249,1162,1411,-77,933,1010
1,13100,区部,952,263736,262784,-995,270768,271763,-1333,270470,271803,1714,278353,276639,4638,274347,269709
4,13101,千代田区,-361,2103,2464,1086,3554,2468,525,3088,2563,162,3110,2948,236,3119,2883
4,13102,中央区,1332,5687,4355,1063,5838,4775,1489,6562,5073,1790,7355,5565,645,6125,5480
4,13103,港区,-395,8546,8941,405,9900,9495,1486,10416,8930,2200,11516,9316,3895,13189,9294
4,13104,新宿区,-167,13488,13655,-382,13891,14273,51,14293,14242,-722,13960,14682,-1552,13222,14774
4,13105,文京区,-24,7496,7520,-518,7286,7804,567,8105,7538,494,8328,7834,-31,8057,8088
4,13106,台東区,896,5864,4968,677,5837,5160,461,5607,5146,530,5898,5368,501,5863,5362
4,13107,墨田区,395,6646,6251,689,6931,6242,1017,7432,6415,231,6981,6750,1246,8001,6755
4,13108,江東区,3077,13246,10169,3771,14255,10484,2971,13530,10559,5920,16689,10769,2339,13447,11108
4,13109,品川区,855,11971,11116,843,12176,11333,1300,12667,11367,-15,12320,12335,40,12098,12058
4,13110,目黒区,-145,11194,11339,-662,11009,11671,-1168,10978,12146,-978,11228,12206,-45,11721,11766
4,13111,大田区,520,14195,13675,823,14589,13766,606,14426,13820,1117,14796,13679,276,13995,13719
4,13112,世田谷区,-537,27009,27546,-1115,27316,28431,-888,27942,28830,-29,27678,27707,1859,29000,27141
4,13113,渋谷区,-809,10909,11718,-1184,11103,12287,-1652,11459,13111,-909,11526,12435,-1219,11506,12725
4,13114,中野区,-1819,14102,15921,-2031,14548,16579,-2167,14327,16494,-3004,14183,17187,-1716,13941,15657
4,13115,杉並区,-2124,19902,22026,-2399,20835,23234,-2904,20454,23358,-1466,21769,23235,-1804,20973,22777
4,13116,豊島区,-1032,10187,11219,-1679,10210,11889,-1373,10146,11519,-47,11189,11236,1855,12005,10150
4,13117,北区,-716,8285,9001,-420,8747,9167,565,9171,8606,-185,8740,8925,-832,8184,9016
4,13118,荒川区,1000,5883,4883,53,5210,5157,-172,4958,5130,929,5896,4967,264,5339,5075
4,13119,板橋区,16,13694,13678,173,14153,13980,-1988,12776,14764,-866,13298,14164,-14,13349,13363
4,13120,練馬区,1067,20159,19092,255,20006,19751,32,19800,19768,-1447,18807,20254,-54,19455,19509
4,13121,足立区,-138,10624,10762,341,11040,10699,617,10894,10277,-134,10792,10926,155,10425,10270
4,13122,葛飾区,235,9237,9002,-62,9253,9315,0,8795,8795,448,9868,9420,228,9230,9002
4,13123,江戸川区,-174,13309,13483,-722,13081,13803,-708,12644,13352,-2305,12426,14731,-1634,12103,13737
1,13200,市部,-1061,124874,125935,874,131857,130983,2026,128110,126084,-1846,120998,122844,-3735,119121,122856
4,13201,八王子市,-1160,10991,12151,-87,12277,12364,889,12158,11269,-712,10740,11452,-346,10748,11094
4,13202,立川市,-210,6467,6677,414,7241,6827,1096,7390,6294,-45,6203,6248,362,6608,6246
4,13203,武蔵野市,-707,6048,6755,-1135,5997,7132,-324,6773,7097,250,6940,6690,-958,6008,6966
4,13204,三鷹市,85,7759,7674,-163,7810,7973,-239,7901,8140,-446,7271,7717,-165,7259,7424
4,13205,青梅市,-39,3336,3375,111,3366,3255,378,3420,3042,164,3285,3121,-320,2929,3249
4,13206,府中市,-1143,7649,8792,-668,8429,9097,-265,8421,8686,360,9031,8671,-1671,7281,8952
4,13207,昭島市,1448,4849,3401,323,3913,3590,-261,3328,3589,687,3944,3257,39,3527,3488
4,13208,調布市,-45,8582,8627,3,8971,8968,893,9414,8521,-717,8021,8738,-616,7975,8591
4,13209,町田市,1450,6418,4968,2089,7167,5078,576,5661,5085,-398,4760,5158,20,4980,4960
4,13210,小金井市,-358,4601,4959,-707,4605,5312,-608,4552,5160,-1105,4111,5216,-718,4360,5078
4,13211,小平市,-749,6288,7037,-1353,6122,7475,-1048,5943,6991,-1036,5860,6896,-825,6597,7422
4,13212,日野市,-55,5522,5577,825,6841,6016,-232,5621,5853,371,5726,5355,-170,5400,5570
4,13213,東村山市,-47,4223,4270,859,4725,3866,651,4463,3812,414,4167,3753,362,4301,3939
4,13214,国分寺市,-48,5074,5122,-731,4958,5689,-374,4996,5370,110,5345,5235,-590,4506,5096
4,13215,国立市,-364,2931,3295,-94,3550,3644,-812,2732,3544,-264,2988,3252,-148,3040,3188
4,13218,福生市,-464,2228,2692,-605,2100,2705,-141,2424,2565,-380,2172,2552,-539,1986,2525
4,13219,狛江市,127,2932,2805,-359,2770,3129,-176,2902,3078,107,2908,2801,-441,2506,2947
4,13220,東大和市,712,3372,2660,-19,2695,2714,-90,2525,2615,-190,2489,2679,420,2929,2509
4,13221,清瀬市,423,2125,1702,332,2133,1801,1511,3167,1656,257,1881,1624,-47,1642,1689
4,13222,東久留米市,-205,3041,3246,-88,3510,3598,202,3807,3605,-212,3007,3219,-106,2996,3102
4,13223,武蔵村山市,-31,2359,2390,-56,2298,2354,236,2289,2053,1025,2932,1907,411,2483,2072
4,13224,多摩市,-393,4673,5066,-412,4969,5381,-212,4750,4962,-602,4175,4777,125,4513,4388
4,13225,稲城市,593,2555,1962,809,2945,2136,172,2257,2085,105,2081,1976,1096,2951,1855
4,13227,羽村市,-445,1796,2241,59,2208,2149,-417,1842,2259,-369,1829,2198,235,2235,2000
4,13228,あきる野市,452,2462,2010,275,2329,2054,138,2250,2112,274,2196,1922,5,2156,2151
4,13229,西東京市,112,6593,6481,1252,7928,6676,483,7124,6641,506,6936,6430,850,7205,6355
1,13550,町村部,85,2847,2762,-189,2685,2874,-213,2659,2872,-161,2982,3143,274,2918,2644
2,13300,郡部,263,2048,1785,-11,1785,1796,-73,1752,1825,88,1820,1732,351,1985,1634
4,13303,瑞穂町,206,1186,980,17,1066,1049,-74,1021,1095,32,1080,1048,39,1036,997
4,13305,日の出町,110,603,493,-9,471,480,65,519,454,52,470,418,267,688,421
4,13307,檜原村,-4,77,81,-5,76,81,2,86,84,-5,71,76,1,78,77
4,13308,奥多摩町,-49,182,231,-14,172,186,-66,126,192,9,199,190,44,183,139
2,13350,島部,-178,799,977,-178,900,1078,-140,907,1047,-249,1162,1411,-77,933,1010
3,13360,大島支庁,-38,429,467,-63,474,537,16,493,477,28,476,448,-62,426,488
4,13361,大島町,-21,269,290,-29,300,329,26,298,272,-21,288,309,-4,291,295
4,13362,利島村,-2,22,24,1,12,11,2,22,20,4,12,8,-12,16,28
4,13363,新島村,4,78,74,-6,109,115,9,99,90,49,112,63,-19,76,95
4,13364,神津島村,-19,60,79,-29,53,82,-21,74,95,-4,64,68,-27,43,70
3,13380,三宅支庁,-95,9,104,-62,21,83,-76,14,90,-295,265,560,13,160,147
4,13381,三宅村,-91,0,91,-57,3,60,-67,4,71,-290,246,536,16,142,126
4,13382,御蔵島村,-4,9,13,-5,18,23,-9,10,19,-5,19,24,-3,18,21
3,13400,八丈支庁,-42,249,291,-38,284,322,-61,266,327,15,296,281,-19,227,246
4,13401,八丈町,-41,233,274,-33,265,298,-61,241,302,14,279,265,-17,210,227
4,13402,青ヶ島村,-1,16,17,-5,19,24,0,25,25,1,17,16,-2,17,19
3,13420,小笠原支庁,-3,112,115,-15,121,136,-19,134,153,3,125,122,-9,120,129
4,13421,小笠原村,-3,112,115,-15,121,136,-19,134,153,3,125,122,-9,120,129
,,,,,,,,,,,,,,,,,
人口の動き（平成18年中）,,,,,,,,,,,,,,,,,
第13表　区市町村別都内間移動による社会動態　（平成14年～18年）,,,,,,,,,,,,,,,,,
注)　転入、転出数は、都内区市町村間の移動者数であり、同一区市町村内の移動者数は含まない。,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,,
