地域階層,地域コード,地域,人口総数（A＋B）,住民基本台帳／世帯数,住民基本台帳／人口／総数（A）,住民基本台帳／人口／男,住民基本台帳／人口／女,外国人登録人口（B）,前月人口総数との増減
0,13000,総数,12428075,5758058,12070939,6007779,6063160,357136,8471
1,13100,区部,8426838,4046420,8129401,4028963,4100438,297437,6132
1,13200,市部,3909437,1673369,3850668,1933021,1917647,58769,2322
2,13300,郡部,61290,23116,60622,30602,30020,668,-1
2,13350,島部,30510,15153,30248,15193,15055,262,18
1,13100,区部,8426838,4046420,8129401,4028963,4100438,297437,6132
4,13101,千代田区,43451,21059,41590,19884,21706,1861,201
4,13102,中央区,91761,47766,89051,41915,47136,2710,476
4,13103,港区,184241,91812,167017,77733,89284,17224,323
4,13104,新宿区,300142,153879,270674,134688,135986,29468,495
4,13105,文京区,181666,90690,175133,84432,90701,6533,266
4,13106,台東区,166767,80753,156906,79575,77331,9861,229
4,13107,墨田区,229731,106689,221765,111031,110734,7966,179
4,13108,江東区,410198,187601,396550,199293,197257,13648,1273
4,13109,品川区,336816,170873,326810,161404,165406,10006,496
4,13110,目黒区,254585,132346,246408,116160,130248,8177,105
4,13111,大田区,667155,317912,651226,327998,323228,15929,150
4,13112,世田谷区,815144,409162,799877,384650,415227,15267,-195
4,13113,渋谷区,205716,111915,194294,92386,101908,11422,-125
4,13114,中野区,309036,166362,297439,147903,149536,11597,-58
4,13115,杉並区,524242,275647,512764,248343,264421,11478,-36
4,13116,豊島区,253443,133556,236448,118859,117589,16995,225
4,13117,北区,329935,158172,316172,156485,159687,13763,144
4,13118,荒川区,189007,84215,175919,88163,87756,13088,74
4,13119,板橋区,523529,249510,508096,253858,254238,15433,180
4,13120,練馬区,679453,306666,667028,332126,334902,12425,318
4,13121,足立区,644089,276305,622119,315164,306955,21970,366
4,13122,葛飾区,435048,189736,423781,213458,210323,11267,223
4,13123,江戸川区,651683,283794,632334,323455,308879,19349,823
1,13200,市部,3909437,1673369,3850668,1933021,1917647,58769,2322
4,13201,八王子市,536556,221456,529011,267739,261272,7545,461
4,13202,立川市,169830,74531,166595,83502,83093,3235,84
4,13203,武蔵野市,133793,66655,131318,63621,67697,2475,-95
4,13204,三鷹市,172163,81716,169167,84188,84979,2996,52
4,13205,青梅市,140474,55427,139159,70465,68694,1315,54
4,13206,府中市,233144,103318,229276,118000,111276,3868,-130
4,13207,昭島市,110916,45941,108712,54957,53755,2204,15
4,13208,調布市,208065,98399,204518,102879,101639,3547,163
4,13209,町田市,400584,159826,396559,196833,199726,4025,413
4,13210,小金井市,111380,51009,109097,54527,54570,2283,23
4,13211,小平市,179772,76725,175808,87897,87911,3964,237
4,13212,日野市,170217,73462,168032,86045,81987,2185,330
4,13213,東村山市,144938,61039,143304,71172,72132,1634,199
4,13214,国分寺市,113037,50940,111486,55863,55623,1551,-69
4,13215,国立市,73642,32855,72272,36007,36265,1370,-2
4,13218,福生市,61869,26614,59608,30194,29414,2261,-46
4,13219,狛江市,76063,36339,75255,37535,37720,808,27
4,13220,東大和市,80840,31931,80010,40043,39967,830,142
4,13221,清瀬市,70002,29456,69220,33838,35382,782,110
4,13222,東久留米市,114929,46876,113577,56543,57034,1352,57
4,13223,武蔵村山市,66807,25340,65828,33214,32614,979,-29
4,13224,多摩市,143352,60502,141423,70922,70501,1929,105
4,13225,稲城市,74192,29789,73329,37600,35729,863,88
4,13227,羽村市,56931,22389,55299,28323,26976,1632,-3
4,13228,あきる野市,80313,29709,79741,40136,39605,572,50
4,13229,西東京市,185628,81125,183064,90978,92086,2564,86
1,13550,町村部,91800,38269,90870,45795,45075,930,17
2,13300,西多摩郡,61290,23116,60622,30602,30020,668,-1
4,13303,瑞穂町,34606,12721,34029,17381,16648,577,39
4,13305,日の出町,16129,6059,16072,8000,8072,57,-30
4,13307,檜原村,3186,1257,3171,1589,1582,15,-9
4,13308,奥多摩町,7369,3079,7350,3632,3718,19,-1
2,13350,島部,30510,15153,30248,15193,15055,262,18
3,13360,大島支庁,14967,7187,14917,7367,7550,50,6
4,13361,大島町,9314,4859,9282,4582,4700,32,0
4,13362,利島村,304,162,303,157,146,1,1
4,13363,新島村,3146,1324,3140,1517,1623,6,3
4,13364,神津島村,2203,842,2192,1111,1081,11,2
3,13380,三宅支庁,3656,1839,3613,1781,1832,43,-6
4,13381,三宅村,3368,1696,3326,1634,1692,42,-9
4,13382,御蔵島村,288,143,287,147,140,1,3
3,13400,八丈支庁,9486,4825,9327,4717,4610,159,6
4,13401,八丈町,9284,4709,9126,4593,4533,158,5
4,13402,青ヶ島村,202,116,201,124,77,1,1
3,13420,小笠原支庁,2401,1302,2391,1328,1063,10,12
4,13421,小笠原村,2401,1302,2391,1328,1063,10,12
,,,,,,,,,
住民基本台帳による世帯と人口_平成15年11月,,,,,,,,,
住民基本台帳による世帯と人口　平成15年11月１日現在,,,,,,,,,
注）町村部は、郡部と島部を含む地域である。,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,
