地域階層,地域コード,地域,人口総数（日本人＋外国人）,前月人口総数との増減,人口／日本人／総数,人口／日本人／男,人口／日本人／女,人口／外国人／総数,人口／外国人／男,人口／外国人／女,世帯数／総世帯数,世帯数／日本人のみの世帯数,世帯数／外国人のみの世帯数,世帯数／日本人と外国人の複数国籍世帯数
0,13000,総数,13726692,3493,13183776,6493784,6689992,542916,264947,277969,7188433,6779544,318572,90317
1,13100,区部,9473416,3191,9015826,4431539,4584287,457590,224577,233013,5148615,4805519,272615,70481
1,13200,市部,4170002,336,4085845,2020613,2065232,84157,39819,44338,1998748,1933891,45420,19437
2,13300,郡部,57497,-20,56598,28478,28120,899,448,451,26161,25482,406,273
2,13350,島部,25777,-14,25507,13154,12353,270,103,167,14909,14652,131,126
1,13100,区部,9473416,3191,9015826,4431539,4584287,457590,224577,233013,5148615,4805519,272615,70481
4,13101,千代田区,63216,271,60194,30103,30091,3022,1664,1358,35628,33242,1908,478
4,13102,中央区,161456,184,153994,73061,80933,7462,3716,3746,91541,86070,4133,1338
4,13103,港区,257036,313,237029,110533,126496,20007,10551,9456,145905,131793,10891,3221
4,13104,新宿区,345722,328,302873,151423,151450,42849,22025,20824,219419,184740,31251,3428
4,13105,文京区,220462,453,209978,99805,110173,10484,5089,5395,120550,111944,7295,1311
4,13106,台東区,198846,110,183635,94062,89573,15211,7632,7579,118485,106722,9806,1957
4,13107,墨田区,271274,-87,258892,129125,129767,12382,5370,7012,150401,140990,6899,2512
4,13108,江東区,517652,61,488768,242107,246661,28884,13678,15206,266698,248245,13789,4664
4,13109,品川区,393250,329,380332,186588,193744,12918,6361,6557,219922,210280,6983,2659
4,13110,目黒区,278889,148,269922,127201,142721,8967,4750,4217,156417,149236,5234,1947
4,13111,大田区,729299,206,705515,351340,354175,23784,11247,12537,391013,373843,12298,4872
4,13112,世田谷区,907835,340,886708,419873,466835,21127,10647,10480,479362,462405,12169,4788
4,13113,渋谷区,226710,246,216102,103078,113024,10608,5790,4818,137692,129270,6594,1828
4,13114,中野区,331007,54,312071,157378,154693,18936,9636,9300,204180,187878,14300,2002
4,13115,杉並区,568525,101,551207,264139,287068,17318,8558,8760,321358,306898,11895,2565
4,13116,豊島区,289240,-85,259358,130186,129172,29882,15132,14750,179853,154834,22736,2283
4,13117,北区,351146,637,328986,163202,165784,22160,11245,10915,196089,179679,13821,2589
4,13118,荒川区,215636,-80,196798,98007,98791,18838,9177,9661,115595,102181,11090,2324
4,13119,板橋区,565782,57,539733,266097,273636,26049,12083,13966,307989,288318,15623,4048
4,13120,練馬区,731995,91,712792,347312,365480,19203,8966,10237,370155,355254,11159,3742
4,13121,足立区,688202,-373,657098,330851,326247,31104,14278,16826,345825,325358,13846,6621
4,13122,葛飾区,462338,-78,440891,220893,219998,21447,10340,11107,232765,218270,10805,3690
4,13123,江戸川区,697898,-35,662950,335175,327775,34948,16642,18306,341773,318069,18090,5614
1,13200,市部,4170002,336,4085845,2020613,2065232,84157,39819,44338,1998748,1933891,45420,19437
4,13201,八王子市,562522,-132,549785,275369,274416,12737,6152,6585,267435,257363,7447,2625
4,13202,立川市,183482,38,179165,89336,89829,4317,1975,2342,91056,87955,2134,967
4,13203,武蔵野市,146128,-75,142959,68434,74525,3169,1572,1597,76712,74101,1963,648
4,13204,三鷹市,187351,5,183518,89804,93714,3833,1875,1958,93789,90608,2283,898
4,13205,青梅市,134316,-56,132487,66698,65789,1829,793,1036,63104,61691,804,609
4,13206,府中市,260660,529,255413,128984,126429,5247,2267,2980,125745,121659,2864,1222
4,13207,昭島市,113284,5,110606,55203,55403,2678,1222,1456,53869,51942,1301,626
4,13208,調布市,234867,91,230338,112502,117836,4529,2240,2289,118724,115143,2482,1099
4,13209,町田市,428589,-172,422426,207098,215328,6163,2879,3284,195425,190844,2852,1729
4,13210,小金井市,121167,59,118419,58424,59995,2748,1364,1384,60247,58093,1645,509
4,13211,小平市,193191,255,188128,92747,95381,5063,2400,2663,91371,87256,3258,857
4,13212,日野市,185330,-9,182263,91486,90777,3067,1492,1575,88280,85917,1644,719
4,13213,東村山市,150939,-63,148144,72343,75801,2795,1334,1461,72673,70640,1316,717
4,13214,国分寺市,123489,88,121154,59683,61471,2335,1125,1210,60060,58226,1382,452
4,13215,国立市,76135,-39,74444,36422,38022,1691,793,898,37750,36525,881,344
4,13218,福生市,58358,-115,54573,27320,27253,3785,1877,1908,30533,27516,2472,545
4,13219,狛江市,82434,-41,81120,39359,41761,1314,650,664,42117,41063,700,354
4,13220,東大和市,85534,-42,84384,41721,42663,1150,447,703,38753,37928,450,375
4,13221,清瀬市,74868,-13,73602,35597,38005,1266,554,712,35514,34589,538,387
4,13222,東久留米市,116779,-2,114752,56160,58592,2027,901,1126,54114,52682,821,611
4,13223,武蔵村山市,72642,-9,70950,35529,35421,1692,676,1016,31637,30438,734,465
4,13224,多摩市,148855,31,146222,71774,74448,2633,1203,1430,71831,69791,1363,677
4,13225,稲城市,90464,18,89164,44893,44271,1300,648,652,39918,38999,533,386
4,13227,羽村市,55649,8,54255,27634,26621,1394,647,747,25706,24708,661,337
4,13228,あきる野市,80854,-39,80032,39892,40140,822,399,423,35410,34759,364,287
4,13229,西東京市,202115,16,197542,96201,101341,4573,2334,2239,96975,93455,2528,992
1,13550,町村部,83274,-34,82105,41632,40473,1169,551,618,41070,40134,537,399
2,13300,郡部,57497,-20,56598,28478,28120,899,448,451,26161,25482,406,273
4,13303,瑞穂町,33297,-23,32521,16575,15946,776,398,378,14893,14321,362,210
4,13305,日の出町,16781,12,16701,8214,8487,80,28,52,7403,7335,22,46
4,13307,檜原村,2221,-4,2214,1099,1115,7,1,6,1184,1179,3,2
4,13308,奥多摩町,5198,-5,5162,2590,2572,36,21,15,2681,2647,19,15
2,13350,島部,25777,-14,25507,13154,12353,270,103,167,14909,14652,131,126
3,13360,大島支庁,12701,-20,12604,6381,6223,97,69,28,7126,7035,66,25
4,13361,大島町,7752,-18,7670,3916,3754,82,63,19,4652,4575,62,15
4,13362,利島村,325,0,324,177,147,1,0,1,175,174,1,0
4,13363,新島村,2728,2,2717,1318,1399,11,5,6,1382,1372,2,8
4,13364,神津島村,1896,-4,1893,970,923,3,1,2,917,914,1,2
3,13380,三宅支庁,2823,4,2788,1530,1258,35,8,27,1809,1776,12,21
4,13381,三宅村,2502,4,2468,1359,1109,34,8,26,1634,1602,12,20
4,13382,御蔵島村,321,0,320,171,149,1,0,1,175,174,0,1
3,13400,八丈支庁,7640,-2,7528,3807,3721,112,13,99,4484,4376,40,68
4,13401,八丈町,7479,-1,7367,3715,3652,112,13,99,4374,4266,40,68
4,13402,青ヶ島村,161,-1,161,92,69,0,0,0,110,110,0,0
3,13420,小笠原支庁,2613,4,2587,1436,1151,26,13,13,1490,1465,13,12
4,13421,小笠原村,2613,4,2587,1436,1151,26,13,13,1490,1465,13,12
,,,,,,,,,,,,,,
住民基本台帳による世帯と人口_平成30年10月,,,,,,,,,,,,,,
住民基本台帳による世帯と人口（日本人及び外国人）平成３0年10月１日現在,,,,,,,,,,,,,,
注）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,
