地域階層,地域コード,地域,人口総数（日本人＋外国人）,前月人口総数との増減,人口／日本人／総数,人口／日本人／男,人口／日本人／女,人口／外国人／総数,人口／外国人／男,人口／外国人／女,世帯数／総世帯数,世帯数／日本人のみの世帯数,世帯数／外国人のみの世帯数,世帯数／日本人と外国人の複数国籍世帯数
0,13000,総数,13743053,2100,13190395,6496347,6694048,552658,270120,282538,7200854,6783648,326612,90594
1,13100,区部,9488708,2471,9022538,4434557,4587981,466170,229088,237082,5159663,4809202,279742,70719
1,13200,市部,4171203,-324,4085898,2020229,2065669,85305,40465,44840,2000138,1934344,46317,19477
2,13300,郡部,57386,-51,56480,28420,28060,906,458,448,26155,25467,417,271
2,13350,島部,25756,4,25479,13141,12338,277,109,168,14898,14635,136,127
1,13100,区部,9488708,2471,9022538,4434557,4587981,466170,229088,237082,5159663,4809202,279742,70719
4,13101,千代田区,63454,53,60410,30186,30224,3044,1674,1370,35730,33334,1914,482
4,13102,中央区,162365,340,154710,73364,81346,7655,3814,3841,91918,86304,4264,1350
4,13103,港区,257638,139,237404,110800,126604,20234,10649,9585,146089,131873,10972,3244
4,13104,新宿区,346858,-117,303308,151733,151575,43550,22312,21238,220306,184980,31864,3462
4,13105,文京区,221509,321,210655,100174,110481,10854,5250,5604,121166,112248,7597,1321
4,13106,台東区,199407,50,183883,94226,89657,15524,7784,7740,118962,106891,10100,1971
4,13107,墨田区,271719,95,259161,129205,129956,12558,5451,7107,150753,141183,7043,2527
4,13108,江東区,518666,273,489204,242246,246958,29462,13947,15515,267400,248465,14266,4669
4,13109,品川区,394471,648,381409,187121,194288,13062,6431,6631,220623,210835,7129,2659
4,13110,目黒区,279204,14,270097,127276,142821,9107,4825,4282,156517,149233,5335,1949
4,13111,大田区,729731,5,705551,351341,354210,24180,11451,12729,391335,373886,12554,4895
4,13112,世田谷区,908718,93,887288,420188,467100,21430,10852,10578,479743,462528,12397,4818
4,13113,渋谷区,226774,-29,216018,103047,112971,10756,5886,4870,137805,129226,6740,1839
4,13114,中野区,331642,90,312292,157424,154868,19350,9933,9417,204640,187979,14643,2018
4,13115,杉並区,569344,79,551640,264395,287245,17704,8747,8957,321762,306977,12198,2587
4,13116,豊島区,289719,-136,259389,130152,129237,30330,15340,14990,180139,154730,23123,2286
4,13117,北区,351989,233,329366,163398,165968,22623,11516,11107,196707,179870,14242,2595
4,13118,荒川区,216048,7,196844,98027,98817,19204,9330,9874,116040,102251,11468,2321
4,13119,板橋区,566709,199,540059,266214,273845,26650,12386,14264,308983,288756,16181,4046
4,13120,練馬区,732583,-45,712961,347258,365703,19622,9182,10440,370647,355359,11544,3744
4,13121,足立区,688857,230,657130,330854,326276,31727,14627,17100,346782,325765,14379,6638
4,13122,葛飾区,462867,47,441025,220956,220069,21842,10537,11305,233336,218527,11119,3690
4,13123,江戸川区,698436,-118,662734,334972,327762,35702,17164,18538,342280,318002,18670,5608
1,13200,市部,4171203,-324,4085898,2020229,2065669,85305,40465,44840,2000138,1934344,46317,19477
4,13201,八王子市,562766,67,549860,275411,274449,12906,6249,6657,267782,257573,7587,2622
4,13202,立川市,183767,104,179388,89428,89960,4379,2000,2379,91253,88120,2164,969
4,13203,武蔵野市,146302,64,143077,68476,74601,3225,1594,1631,76758,74099,2003,656
4,13204,三鷹市,187312,-116,183481,89794,93687,3831,1888,1943,93744,90560,2286,898
4,13205,青梅市,134147,-112,132282,66615,65667,1865,818,1047,63117,61681,822,614
4,13206,府中市,260116,-220,254794,128350,126444,5322,2320,3002,125107,120971,2919,1217
4,13207,昭島市,113261,-42,110572,55202,55370,2689,1223,1466,53861,51929,1301,631
4,13208,調布市,234906,-55,230303,112484,117819,4603,2311,2292,118746,115095,2547,1104
4,13209,町田市,428639,-44,422418,207069,215349,6221,2902,3319,195588,190975,2877,1736
4,13210,小金井市,121421,27,118605,58534,60071,2816,1399,1417,60386,58167,1714,505
4,13211,小平市,193612,121,188394,92868,95526,5218,2463,2755,91625,87388,3379,858
4,13212,日野市,185460,-1,182304,91467,90837,3156,1543,1613,88439,86000,1717,722
4,13213,東村山市,150832,-60,148026,72309,75717,2806,1336,1470,72711,70668,1322,721
4,13214,国分寺市,123681,16,121298,59734,61564,2383,1167,1216,60157,58274,1426,457
4,13215,国立市,76094,-84,74392,36374,38018,1702,804,898,37739,36501,890,348
4,13218,福生市,58311,-92,54486,27286,27200,3825,1876,1949,30553,27494,2516,543
4,13219,狛江市,82469,-23,81157,39341,41816,1312,649,663,42151,41088,708,355
4,13220,東大和市,85538,-5,84381,41754,42627,1157,453,704,38816,37989,452,375
4,13221,清瀬市,74824,-29,73552,35609,37943,1272,544,728,35500,34577,539,384
4,13222,東久留米市,116911,87,114842,56175,58667,2069,934,1135,54228,52757,860,611
4,13223,武蔵村山市,72588,-17,70938,35526,35412,1650,667,983,31632,30467,698,467
4,13224,多摩市,148838,-24,146187,71775,74412,2651,1216,1435,71884,69832,1373,679
4,13225,稲城市,90538,11,89221,44907,44314,1317,652,665,39978,39038,554,386
4,13227,羽村市,55589,-3,54172,27599,26573,1417,666,751,25707,24692,677,338
4,13228,あきる野市,80839,6,80010,39876,40134,829,404,425,35496,34843,368,285
4,13229,西東京市,202442,100,197758,96266,101492,4684,2387,2297,97180,93566,2618,996
1,13550,町村部,83142,-47,81959,41561,40398,1183,567,616,41053,40102,553,398
2,13300,郡部,57386,-51,56480,28420,28060,906,458,448,26155,25467,417,271
4,13303,瑞穂町,33232,-13,32457,16537,15920,775,402,373,14901,14328,366,207
4,13305,日の出町,16729,-35,16646,8190,8456,83,30,53,7381,7310,24,47
4,13307,檜原村,2221,-2,2214,1101,1113,7,1,6,1182,1177,3,2
4,13308,奥多摩町,5204,-1,5163,2592,2571,41,25,16,2691,2652,24,15
2,13350,島部,25756,4,25479,13141,12338,277,109,168,14898,14635,136,127
3,13360,大島支庁,12684,-1,12580,6374,6206,104,75,29,7122,7026,71,25
4,13361,大島町,7743,-3,7654,3912,3742,89,69,20,4650,4568,67,15
4,13362,利島村,323,-2,322,175,147,1,0,1,175,174,1,0
4,13363,新島村,2722,-1,2711,1316,1395,11,5,6,1379,1369,2,8
4,13364,神津島村,1896,5,1893,971,922,3,1,2,918,915,1,2
3,13380,三宅支庁,2807,-3,2772,1521,1251,35,8,27,1798,1764,13,21
4,13381,三宅村,2489,-2,2455,1352,1103,34,8,26,1625,1592,13,20
4,13382,御蔵島村,318,-1,317,169,148,1,0,1,173,172,0,1
3,13400,八丈支庁,7641,3,7529,3806,3723,112,13,99,4485,4377,39,69
4,13401,八丈町,7480,3,7368,3714,3654,112,13,99,4375,4267,39,69
4,13402,青ヶ島村,161,0,161,92,69,0,0,0,110,110,0,0
3,13420,小笠原支庁,2624,5,2598,1440,1158,26,13,13,1493,1468,13,12
4,13421,小笠原村,2624,5,2598,1440,1158,26,13,13,1493,1468,13,12
,,,,,,,,,,,,,,
住民基本台帳による世帯と人口_平成30年12月,,,,,,,,,,,,,,
住民基本台帳による世帯と人口（日本人及び外国人）平成３0年12月１日現在,,,,,,,,,,,,,,
注）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,
