地域階層,地域コード,地域,人口総数（日本人＋外国人）,前月人口総数との増減,人口／日本人／総数,人口／日本人／男,人口／日本人／女,人口／外国人／総数,人口／外国人／男,人口／外国人／女,世帯数／総世帯数,世帯数／日本人のみの世帯数,世帯数／外国人のみの世帯数,世帯数／日本人と外国人の複数国籍世帯数
0,13000,総数,13916452,-1085,13270598,6510788,6759810,645854,322571,323283,7565037,7076424,393413,95200
1,13100,区部,9646255,260,9104656,4458679,4645977,541599,271659,269940,5430220,5021668,335118,73434
1,13200,市部,4191367,-1314,4088669,2012927,2075742,102698,50098,52600,2093983,2015222,57413,21348
2,13300,郡部,54975,-15,53743,26959,26784,1232,652,580,26576,25585,684,307
2,13350,島部,23855,-16,23530,12223,11307,325,162,163,14258,13949,198,111
1,13100,区部,9646255,260,9104656,4458679,4645977,541599,271659,269940,5430220,5021668,335118,73434
4,13101,千代田区,68801,75,64935,32366,32569,3866,2081,1785,39259,36248,2497,514
4,13102,中央区,176742,343,166426,79005,87421,10316,5127,5189,100834,93321,5908,1605
4,13103,港区,266529,245,245159,114481,130678,21370,10946,10424,152694,137636,11652,3406
4,13104,新宿区,349376,-240,305507,152593,152914,43869,22965,20904,227431,192099,32059,3273
4,13105,文京区,232319,99,218285,103689,114596,14034,6917,7117,128644,117332,9807,1505
4,13106,台東区,212368,241,193918,98681,95237,18450,9396,9054,133472,118529,12953,1990
4,13107,墨田区,284443,72,268809,132836,135973,15634,7237,8397,166902,154445,9979,2478
4,13108,江東区,539127,117,502249,246640,255609,36878,18006,18872,289869,265380,19594,4895
4,13109,品川区,408365,294,392920,192136,200784,15445,7771,7674,233691,222025,8933,2733
4,13110,目黒区,279669,-108,269087,126330,142757,10582,5569,5013,159727,151205,6387,2135
4,13111,大田区,734189,20,705895,351036,354859,28294,13882,14412,410311,389275,16080,4956
4,13112,世田谷区,918413,-356,892991,421536,471455,25422,13204,12218,496512,475967,15211,5334
4,13113,渋谷区,230870,-113,218883,104162,114721,11987,6545,5442,142577,132860,7739,1978
4,13114,中野区,337505,-47,316397,159329,157068,21108,11106,10002,213441,195808,15615,2018
4,13115,杉並区,572997,-132,553824,265744,288080,19173,9747,9426,329649,313821,13106,2722
4,13116,豊島区,291850,-204,259235,129592,129643,32615,16884,15731,185058,157588,25239,2231
4,13117,北区,357850,46,330609,163960,166649,27241,13791,13450,207156,186796,17687,2673
4,13118,荒川区,219368,125,198180,98610,99570,21188,10501,10687,122011,106601,13008,2402
4,13119,板橋区,572789,-173,540642,264411,276231,32147,15610,16537,327242,302577,20488,4177
4,13120,練馬区,741820,113,718659,347846,370813,23161,11020,12141,389811,371942,13745,4124
4,13121,足立区,693119,46,653855,327996,325859,39264,18874,20390,371732,344404,20555,6773
4,13122,葛飾区,467245,6,440487,219598,220889,26758,13165,13593,248615,230190,14600,3825
4,13123,江戸川区,690501,-209,647704,326102,321602,42797,21315,21482,353582,325619,22276,5687
1,13200,市部,4191367,-1314,4088669,2012927,2075742,102698,50098,52600,2093983,2015222,57413,21348
4,13201,八王子市,560971,-112,545529,272636,272893,15442,7638,7804,282284,270032,9353,2899
4,13202,立川市,185763,-92,180328,89419,90909,5435,2532,2903,96689,92516,3148,1025
4,13203,武蔵野市,147851,-190,144141,68912,75229,3710,1890,1820,78685,75756,2185,744
4,13204,三鷹市,190071,-123,185727,90420,95307,4344,2147,2197,96814,93296,2484,1034
4,13205,青梅市,129487,-72,126958,63837,63121,2529,1194,1335,65142,63139,1330,673
4,13206,府中市,260254,58,254241,127368,126873,6013,2739,3274,129902,125184,3407,1311
4,13207,昭島市,114498,65,111310,55414,55896,3188,1503,1685,56844,54508,1676,660
4,13208,調布市,238829,8,233723,113487,120236,5106,2574,2532,123524,119510,2806,1208
4,13209,町田市,430532,-87,421681,205920,215761,8851,4347,4504,206985,200467,4550,1968
4,13210,小金井市,124721,-56,121501,59737,61764,3220,1622,1598,62937,60552,1830,555
4,13211,小平市,196910,-116,191144,93599,97545,5766,2765,3001,96369,91779,3607,983
4,13212,日野市,187486,-58,183713,91783,91930,3773,1907,1866,93232,90304,2145,783
4,13213,東村山市,151697,-41,147990,72002,75988,3707,1777,1930,76210,73565,1826,819
4,13214,国分寺市,128724,-17,125966,61772,64194,2758,1334,1424,63968,61882,1547,539
4,13215,国立市,75905,5,73995,35896,38099,1910,923,987,39307,37895,1034,378
4,13218,福生市,56484,-6,52369,26277,26092,4115,2054,2061,30982,27804,2665,513
4,13219,狛江市,82221,-91,80739,38894,41845,1482,770,712,43148,41986,807,355
4,13220,東大和市,85128,-18,83739,41223,42516,1389,590,799,40793,39737,654,402
4,13221,清瀬市,74583,-18,73119,35222,37897,1464,668,796,36893,35808,688,397
4,13222,東久留米市,116583,-84,113965,55358,58607,2618,1160,1458,56508,54698,1122,688
4,13223,武蔵村山市,70997,13,68999,34370,34629,1998,848,1150,32834,31352,1022,460
4,13224,多摩市,147849,-82,144481,70709,73772,3368,1646,1722,75114,72457,1923,734
4,13225,稲城市,93811,3,91983,45971,46012,1828,958,870,42869,41577,854,438
4,13227,羽村市,54497,-20,52678,26724,25954,1819,897,922,26686,25340,1002,344
4,13228,あきる野市,79550,-20,78217,38874,39343,1333,726,607,37186,36105,744,337
4,13229,西東京市,205965,-163,200433,97103,103330,5532,2889,2643,102078,97973,3004,1101
1,13550,町村部,78830,-31,77273,39182,38091,1557,814,743,40834,39534,882,418
2,13300,郡部,54975,-15,53743,26959,26784,1232,652,580,26576,25585,684,307
4,13303,瑞穂町,32052,4,31057,15722,15335,995,554,441,15365,14573,561,231
4,13305,日の出町,16302,-2,16146,7975,8171,156,71,85,7571,7441,78,52
4,13307,檜原村,2000,4,1989,989,1000,11,4,7,1126,1118,4,4
4,13308,奥多摩町,4621,-21,4551,2273,2278,70,23,47,2514,2453,41,20
2,13350,島部,23855,-16,23530,12223,11307,325,162,163,14258,13949,198,111
3,13360,大島支庁,11553,-10,11407,5815,5592,146,110,36,6775,6638,116,21
4,13361,大島町,7009,-3,6891,3553,3338,118,97,21,4331,4222,94,15
4,13362,利島村,313,-2,306,166,140,7,4,3,189,182,5,2
4,13363,新島村,2455,-3,2442,1192,1250,13,2,11,1334,1321,10,3
4,13364,神津島村,1776,-2,1768,904,864,8,7,1,921,913,7,1
3,13380,三宅支庁,2554,-7,2524,1399,1125,30,9,21,1639,1610,16,13
4,13381,三宅村,2262,-5,2233,1242,991,29,9,20,1474,1446,16,12
4,13382,御蔵島村,292,-2,291,157,134,1,0,1,165,164,0,1
3,13400,八丈支庁,7137,-4,7021,3572,3449,116,21,95,4308,4198,42,68
4,13401,八丈町,6980,-3,6864,3483,3381,116,21,95,4193,4083,42,68
4,13402,青ヶ島村,157,-1,157,89,68,0,0,0,115,115,0,0
3,13420,小笠原支庁,2611,5,2578,1437,1141,33,22,11,1536,1503,24,9
4,13421,小笠原村,2611,5,2578,1437,1141,33,22,11,1536,1503,24,9
,,,,,,,,,,,,,,
住民基本台帳による世帯と人口_令和5年12月,,,,,,,,,,,,,,
住民基本台帳による世帯と人口（日本人及び外国人）令和5年12月1日現在,,,,,,,,,,,,,,
注）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,
