事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),超過労働給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,F30 輸送用機械器具製造業,平成19,2007,3月,410396,436254,241999,407536,433011,241635,364568,42968,2860,3243,364
５人以上,F30 輸送用機械器具製造業,平成19,2007,4月,401588,427399,232908,399437,425044,232093,361629,37808,2151,2355,815
５人以上,F30 輸送用機械器具製造業,平成19,2007,5月,404304,430184,232076,402976,428724,231628,365443,37533,1328,1460,448
５人以上,F30 輸送用機械器具製造業,平成19,2007,6月,695124,747545,348337,406249,431596,238567,364519,41730,288875,315949,109770
５人以上,F30 輸送用機械器具製造業,平成19,2007,7月,609461,633354,455148,415993,440243,259369,374199,41794,193468,193111,195779
５人以上,F30 輸送用機械器具製造業,平成19,2007,8月,399979,423277,249061,398716,422081,247357,361620,37096,1263,1196,1704
５人以上,F30 輸送用機械器具製造業,平成19,2007,9月,402378,425848,250419,399183,422424,248708,361884,37299,3195,3424,1711
５人以上,F30 輸送用機械器具製造業,平成19,2007,10月,411196,435697,253675,409483,433812,253072,370027,39456,1713,1885,603
５人以上,F30 輸送用機械器具製造業,平成19,2007,11月,420011,444807,260273,407557,431315,254509,371566,35991,12454,13492,5764
５人以上,F30 輸送用機械器具製造業,平成19,2007,12月,1126202,1187715,736846,398373,421581,251477,368889,29484,727829,766134,485369
５人以上,F31 精密機械器具製造業,平成17,2005,年平均,467433,524977,282517,375142,419048,234053,349013,26129,92291,105929,48464
５人以上,F31 精密機械器具製造業,平成18,2006,年平均,434955,486356,261020,343020,380942,214697,316210,26810,91935,105414,46323
５人以上,F31 精密機械器具製造業,平成19,2007,年平均,477238,513450,306154,379547,407272,248560,347208,32339,97691,106178,57594
５人以上,F31 精密機械器具製造業,平成19,2007,1月,372355,398608,236037,363936,389875,229245,333307,30629,8419,8733,6792
５人以上,F31 精密機械器具製造業,平成19,2007,2月,369741,394017,242799,369316,393677,241931,338803,30513,425,340,868
５人以上,F31 精密機械器具製造業,平成19,2007,3月,372209,396731,243552,371552,396018,243191,337850,33702,657,713,361
５人以上,F31 精密機械器具製造業,平成19,2007,4月,397749,421770,272607,387756,411297,265117,352398,35358,9993,10473,7490
５人以上,F31 精密機械器具製造業,平成19,2007,5月,382906,404662,268355,381446,403299,266386,350316,31130,1460,1363,1969
５人以上,F31 精密機械器具製造業,平成19,2007,6月,650324,701681,381073,393106,416426,270844,362859,30247,257218,285255,110229
５人以上,F31 精密機械器具製造業,平成19,2007,7月,602021,643147,426554,380147,411852,244873,348057,32090,221874,231295,181681
５人以上,F31 精密機械器具製造業,平成19,2007,8月,378252,410818,238513,376280,408509,237986,343013,33267,1972,2309,527
５人以上,F31 精密機械器具製造業,平成19,2007,9月,387474,418850,253197,380838,411775,248441,349796,31042,6636,7075,4756
５人以上,F31 精密機械器具製造業,平成19,2007,10月,389151,421172,250790,387772,419778,249475,354742,33030,1379,1394,1315
５人以上,F31 精密機械器具製造業,平成19,2007,11月,393279,424764,258366,383166,414911,247142,349530,33636,10113,9853,11224
５人以上,F31 精密機械器具製造業,平成19,2007,12月,1030182,1135395,574171,379201,410838,242079,345747,33454,650981,724557,332092
５人以上,F32 その他の製造業,平成17,2005,年平均,467836,551968,289021,382036,451879,233592,367463,14573,85800,100089,55429
５人以上,F32 その他の製造業,平成18,2006,年平均,490042,547684,329434,403455,451464,269688,382273,21182,86587,96220,59746
５人以上,F32 その他の製造業,平成19,2007,年平均,469925,535795,299899,369837,418593,243987,358345,11492,100088,117202,55912
５人以上,F32 その他の製造業,平成19,2007,1月,387477,439920,252445,379670,433156,241952,368359,11311,7807,6764,10493
５人以上,F32 その他の製造業,平成19,2007,2月,379433,429649,249227,378481,428616,248485,368403,10078,952,1033,742
５人以上,F32 その他の製造業,平成19,2007,3月,390574,440276,261554,381939,434540,245394,369480,12459,8635,5736,16160
５人以上,F32 その他の製造業,平成19,2007,4月,387053,438516,254758,381472,432394,250570,369058,12414,5581,6122,4188
５人以上,F32 その他の製造業,平成19,2007,5月,376704,429410,243684,373991,426330,241896,362947,11044,2713,3080,1788
５人以上,F32 その他の製造業,平成19,2007,6月,738377,852205,452351,377214,429353,246199,366521,10693,361163,422852,206152
５人以上,F32 その他の製造業,平成19,2007,7月,638321,732866,393152,365840,410772,249324,354833,11007,272481,322094,143828
５人以上,F32 その他の製造業,平成19,2007,8月,362087,409553,238320,358433,405120,236698,347059,11374,3654,4433,1622
５人以上,F32 その他の製造業,平成19,2007,9月,373077,419211,254083,366963,412913,248444,354583,12380,6114,6298,5639
５人以上,F32 その他の製造業,平成19,2007,10月,364656,411795,243999,360819,407774,240634,348709,12110,3837,4021,3365
５人以上,F32 その他の製造業,平成19,2007,11月,359562,402166,247960,357277,399667,246237,345354,11923,2285,2499,1723
５人以上,F32 その他の製造業,平成19,2007,12月,872735,1012042,503748,357426,404728,232137,346329,11097,515309,607314,271611
５人以上,J-1 卸売業,平成17,2005,年平均,548615,629163,349696,417096,473486,277836,402997,14099,131519,155677,71860
５人以上,J-1 卸売業,平成18,2006,年平均,561176,637967,361318,419059,471643,282203,402123,16936,142117,166324,79115
５人以上,J-1 卸売業,平成19,2007,年平均,531368,604397,334700,402225,452453,266961,385700,16525,129143,151944,67739
５人以上,J-1 卸売業,平成19,2007,1月,410191,460420,276948,392961,443179,259744,377640,15321,17230,17241,17204
５人以上,J-1 卸売業,平成19,2007,2月,409220,463955,262980,395337,446972,257381,379601,15736,13883,16983,5599
５人以上,J-1 卸売業,平成19,2007,3月,416870,469382,273031,398106,449091,258450,381396,16710,18764,20291,14581
５人以上,J-1 卸売業,平成19,2007,4月,430332,484647,284878,405336,454238,274379,387039,18297,24996,30409,10499
５人以上,J-1 卸売業,平成19,2007,5月,412802,464474,275504,396107,444857,266574,379287,16820,16695,19617,8930
５人以上,J-1 卸売業,平成19,2007,6月,964189,1130273,520452,399583,449022,267493,382637,16946,564606,681251,252959
５人以上,J-1 卸売業,平成19,2007,7月,610258,683573,412421,408740,458302,274998,392111,16629,201518,225271,137423
５人以上,J-1 卸売業,平成19,2007,8月,426271,480526,279211,406008,457690,265920,389779,16229,20263,22836,13291
５人以上,J-1 卸売業,平成19,2007,9月,412548,463994,274919,403302,453850,268075,387795,15507,9246,10144,6844
５人以上,J-1 卸売業,平成19,2007,10月,419194,471864,278729,408198,459369,271728,391729,16469,10996,12495,7001
５人以上,J-1 卸売業,平成19,2007,11月,445602,502883,291796,402779,452871,268274,385691,17088,42823,50012,23522
５人以上,J-1 卸売業,平成19,2007,12月,1018451,1169196,594019,410067,459671,270404,393508,16559,608384,709525,323615
５人以上,J-2 小売業,平成17,2005,年平均,229999,319899,154923,197924,269069,138510,188277,9647,32075,50830,16413
５人以上,J-2 小売業,平成18,2006,年平均,242848,319402,175078,208413,269057,154727,198639,9774,34435,50345,20351
５人以上,J-2 小売業,平成19,2007,年平均,236636,325169,167062,203037,270526,150001,193382,9655,33599,54643,17061
５人以上,J-2 小売業,平成19,2007,1月,206863,276042,150332,199558,264817,146231,189738,9820,7305,11225,4101
５人以上,J-2 小売業,平成19,2007,2月,215243,291414,151386,203911,271488,147258,194005,9906,11332,19926,4128
５人以上,J-2 小売業,平成19,2007,3月,216516,293956,153756,200986,270303,144808,191359,9627,15530,23653,8948
５人以上,J-2 小売業,平成19,2007,4月,212430,285181,153023,207398,276580,150905,197298,10100,5032,8601,2118
５人以上,J-2 小売業,平成19,2007,5月,214030,282815,158088,205653,270506,152909,196399,9254,8377,12309,5179
５人以上,J-2 小売業,平成19,2007,6月,273076,381764,183890,208031,272212,155366,198906,9125,65045,109552,28524
５人以上,J-2 小売業,平成19,2007,7月,281393,382028,200629,194495,251679,148602,185038,9457,86898,130349,52027
５人以上,J-2 小売業,平成19,2007,8月,214043,287594,158703,204312,271715,153598,194996,9316,9731,15879,5105
５人以上,J-2 小売業,平成19,2007,9月,202899,274751,150167,200153,270282,148685,190688,9465,2746,4469,1482
５人以上,J-2 小売業,平成19,2007,10月,208920,284066,152631,206668,280188,151596,197306,9362,2252,3878,1035
５人以上,J-2 小売業,平成19,2007,11月,206608,284377,149368,200783,272812,147768,190961,9822,5825,11565,1600
５人以上,J-2 小売業,平成19,2007,12月,385129,577724,240726,204490,274402,152071,193885,10605,180639,303322,88655
５人以上,Q80 専門サービス業（他に分類されないもの）,平成17,2005,年平均,499869,557115,361548,423602,474219,301297,394031,29571,76267,82896,60251
５人以上,Q80 専門サービス業（他に分類されないもの）,平成18,2006,年平均,484015,557293,346066,393333,452257,282406,363202,30131,90682,105036,63660
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,年平均,504714,575453,343604,392233,441936,279034,365346,26887,112481,133517,64570
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,1月,415015,473066,289913,379094,426262,277446,352869,26225,35921,46804,12467
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,2月,408244,455818,302960,383334,427924,284652,357952,25382,24910,27894,18308
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,3月,459916,527289,312475,392442,441483,285121,362554,29888,67474,85806,27354
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,4月,415133,466850,297681,395315,444305,284056,365507,29808,19818,22545,13625
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,5月,408747,452503,309785,392735,442968,279125,364805,27930,16012,9535,30660
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,6月,841635,994540,487365,396929,446854,281256,368506,28423,444706,547686,206109
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,7月,470649,527789,340179,391712,444053,272199,365129,26583,78937,83736,67980
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,8月,411715,465687,287131,387457,438463,269721,363627,23830,24258,27224,17410
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,9月,398086,450965,276322,393508,445942,272770,368956,24552,4578,5023,3552
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,10月,403328,456544,278847,396497,448384,275125,373186,23311,6831,8160,3722
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,11月,566017,663776,340718,397312,447225,282281,369340,27972,168705,216551,58437
５人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,12月,848502,949900,606201,399785,447803,285041,370904,28881,448717,502097,321160
５人以上,Q81 学術・開発研究機関,平成17,2005,年平均,645758,696429,455106,475807,512520,337671,453761,22046,169951,183909,117435
５人以上,Q81 学術・開発研究機関,平成18,2006,年平均,640575,688418,458346,476502,510093,348556,452757,23745,164073,178325,109790
５人以上,Q81 学術・開発研究機関,平成19,2007,年平均,598070,652679,390780,455838,494713,308273,428399,27439,142232,157966,82507
５人以上,Q81 学術・開発研究機関,平成19,2007,1月,463734,503165,308040,459109,497743,306561,432035,27074,4625,5422,1479
５人以上,Q81 学術・開発研究機関,平成19,2007,2月,456199,493736,308442,452934,490058,306805,424636,28298,3265,3678,1637
５人以上,Q81 学術・開発研究機関,平成19,2007,3月,485189,522343,341147,460388,498063,314329,429239,31149,24801,24280,26818
５人以上,Q81 学術・開発研究機関,平成19,2007,4月,477342,513855,334400,465506,501290,325416,434219,31287,11836,12565,8984
５人以上,Q81 学術・開発研究機関,平成19,2007,5月,479337,516444,333136,466837,503033,324227,439343,27494,12500,13411,8909
５人以上,Q81 学術・開発研究機関,平成19,2007,6月,1151838,1272809,680345,457956,495626,311134,431652,26304,693882,777183,369211
５人以上,Q81 学術・開発研究機関,平成19,2007,7月,607928,663593,401629,453667,495714,297836,426986,26681,154261,167879,103793
５人以上,Q81 学術・開発研究機関,平成19,2007,8月,448863,489982,295962,447028,488041,294523,421848,25180,1835,1941,1439
５人以上,Q81 学術・開発研究機関,平成19,2007,9月,466504,506937,316830,442348,481180,298598,418817,23531,24156,25757,18232
５人以上,Q81 学術・開発研究機関,平成19,2007,10月,459935,500828,310224,453465,493928,305329,425891,27574,6470,6900,4895
５人以上,Q81 学術・開発研究機関,平成19,2007,11月,467170,510234,310933,456678,497484,308633,429263,27415,10492,12750,2300
５人以上,Q81 学術・開発研究機関,平成19,2007,12月,1211727,1339176,744040,454849,494719,308540,427367,27482,756878,844457,435500
５人以上,Q84 娯楽業,平成17,2005,年平均,303119,361704,225702,255011,295756,201169,246141,8870,48108,65948,24533
５人以上,Q84 娯楽業,平成18,2006,年平均,301769,350275,228118,253748,291431,196529,243720,10028,48021,58844,31589
５人以上,Q84 娯楽業,平成19,2007,年平均,298107,359408,202868,245783,287305,181272,237548,8235,52324,72103,21596
５人以上,Q84 娯楽業,平成19,2007,1月,269744,314651,203323,248165,290195,186000,239628,8537,21579,24456,17323
５人以上,Q84 娯楽業,平成19,2007,2月,250834,288101,184325,250752,288041,184204,242994,7758,82,60,121
５人以上,Q84 娯楽業,平成19,2007,3月,250162,293750,183538,246883,289596,181596,238099,8784,3279,4154,1942
５人以上,Q84 娯楽業,平成19,2007,4月,256877,302199,190840,245548,285982,186634,237933,7615,11329,16217,4206
５人以上,Q84 娯楽業,平成19,2007,5月,242715,283308,182620,242609,283219,182488,234897,7712,106,89,132
５人以上,Q84 娯楽業,平成19,2007,6月,458262,595794,253165,250136,290352,190162,244215,5921,208126,305442,63003
５人以上,Q84 娯楽業,平成19,2007,7月,270373,327792,183563,232460,277055,165038,224655,7805,37913,50737,18525
５人以上,Q84 娯楽業,平成19,2007,8月,241123,280882,178555,237648,275365,178295,228404,9244,3475,5517,260
５人以上,Q84 娯楽業,平成19,2007,9月,251012,299132,175138,248426,295723,173851,239515,8911,2586,3409,1287
５人以上,Q84 娯楽業,平成19,2007,10月,257679,307469,180951,248813,293493,179961,239483,9330,8866,13976,990
５人以上,Q84 娯楽業,平成19,2007,11月,252093,294086,184670,248217,289819,181423,239734,8483,3876,4267,3247
５人以上,Q84 娯楽業,平成19,2007,12月,581947,728236,339908,250140,289051,185760,241340,8800,331807,439185,154148
５人以上,"Q86,87 自動車整備業、機械等修理業",平成17,2005,年平均,464973,497322,273777,358648,383618,211066,316156,42492,106325,113704,62711
５人以上,"Q86,87 自動車整備業、機械等修理業",平成18,2006,年平均,442226,478341,248433,356626,385857,199773,319021,37605,85600,92484,48660
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,年平均,460706,489806,267751,368580,389363,230772,334069,34511,92126,100443,36979
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,1月,371554,394999,221111,368197,391663,217615,332508,35689,3357,3336,3496
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,2月,443657,477054,226540,370981,393323,225733,336356,34625,72676,83731,807
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,3月,381382,405265,227996,376431,399896,225727,331918,44513,4951,5369,2269
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,4月,387947,411088,233138,365296,386342,224502,327701,37595,22651,24746,8636
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,5月,372122,394845,224523,370496,393070,223865,336999,33497,1626,1775,658
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,6月,707883,753328,389991,370184,389927,232081,337001,33183,337699,363401,157910
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,7月,506428,540171,279246,365647,385119,234546,331280,34367,140781,155052,44700
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,8月,373585,393395,240931,369749,389870,235018,336038,33711,3836,3525,5913
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,9月,367258,386161,240968,363177,381780,238894,334855,28322,4081,4381,2074
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,10月,376326,396827,237496,365432,385094,232286,332369,33063,10894,11733,5210
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,11月,400007,420891,260619,369945,388875,243602,339317,30628,30062,32016,17017
５人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,12月,865121,927807,452975,366745,386187,238919,332878,33867,498376,541620,214056
５人以上,Q82 洗濯・理容・美容・浴場業,平成17,2005,年平均,252791,303357,217397,236175,281732,204287,230022,6153,16616,21625,13110
５人以上,Q82 洗濯・理容・美容・浴場業,平成18,2006,年平均,258601,313153,206293,241276,291464,193153,231825,9451,17325,21689,13140
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,年平均,220295,272979,186644,209338,258520,177923,203473,5865,10957,14459,8721
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,1月,216926,277346,172931,211850,268296,170748,204950,6900,5076,9050,2183
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,2月,209056,258448,173419,207416,256786,171795,201701,5715,1640,1662,1624
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,3月,214032,259853,182469,212605,256858,182122,206172,6433,1427,2995,347
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,4月,220095,263519,190299,213453,258740,182380,206236,7217,6642,4779,7919
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,5月,217607,267617,184442,212184,263316,178275,203595,8589,5423,4301,6167
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,6月,230537,280307,196926,213395,256506,184280,205491,7904,17142,23801,12646
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,7月,237116,296298,204347,205398,258200,176161,200772,4626,31718,38098,28186
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,8月,208139,262147,177390,203979,255122,174862,199723,4256,4160,7025,2528
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,9月,210166,265092,177399,207124,260486,175291,202751,4373,3042,4606,2108
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,10月,211232,263262,181632,208866,257777,181040,204849,4017,2366,5485,592
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,11月,224743,271245,195685,206747,252065,178428,201060,5687,17996,19180,17257
５人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,12月,243617,313901,200831,208626,256691,179366,204266,4360,34991,57210,21465
５人以上,Q89 広告業,平成17,2005,年平均,542482,592847,407178,458735,500383,346849,432426,26309,83747,92464,60329
５人以上,Q89 広告業,平成18,2006,年平均,555341,614743,405102,448125,495330,328735,420537,27588,107216,119413,76367
５人以上,Q89 広告業,平成19,2007,年平均,477261,561965,326704,409859,482417,280891,391657,18202,67402,79548,45813
５人以上,Q89 広告業,平成19,2007,1月,415043,496439,271738,400132,476717,265296,381168,18964,14911,19722,6442
５人以上,Q89 広告業,平成19,2007,2月,418748,489671,286692,417403,487995,285964,399297,18106,1345,1676,728
５人以上,Q89 広告業,平成19,2007,3月,424201,500122,293266,403473,479380,272561,385146,18327,20728,20742,20705
５人以上,Q89 広告業,平成19,2007,4月,419639,487448,304293,405477,483219,273233,387027,18450,14162,4229,31060
５人以上,Q89 広告業,平成19,2007,5月,408763,482878,278912,406229,479898,277158,389949,16280,2534,2980,1754
５人以上,Q89 広告業,平成19,2007,6月,628322,749620,414368,407267,478546,281540,390494,16773,221055,271074,132828
５人以上,Q89 広告業,平成19,2007,7月,506804,586675,364911,415003,487067,286981,396034,18969,91801,99608,77930
５人以上,Q89 広告業,平成19,2007,8月,419708,490282,292995,412339,483336,284868,394065,18274,7369,6946,8127
５人以上,Q89 広告業,平成19,2007,9月,425702,494954,301210,406134,473478,285074,388141,17993,19568,21476,16136
５人以上,Q89 広告業,平成19,2007,10月,419412,490044,291985,415841,487767,286081,397321,18520,3571,2277,5904
５人以上,Q89 広告業,平成19,2007,11月,482961,575806,315502,414229,484801,286943,394981,19248,68732,91005,28559
５人以上,Q89 広告業,平成19,2007,12月,760152,901428,506428,414830,486692,285771,396276,18554,345322,414736,220657
５人以上,QS-1 一括分,平成17,2005,年平均,390029,481224,250112,319914,390240,212016,299307,20607,70115,90984,38096
５人以上,QS-1 一括分,平成18,2006,年平均,383656,470390,256842,311777,375662,218371,290193,21584,71879,94728,38471
５人以上,QS-1 一括分,平成19,2007,年平均,375266,454052,265799,305826,364561,224218,281752,24074,69440,89491,41581
５人以上,QS-1 一括分,平成19,2007,1月,318471,388633,222220,299752,362970,213026,277127,22625,18719,25663,9194
５人以上,QS-1 一括分,平成19,2007,2月,301584,356872,218599,298468,352853,216838,274778,23690,3116,4019,1761
５人以上,QS-1 一括分,平成19,2007,3月,319519,377587,234538,301249,354040,223991,277184,24065,18270,23547,10547
５人以上,QS-1 一括分,平成19,2007,4月,321783,386040,232265,305765,364308,224207,281312,24453,16018,21732,8058
５人以上,QS-1 一括分,平成19,2007,5月,312086,371533,229902,300092,357905,220167,275190,24902,11994,13628,9735
５人以上,QS-1 一括分,平成19,2007,6月,521752,648213,347699,305028,363596,224418,279662,25366,216724,284617,123281
５人以上,QS-1 一括分,平成19,2007,7月,422294,512066,299016,309446,370178,226046,284360,25086,112848,141888,72970
５人以上,QS-1 一括分,平成19,2007,8月,317729,383230,230525,307843,369567,225668,283935,23908,9886,13663,4857
５人以上,QS-1 一括分,平成19,2007,9月,317110,378960,232866,307472,368233,224712,285076,22396,9638,10727,8154
５人以上,QS-1 一括分,平成19,2007,10月,314090,377404,230504,306143,367003,225795,282434,23709,7947,10401,4709
５人以上,QS-1 一括分,平成19,2007,11月,341468,408686,249923,314580,374687,232720,289837,24743,26888,33999,17203
５人以上,QS-1 一括分,平成19,2007,12月,689186,846121,461631,313734,369845,232373,289832,23902,375452,476276,229258
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成19年確報,,,,,,,,,,,,,,,
第１－１表　産業、性別常用労働者の１人平均月間現金給与額　（事業所規模５人以上）,,,,,,,,,,,,,,,
