事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),超過労働給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,F30 輸送用機械器具製造業,平成19,2007,8月,431387,445774,292473,430009,444574,289380,387604,42405,1378,1200,3093
30人以上,F30 輸送用機械器具製造業,平成19,2007,9月,435294,450015,290853,431240,445844,287941,389138,42102,4054,4171,2912
30人以上,F30 輸送用機械器具製造業,平成19,2007,10月,447543,462313,302429,445375,460040,301293,400167,45208,2168,2273,1136
30人以上,F30 輸送用機械器具製造業,平成19,2007,11月,441965,456083,303572,440589,454766,301626,399093,41496,1376,1317,1946
30人以上,F30 輸送用機械器具製造業,平成19,2007,12月,1206987,1236344,918983,430493,443946,298520,395701,34792,776494,792398,620463
30人以上,F31 精密機械器具製造業,平成17,2005,年平均,484068,545754,254521,372249,418214,201204,341175,31074,111819,127540,53317
30人以上,F31 精密機械器具製造業,平成18,2006,年平均,457251,511617,255310,346812,386010,201211,313984,32828,110439,125607,54099
30人以上,F31 精密機械器具製造業,平成19,2007,年平均,519220,549893,345120,404246,426142,279966,366131,38115,114974,123751,65154
30人以上,F31 精密機械器具製造業,平成19,2007,1月,395126,417413,262174,387002,409308,253935,351558,35444,8124,8105,8239
30人以上,F31 精密機械器具製造業,平成19,2007,2月,386698,408498,256455,386698,408498,256455,352227,34471,0,0,0
30人以上,F31 精密機械器具製造業,平成19,2007,3月,392716,414736,261349,392160,414181,260787,352588,39572,556,555,562
30人以上,F31 精密機械器具製造業,平成19,2007,4月,421363,442606,300015,410904,431801,291531,370629,40275,10459,10805,8484
30人以上,F31 精密機械器具製造業,平成19,2007,5月,405069,424447,295609,403694,423171,293674,367331,36363,1375,1276,1935
30人以上,F31 精密機械器具製造業,平成19,2007,6月,764259,820800,447212,415809,438868,286505,380651,35158,348450,381932,160707
30人以上,F31 精密機械器具製造業,平成19,2007,7月,612317,645215,427954,407766,429669,285024,368991,38775,204551,215546,142930
30人以上,F31 精密機械器具製造業,平成19,2007,8月,407580,429890,282285,407560,429866,282285,366696,40864,20,24,0
30人以上,F31 精密機械器具製造業,平成19,2007,9月,411434,432307,295485,408769,429678,292617,372216,36553,2665,2629,2868
30人以上,F31 精密機械器具製造業,平成19,2007,10月,417544,440619,290871,415696,438840,288648,376107,39589,1848,1779,2223
30人以上,F31 精密機械器具製造業,平成19,2007,11月,409884,432522,285064,408603,431343,283220,368261,40342,1281,1179,1844
30人以上,F31 精密機械器具製造業,平成19,2007,12月,1203864,1291772,718186,405703,428378,280427,365740,39963,798161,863394,437759
30人以上,F32 その他の製造業,平成17,2005,年平均,526824,598559,347854,416008,474614,269795,394792,21216,110816,123945,78059
30人以上,F32 その他の製造業,平成18,2006,年平均,532461,601318,353880,421797,477231,278029,397298,24499,110664,124087,75851
30人以上,F32 その他の製造業,平成19,2007,年平均,506268,589230,310557,384556,441825,249457,370585,13971,121712,147405,61100
30人以上,F32 その他の製造業,平成19,2007,1月,393833,451898,250741,392634,450513,249999,381734,10900,1199,1385,742
30人以上,F32 その他の製造業,平成19,2007,2月,393506,448272,257131,392841,447548,256612,382711,10130,665,724,519
30人以上,F32 その他の製造業,平成19,2007,3月,403348,454275,276744,392093,448060,252960,381394,10699,11255,6215,23784
30人以上,F32 その他の製造業,平成19,2007,4月,398947,452640,266684,391094,443918,260970,379664,11430,7853,8722,5714
30人以上,F32 その他の製造業,平成19,2007,5月,393152,448670,257026,390365,445486,255210,378169,12196,2787,3184,1816
30人以上,F32 その他の製造業,平成19,2007,6月,885290,1028163,535474,388788,442424,257463,378215,10573,496502,585739,278011
30人以上,F32 その他の製造業,平成19,2007,7月,700108,836434,388706,383529,441003,252245,367581,15948,316579,395431,136461
30人以上,F32 その他の製造業,平成19,2007,8月,372903,433622,233779,372216,432837,233317,355344,16872,687,785,462
30人以上,F32 その他の製造業,平成19,2007,9月,390616,451659,252394,385712,445957,249297,367802,17910,4904,5702,3097
30人以上,F32 その他の製造業,平成19,2007,10月,380925,441903,244870,377409,438757,240529,359920,17489,3516,3146,4341
30人以上,F32 その他の製造業,平成19,2007,11月,378530,433777,255151,375737,430584,253251,358576,17161,2793,3193,1900
30人以上,F32 その他の製造業,平成19,2007,12月,977787,1189161,502774,372744,434505,233950,356599,16145,605043,754656,268824
30人以上,J-1 卸売業,平成17,2005,年平均,618104,701780,391918,450061,506093,298601,432269,17792,168043,195687,93317
30人以上,J-1 卸売業,平成18,2006,年平均,639298,719255,412939,458851,511429,310002,437598,21253,180447,207826,102937
30人以上,J-1 卸売業,平成19,2007,年平均,591652,669440,365626,428177,478461,282067,406609,21568,163475,190979,83559
30人以上,J-1 卸売業,平成19,2007,1月,437486,489283,294482,419148,471058,275830,399660,19488,18338,18225,18652
30人以上,J-1 卸売業,平成19,2007,2月,440123,498287,278183,419943,473772,270071,399941,20002,20180,24515,8112
30人以上,J-1 卸売業,平成19,2007,3月,443638,497567,287727,423752,476632,270872,402249,21503,19886,20935,16855
30人以上,J-1 卸売業,平成19,2007,4月,464678,522233,303357,433218,483225,293054,409322,23896,31460,39008,10303
30人以上,J-1 卸売業,平成19,2007,5月,441519,494439,294572,422035,471793,283869,400159,21876,19484,22646,10703
30人以上,J-1 卸売業,平成19,2007,6月,1213272,1418104,637514,425199,475901,282682,403542,21657,788073,942203,354832
30人以上,J-1 卸売業,平成19,2007,7月,645353,715785,433914,436224,484037,292689,414622,21602,209129,231748,141225
30人以上,J-1 卸売業,平成19,2007,8月,457595,510750,295162,432521,482210,280679,411047,21474,25074,28540,14483
30人以上,J-1 卸売業,平成19,2007,9月,437827,487170,291566,427783,476640,282960,407384,20399,10044,10530,8606
30人以上,J-1 卸売業,平成19,2007,10月,446778,499423,293019,434794,485568,286500,412840,21954,11984,13855,6519
30人以上,J-1 卸売業,平成19,2007,11月,488825,546559,317630,426581,475435,281716,403811,22770,62244,71124,35914
30人以上,J-1 卸売業,平成19,2007,12月,1185065,1343519,681769,436752,484732,284356,414550,22202,748313,858787,397413
30人以上,J-2 小売業,平成17,2005,年平均,264718,401148,172062,216814,318022,148079,203943,12871,47904,83126,23983
30人以上,J-2 小売業,平成18,2006,年平均,278667,401884,192665,230337,323753,165135,217137,13200,48330,78131,27530
30人以上,J-2 小売業,平成19,2007,年平均,274762,406430,187139,229342,325892,165089,217212,12130,45420,80538,22050
30人以上,J-2 小売業,平成19,2007,1月,234898,336084,162802,230746,328607,161019,217578,13168,4152,7477,1783
30人以上,J-2 小売業,平成19,2007,2月,230708,330865,159897,229403,328826,159111,217004,12399,1305,2039,786
30人以上,J-2 小売業,平成19,2007,3月,250241,363843,174267,224596,322406,159184,213202,11394,25645,41437,15083
30人以上,J-2 小売業,平成19,2007,4月,240244,341717,171988,234111,330908,169000,221700,12411,6133,10809,2988
30人以上,J-2 小売業,平成19,2007,5月,246852,345487,181413,232456,321910,173108,220523,11933,14396,23577,8305
30人以上,J-2 小売業,平成19,2007,6月,320545,481574,214029,232907,325607,171589,221912,10995,87638,155967,42440
30人以上,J-2 小売業,平成19,2007,7月,353731,540813,235671,220412,309087,164453,207876,12536,133319,231726,71218
30人以上,J-2 小売業,平成19,2007,8月,238443,335756,173190,232952,325074,171180,221455,11497,5491,10682,2010
30人以上,J-2 小売業,平成19,2007,9月,233630,334032,167750,230798,329819,165824,219037,11761,2832,4213,1926
30人以上,J-2 小売業,平成19,2007,10月,236133,340716,166696,234959,339073,165833,223306,11653,1174,1643,863
30人以上,J-2 小売業,平成19,2007,11月,224695,328312,158374,222581,324581,157296,210347,12234,2114,3731,1078
30人以上,J-2 小売業,平成19,2007,12月,484465,810304,275279,226310,324175,163482,212754,13556,258155,486129,111797
30人以上,Q80 専門サービス業（他に分類されないもの）,平成17,2005,年平均,570047,628375,414115,467484,516418,336664,427124,40360,102563,111957,77451
30人以上,Q80 専門サービス業（他に分類されないもの）,平成18,2006,年平均,562046,621738,412087,448261,495766,328918,408681,39580,113785,125972,83169
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,年平均,574254,622848,404997,434166,467509,318029,397435,36731,140088,155339,86968
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,1月,470067,513212,330094,417060,450397,308906,381189,35871,53007,62815,21188
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,2月,457891,490769,350499,417872,450437,311502,384332,33540,40019,40332,38997
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,3月,535620,585457,371636,432825,467618,318343,392817,40008,102795,117839,53293
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,4月,462570,495985,343727,438659,471989,320121,399460,39199,23911,23996,23606
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,5月,434598,469198,315362,431598,465875,313475,395202,36396,3000,3323,1887
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,6月,1038642,1150809,628674,436662,468862,318970,399960,36702,601980,681947,309704
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,7月,513038,539700,417992,435773,468192,320206,397498,38275,77265,71508,97786
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,8月,451582,484686,333936,431846,462731,322086,398143,33703,19736,21955,11850
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,9月,444245,478453,324712,437198,471564,317110,402929,34269,7047,6889,7602
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,10月,456638,491701,330444,446664,480756,323965,413210,33454,9974,10945,6479
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,11月,689162,768790,404300,440765,473467,323777,401639,39126,248397,295323,80523
30人以上,Q80 専門サービス業（他に分類されないもの）,平成19,2007,12月,917930,975211,714061,441028,475537,318207,400726,40302,476902,499674,395854
30人以上,Q81 学術・開発研究機関,平成17,2005,年平均,664041,709721,465859,486467,519217,344382,462382,24085,177574,190504,121477
30人以上,Q81 学術・開発研究機関,平成18,2006,年平均,654107,697769,461697,479010,510111,341950,453135,25875,175097,187658,119747
30人以上,Q81 学術・開発研究機関,平成19,2007,年平均,603236,656505,381297,452258,490988,290893,422666,29592,150978,165517,90404
30人以上,Q81 学術・開発研究機関,平成19,2007,1月,458937,499744,288640,454253,494353,286907,426285,27968,4684,5391,1733
30人以上,Q81 学術・開発研究機関,平成19,2007,2月,451396,490731,287533,447742,486660,285616,418669,29073,3654,4071,1917
30人以上,Q81 学術・開発研究機関,平成19,2007,3月,456853,495965,293328,453964,492832,291458,419963,34001,2889,3133,1870
30人以上,Q81 学術・開発研究機関,平成19,2007,4月,471750,509096,313748,458529,495274,303068,424143,34386,13221,13822,10680
30人以上,Q81 学術・開発研究機関,平成19,2007,5月,466822,504086,308055,458042,494641,302111,428267,29775,8780,9445,5944
30人以上,Q81 学術・開発研究機関,平成19,2007,6月,1225531,1342841,727831,450528,489242,286281,421666,28862,775003,853599,441550
30人以上,Q81 学術・開発研究機関,平成19,2007,7月,615886,669209,394809,453669,494622,283877,424720,28949,162217,174587,110932
30人以上,Q81 学術・開発研究機関,平成19,2007,8月,448355,487647,284440,446357,485587,282698,419014,27343,1998,2060,1742
30人以上,Q81 学術・開発研究機関,平成19,2007,9月,444891,481873,290818,440546,477477,286688,415371,25175,4345,4396,4130
30人以上,Q81 学術・開発研究機関,平成19,2007,10月,459496,498707,297732,452421,491230,292316,422666,29755,7075,7477,5416
30人以上,Q81 学術・開発研究機関,平成19,2007,11月,461306,501022,299497,456588,495833,296697,426496,30092,4718,5189,2800
30人以上,Q81 学術・開発研究機関,平成19,2007,12月,1278574,1399502,786584,454891,494510,293705,424949,29942,823683,904992,492879
30人以上,Q84 娯楽業,平成17,2005,年平均,324690,401334,230631,265503,320214,198360,255610,9893,59187,81120,32271
30人以上,Q84 娯楽業,平成18,2006,年平均,327493,407671,231046,263173,320848,193795,250792,12381,64320,86823,37251
30人以上,Q84 娯楽業,平成19,2007,年平均,350267,440653,219497,279595,339008,193636,269717,9878,70672,101645,25861
30人以上,Q84 娯楽業,平成19,2007,1月,276418,337851,191990,274536,335263,191077,264323,10213,1882,2588,913
30人以上,Q84 娯楽業,平成19,2007,2月,276477,328796,182409,276347,328701,182217,267011,9336,130,95,192
30人以上,Q84 娯楽業,平成19,2007,3月,274789,342704,180774,271180,337625,179199,260002,11178,3609,5079,1575
30人以上,Q84 娯楽業,平成19,2007,4月,282971,351361,191794,271043,331174,190876,261170,9873,11928,20187,918
30人以上,Q84 娯楽業,平成19,2007,5月,266202,326480,184068,266034,326335,183868,256918,9116,168,145,200
30人以上,Q84 娯楽業,平成19,2007,6月,610900,830394,298677,281570,337874,201479,274080,7490,329330,492520,97198
30人以上,Q84 娯楽業,平成19,2007,7月,310266,385803,200102,276921,337076,189190,267140,9781,33345,48727,10912
30人以上,Q84 娯楽業,平成19,2007,8月,286679,344375,202687,281192,335387,202295,270250,10942,5487,8988,392
30人以上,Q84 娯楽業,平成19,2007,9月,295174,365063,195338,291100,359476,193427,279936,11164,4074,5587,1911
30人以上,Q84 娯楽業,平成19,2007,10月,301002,368415,204855,287126,345848,203375,277272,9854,13876,22567,1480
30人以上,Q84 娯楽業,平成19,2007,11月,289450,348232,202535,289280,347947,202535,279468,9812,170,285,0
30人以上,Q84 娯楽業,平成19,2007,12月,737803,960106,404338,289212,345996,204032,279398,9814,448591,614110,200306
30人以上,"Q86,87 自動車整備業、機械等修理業",平成17,2005,年平均,523242,564839,304337,392673,424051,227546,340991,51682,130569,140788,76791
30人以上,"Q86,87 自動車整備業、機械等修理業",平成18,2006,年平均,494122,535450,286451,386115,418252,224627,336565,49550,108007,117198,61824
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,年平均,511630,535290,315830,395026,410951,263238,350032,44994,116604,124339,52592
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,1月,396118,412010,262380,393423,409203,260632,348515,44908,2695,2807,1748
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,2月,511419,540692,265002,400290,416547,263441,356755,43535,111129,124145,1561
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,3月,419634,437433,268421,412842,430369,263938,352321,60521,6792,7064,4483
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,4月,417282,434319,272240,384148,399263,255471,335266,48882,33134,35056,16769
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,5月,395265,411056,261240,393863,409646,259909,350751,43112,1402,1410,1331
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,6月,863951,902670,533488,395445,410819,264227,351480,43965,468506,491851,269261
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,7月,527884,556661,292554,392553,408189,264683,347327,45226,135331,148472,27871
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,8月,400317,417394,261133,397366,414239,259842,353279,44087,2951,3155,1291
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,9月,396156,411482,270723,390669,405812,266738,354046,36623,5487,5670,3985
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,10月,408272,424609,274723,390877,406298,264817,348873,42004,17395,18311,9906
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,11月,442145,459622,302950,394399,409933,270683,354225,40174,47746,49689,32267
30人以上,"Q86,87 自動車整備業、機械等修理業",平成19,2007,12月,1008079,1067971,543740,392440,408893,264880,347622,44818,615639,659078,278860
30人以上,Q82 洗濯・理容・美容・浴場業,平成17,2005,年平均,312434,364209,258595,270135,315424,223041,260361,9774,42299,48785,35554
30人以上,Q82 洗濯・理容・美容・浴場業,平成18,2006,年平均,306054,370437,241662,266938,323595,210272,256307,10631,39116,46842,31390
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,年平均,214234,265262,178095,194344,239850,162116,185544,8800,19890,25412,15979
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,1月,187373,242877,148521,187236,242543,148521,180071,7165,137,334,0
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,2月,182007,225262,151566,182007,225262,151566,176527,5480,0,0,0
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,3月,190071,230176,161316,190071,230176,161316,182231,7840,0,0,0
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,4月,202220,244340,171759,187837,235513,153358,179000,8837,14383,8827,18401
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,5月,199479,245929,165800,188257,239657,150988,176783,11474,11222,6272,14812
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,6月,242816,296547,203565,199642,240283,169953,190757,8885,43174,56264,33612
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,7月,237033,312196,184403,199179,248427,164695,190380,8799,37854,63769,19708
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,8月,205545,254151,171475,199964,246525,167328,191123,8841,5581,7626,4147
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,9月,204415,247007,174638,199838,244065,168917,190660,9178,4577,2942,5721
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,10月,200080,244748,168768,198665,243434,167281,190579,8086,1415,1314,1487
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,11月,246192,279564,222908,197602,234634,171765,185757,11845,48590,44930,51143
30人以上,Q82 洗濯・理容・美容・浴場業,平成19,2007,12月,273569,360623,212789,202481,248214,170551,193388,9093,71088,112409,42238
30人以上,Q89 広告業,平成17,2005,年平均,606607,658451,447826,501173,543299,372157,469958,31215,105434,115152,75669
30人以上,Q89 広告業,平成18,2006,年平均,622640,683899,451931,486173,532640,356684,448320,37853,136467,151259,95247
30人以上,Q89 広告業,平成19,2007,年平均,505387,603238,332577,431168,513326,286073,407807,23361,74219,89912,46504
30人以上,Q89 広告業,平成19,2007,1月,427780,515194,274240,425897,512950,272990,400622,25275,1883,2244,1250
30人以上,Q89 広告業,平成19,2007,2月,450538,528586,301855,448869,526415,301143,424100,24769,1669,2171,712
30人以上,Q89 広告業,平成19,2007,3月,453177,539511,305671,426666,513184,278845,401925,24741,26511,26327,26826
30人以上,Q89 広告業,平成19,2007,4月,434583,522209,288069,428376,516596,280868,403230,25146,6207,5613,7201
30人以上,Q89 広告業,平成19,2007,5月,433883,518131,288076,430616,514056,286207,408494,22122,3267,4075,1869
30人以上,Q89 広告業,平成19,2007,6月,690643,832217,440161,429312,508693,288866,406478,22834,261331,323524,151295
30人以上,Q89 広告業,平成19,2007,7月,502186,594049,340345,429238,509231,288310,406287,22951,72948,84818,52035
30人以上,Q89 広告業,平成19,2007,8月,436120,517992,290726,429637,510229,286516,407210,22427,6483,7763,4210
30人以上,Q89 広告業,平成19,2007,9月,454060,534427,310447,429346,508805,287354,408005,21341,24714,25622,23093
30人以上,Q89 広告業,平成19,2007,10月,439079,518497,296763,434499,515951,288538,411744,22755,4580,2546,8225
30人以上,Q89 広告業,平成19,2007,11月,528790,641261,328393,430838,510771,288414,407598,23240,97952,130490,39979
30人以上,Q89 広告業,平成19,2007,12月,820703,984427,531439,430723,512551,286152,408074,22649,389980,471876,245287
30人以上,QS-1 一括分,平成17,2005,年平均,394568,499197,244043,322791,402473,208157,300047,22744,71777,96724,35886
30人以上,QS-1 一括分,平成18,2006,年平均,389576,491399,254879,314833,387804,218304,291961,22872,74743,103595,36575
30人以上,QS-1 一括分,平成19,2007,年平均,385205,473167,271807,311572,374895,229937,284816,26756,73633,98272,41870
30人以上,QS-1 一括分,平成19,2007,1月,327410,402322,232480,308487,375958,222987,283727,24760,18923,26364,9493
30人以上,QS-1 一括分,平成19,2007,2月,304196,367846,219577,301662,364767,217768,276167,25495,2534,3079,1809
30人以上,QS-1 一括分,平成19,2007,3月,326217,394419,237688,306231,367356,226887,279886,26345,19986,27063,10801
30人以上,QS-1 一括分,平成19,2007,4月,334576,404453,243960,315838,378307,234828,288651,27187,18738,26146,9132
30人以上,QS-1 一括分,平成19,2007,5月,322139,385517,240533,308906,370280,229880,281289,27617,13233,15237,10653
30人以上,QS-1 一括分,平成19,2007,6月,563420,716346,367616,313567,376268,233286,285415,28152,249853,340078,134330
30人以上,QS-1 一括分,平成19,2007,7月,429756,524147,306384,314744,377351,232914,286564,28180,115012,146796,73470
30人以上,QS-1 一括分,平成19,2007,8月,319228,385328,235652,312930,377209,231656,286425,26505,6298,8119,3996
30人以上,QS-1 一括分,平成19,2007,9月,321213,384215,239166,311134,373280,230202,286218,24916,10079,10935,8964
30人以上,QS-1 一括分,平成19,2007,10月,318769,384851,236043,310620,374466,230692,283868,26752,8149,10385,5351
30人以上,QS-1 一括分,平成19,2007,11月,348675,420560,256129,320426,384616,237786,292205,28221,28249,35944,18343
30人以上,QS-1 一括分,平成19,2007,12月,698949,896118,442572,313879,378625,229690,287037,26842,385070,517493,212882
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成19年確報,,,,,,,,,,,,,,,
第１－２表　産業、性別常用労働者の１人平均月間現金給与額　（事業所規模３０人以上）,,,,,,,,,,,,,,,
