事業所規模,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５～29人,平成17,2005,年平均,407107,345694,332356,13338,61413,99747,98127,95603,2524,1620
５～29人,平成18,2006,年平均,407888,345246,330375,14871,62642,98940,96931,94339,2592,2009
５～29人,平成19,2007,年平均,412032,344475,329950,14525,67557,93397,91497,89304,2193,1900
５～29人,平成20,2008,年平均,401618,341196,325992,15204,60422,94004,92337,89583,2754,1667
５～29人,平成21,2009,年平均,391670,338196,323212,14984,53474,93506,91843,88927,2916,1663
５～29人,平成21,2009,1月,360358,338201,322233,15968,22157,88075,87567,84558,3009,508
５～29人,平成21,2009,2月,340830,336537,320358,16179,4293,87889,87671,84890,2781,218
５～29人,平成21,2009,3月,355449,339051,322646,16405,16398,89464,88901,86569,2332,563
５～29人,平成21,2009,4月,353226,342781,326268,16513,10445,93675,93120,90301,2819,555
５～29人,平成21,2009,5月,342898,335757,321000,14757,7141,89372,89048,86245,2803,324
５～29人,平成21,2009,6月,471690,336644,322385,14259,135046,95746,91923,89621,2302,3823
５～29人,平成21,2009,7月,463598,340455,325824,14631,123143,104719,101561,97823,3738,3158
５～29人,平成21,2009,8月,352822,337884,323809,14075,14938,93217,92707,89655,3052,510
５～29人,平成21,2009,9月,343274,337293,323837,13456,5981,91594,91257,88341,2916,337
５～29人,平成21,2009,10月,343362,337167,322742,14425,6195,91844,91360,88478,2882,484
５～29人,平成21,2009,11月,349353,337587,323109,14478,11766,93668,93304,90393,2911,364
５～29人,平成21,2009,12月,625855,339022,324349,14673,286833,102341,93448,90019,3429,8893
30～99人,平成17,2005,年平均,500758,398202,372831,25371,102556,105783,101649,97987,3662,4134
30～99人,平成18,2006,年平均,497801,392048,364743,27305,105753,108428,105198,100988,4210,3230
30～99人,平成19,2007,年平均,501143,391987,368257,23730,109156,109626,106553,102293,4260,3073
30～99人,平成20,2008,年平均,516826,402253,379670,22583,114573,114241,109100,104696,4404,5141
30～99人,平成21,2009,年平均,468157,379528,358021,21507,88629,101590,98845,95158,3687,2745
30～99人,平成21,2009,1月,406155,384015,360137,23878,22140,91828,91139,87264,3875,689
30～99人,平成21,2009,2月,400536,385628,363454,22174,14908,101258,99374,95506,3868,1884
30～99人,平成21,2009,3月,413893,384624,361015,23609,29269,100716,98548,94872,3676,2168
30～99人,平成21,2009,4月,394539,383438,360820,22618,11101,98250,96825,93157,3668,1425
30～99人,平成21,2009,5月,400222,374842,353622,21220,25380,98224,97678,93959,3719,546
30～99人,平成21,2009,6月,657820,378042,357723,20319,279778,104493,100443,97188,3255,4050
30～99人,平成21,2009,7月,498374,380671,359854,20817,117703,106540,100966,97471,3495,5574
30～99人,平成21,2009,8月,400663,376966,357108,19858,23697,97369,97038,93873,3165,331
30～99人,平成21,2009,9月,387870,378702,357715,20987,9168,100896,100246,96654,3592,650
30～99人,平成21,2009,10月,389864,376947,355721,21226,12917,103234,101714,97862,3852,1520
30～99人,平成21,2009,11月,416912,373066,352481,20585,43846,101483,100814,97229,3585,669
30～99人,平成21,2009,12月,843548,377465,356599,20866,466083,115709,101973,97513,4460,13736
100～499人,平成17,2005,年平均,542572,419660,385604,34056,122912,126312,121330,113985,7345,4982
100～499人,平成18,2006,年平均,551775,421801,387852,33949,129974,128526,123904,114991,8913,4622
100～499人,平成19,2007,年平均,538231,412197,379284,32913,126034,136902,132189,124848,7341,4713
100～499人,平成20,2008,年平均,545772,414482,381644,32838,131290,137542,132395,124882,7513,5147
100～499人,平成21,2009,年平均,515231,404355,373712,30643,110876,126809,122769,117047,5722,4040
100～499人,平成21,2009,1月,429039,403772,373200,30572,25267,128215,126711,120003,6708,1504
100～499人,平成21,2009,2月,425208,408305,374581,33724,16903,116600,115873,109937,5936,727
100～499人,平成21,2009,3月,449103,413449,379406,34043,35654,119714,117504,112277,5227,2210
100～499人,平成21,2009,4月,439400,411000,377588,33412,28400,121345,120642,114989,5653,703
100～499人,平成21,2009,5月,428106,395112,365462,29650,32994,124561,123826,118102,5724,735
100～499人,平成21,2009,6月,771549,401163,371940,29223,370386,134891,125007,119556,5451,9884
100～499人,平成21,2009,7月,560222,403015,373974,29041,157207,135787,127460,121993,5467,8327
100～499人,平成21,2009,8月,410714,401273,373007,28266,9441,125785,125304,120109,5195,481
100～499人,平成21,2009,9月,418876,403561,375645,27916,15315,126468,124603,119118,5485,1865
100～499人,平成21,2009,10月,416867,403666,373531,30135,13201,125018,123232,117489,5743,1786
100～499人,平成21,2009,11月,437345,403776,373093,30683,33569,122823,121147,115242,5905,1676
100～499人,平成21,2009,12月,994997,404492,373344,31148,590505,141287,122524,116364,6160,18763
500人以上,平成17,2005,年平均,648681,476232,435321,40911,172449,128404,122943,115333,7610,5461
500人以上,平成18,2006,年平均,652924,468376,427136,41240,184548,127157,122508,115593,6915,4649
500人以上,平成19,2007,年平均,632173,458168,416865,41303,174005,121643,115131,107845,7286,6512
500人以上,平成20,2008,年平均,637798,461475,420291,41184,176323,125162,117923,110811,7112,7239
500人以上,平成21,2009,年平均,625379,474840,435263,39577,150539,157939,153634,146091,7543,4305
500人以上,平成21,2009,1月,503694,475216,434021,41195,28478,145636,145292,137461,7831,344
500人以上,平成21,2009,2月,487679,475544,433800,41744,12135,141410,139658,132606,7052,1752
500人以上,平成21,2009,3月,514444,483919,442484,41435,30525,148000,146808,139707,7101,1192
500人以上,平成21,2009,4月,502923,483112,441542,41570,19811,162669,161649,153424,8225,1020
500人以上,平成21,2009,5月,526806,470118,427515,42603,56688,158711,157432,149448,7984,1279
500人以上,平成21,2009,6月,1047369,475120,434605,40515,572249,161988,153834,146890,6944,8154
500人以上,平成21,2009,7月,700231,470812,431566,39246,229419,171042,158866,152229,6637,12176
500人以上,平成21,2009,8月,485638,474910,438010,36900,10728,161886,161509,154672,6837,377
500人以上,平成21,2009,9月,475879,465400,429274,36126,10479,159239,158270,151167,7103,969
500人以上,平成21,2009,10月,491389,474091,437401,36690,17298,157365,155877,148126,7751,1488
500人以上,平成21,2009,11月,523687,474481,435688,38793,49206,153897,152321,143978,8343,1576
500人以上,平成21,2009,12月,1235713,475646,437423,38223,760067,175794,153978,145308,8670,21816
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成21年確報,,,,,,,,,,,,,
第４表　規模、就業形態別労働者の１人平均月間現金給与額（調査産業計）,,,,,,,,,,,,,
