事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５～29人,平成22,2010,年平均,296105,369455,200921,258004,320203,177290,247129,10875,38101,49252,23631
５～29人,平成23,2011,年平均,284580,353787,196257,251685,312094,174591,241016,10669,32895,41693,21666
５～29人,平成24,2012,年平均,285274,360210,195443,253359,318590,175162,241882,11477,31915,41620,20281
５～29人,平成25,2013,年平均,287111,362936,196798,251923,315958,175653,239766,12157,35188,46978,21145
５～29人,平成26,2014,年平均,285618,361318,196146,248748,311748,174286,236698,12050,36870,49570,21860
５～29人,平成27,2015,年平均,290590,364497,199598,252156,313514,176614,239601,12555,38434,50983,22984
５～29人,平成27,2015,1月,263451,329027,183011,249836,312138,173413,237591,12245,13615,16889,9598
５～29人,平成27,2015,2月,257498,322564,178178,250617,313062,174493,238275,12342,6881,9502,3685
５～29人,平成27,2015,3月,266085,333265,184403,252883,316572,175446,240042,12841,13202,16693,8957
５～29人,平成27,2015,4月,266227,333882,185359,255512,318029,180786,243169,12343,10715,15853,4573
５～29人,平成27,2015,5月,259357,325035,180222,251817,314023,176864,240596,11221,7540,11012,3358
５～29人,平成27,2015,6月,346957,440775,234460,253439,314362,180387,241905,11534,93518,126413,54073
５～29人,平成27,2015,7月,329598,411874,226709,251712,310732,177906,238796,12916,77886,101142,48803
５～29人,平成27,2015,8月,261391,325962,180728,251356,312480,174999,238388,12968,10035,13482,5729
５～29人,平成27,2015,9月,259599,321555,181720,251711,311283,176830,239293,12418,7888,10272,4890
５～29人,平成27,2015,10月,259546,323550,178973,251531,312286,175049,238766,12765,8015,11264,3924
５～29人,平成27,2015,11月,265890,331180,183965,253050,313724,176916,239320,13730,12840,17456,7049
５～29人,平成27,2015,12月,449963,573008,296786,252438,313685,176193,239117,13321,197525,259323,120593
30～99人,平成22,2010,年平均,381190,467914,257432,313958,382141,216658,296186,17772,67232,85773,40774
30～99人,平成23,2011,年平均,380620,473063,249991,312362,384215,210828,294107,18255,68258,88848,39163
30～99人,平成24,2012,年平均,360119,433785,252791,297553,355315,213397,276656,20897,62566,78470,39394
30～99人,平成25,2013,年平均,362110,434470,255525,295867,352010,213169,274793,21074,66243,82460,42356
30～99人,平成26,2014,年平均,364884,438678,258615,300041,357778,216894,278678,21363,64843,80900,41721
30～99人,平成27,2015,年平均,370994,450483,264808,305122,368852,219988,285934,19188,65872,81631,44820
30～99人,平成27,2015,1月,307670,373386,220843,300984,365254,216069,282662,18322,6686,8132,4774
30～99人,平成27,2015,2月,309128,374969,221077,304161,368801,217716,285165,18996,4967,6168,3361
30～99人,平成27,2015,3月,324630,395712,228898,303917,367570,218190,283877,20040,20713,28142,10708
30～99人,平成27,2015,4月,319901,387398,229895,307670,371466,222598,288242,19428,12231,15932,7297
30～99人,平成27,2015,5月,318286,385409,228856,302382,363835,220506,283954,18428,15904,21574,8350
30～99人,平成27,2015,6月,522569,627423,383128,312180,374753,228966,291977,20203,210389,252670,154162
30～99人,平成27,2015,7月,430936,536422,290644,310910,378803,220616,290226,20684,120026,157619,70028
30～99人,平成27,2015,8月,322550,393721,227970,304032,368640,218175,286057,17975,18518,25081,9795
30～99人,平成27,2015,9月,317799,385180,227355,305374,368179,221072,286989,18385,12425,17001,6283
30～99人,平成27,2015,10月,316627,382368,228346,306146,369152,221538,286936,19210,10481,13216,6808
30～99人,平成27,2015,11月,312620,380473,220235,301205,363940,215789,281978,19227,11415,16533,4446
30～99人,平成27,2015,12月,641204,775798,462987,302337,365717,218415,282997,19340,338867,410081,244572
100～499人,平成22,2010,年平均,463184,545540,327279,364934,427547,261609,337833,27101,98250,117993,65670
100～499人,平成23,2011,年平均,461110,548339,321350,361679,427388,256400,335284,26395,99431,120951,64950
100～499人,平成24,2012,年平均,441651,527527,293396,353440,417815,242303,325489,27951,88211,109712,51093
100～499人,平成25,2013,年平均,444146,529158,297152,353237,416451,243934,324806,28431,90909,112707,53218
100～499人,平成26,2014,年平均,443464,530776,297418,350277,414557,242757,320927,29350,93187,116219,54661
100～499人,平成27,2015,年平均,460795,541682,313893,362683,421154,256492,335719,26964,98112,120528,57401
100～499人,平成27,2015,1月,376786,440996,258912,357605,417808,247087,331085,26520,19181,23188,11825
100～499人,平成27,2015,2月,368167,428395,257722,360128,419765,250768,332582,27546,8039,8630,6954
100～499人,平成27,2015,3月,451074,519912,325884,361032,419679,254377,334203,26829,90042,100233,71507
100～499人,平成27,2015,4月,397109,460969,280952,364994,422942,259592,336397,28597,32115,38027,21360
100～499人,平成27,2015,5月,379555,442591,267106,357758,415308,255095,330837,26921,21797,27283,12011
100～499人,平成27,2015,6月,690161,826274,442583,361809,417192,261073,335439,26370,328352,409082,181510
100～499人,平成27,2015,7月,520636,617795,347160,365298,423094,262104,338097,27201,155338,194701,85056
100～499人,平成27,2015,8月,377109,438487,265461,360904,417462,258023,335048,25856,16205,21025,7438
100～499人,平成27,2015,9月,386835,454665,264800,363523,424113,254514,338831,24692,23312,30552,10286
100～499人,平成27,2015,10月,394653,460804,272086,368494,426814,260436,341669,26825,26159,33990,11650
100～499人,平成27,2015,11月,404184,473514,279214,366750,426800,258509,338798,27952,37434,46714,20705
100～499人,平成27,2015,12月,784267,936824,505615,364214,423212,256452,335955,28259,420053,513612,249163
500人以上,平成22,2010,年平均,594802,697884,383630,449875,519581,307077,412075,37800,144927,178303,76553
500人以上,平成23,2011,年平均,601464,705165,390702,451359,521783,308229,413226,38133,150105,183382,82473
500人以上,平成24,2012,年平均,584344,693067,381267,446986,524593,302029,409881,37105,137358,168474,79238
500人以上,平成25,2013,年平均,598707,711086,388677,451491,530172,304441,413861,37630,147216,180914,84236
500人以上,平成26,2014,年平均,614000,732540,400272,455347,537443,307327,416458,38889,158653,195097,92945
500人以上,平成27,2015,年平均,554756,662972,371461,416177,490449,290376,380596,35581,138579,172523,81085
500人以上,平成27,2015,1月,426374,498631,300161,413814,485622,288387,378427,35387,12560,13009,11774
500人以上,平成27,2015,2月,417228,492787,287438,411735,486335,283591,375903,35832,5493,6452,3847
500人以上,平成27,2015,3月,457950,538298,321236,418988,493762,291760,381509,37479,38962,44536,29476
500人以上,平成27,2015,4月,451549,531325,316226,425403,501095,297008,386490,38913,26146,30230,19218
500人以上,平成27,2015,5月,503433,606487,328050,417653,491417,292116,381363,36290,85780,115070,35934
500人以上,平成27,2015,6月,960929,1176494,598207,416799,490767,292336,382515,34284,544130,685727,305871
500人以上,平成27,2015,7月,612395,737326,403031,416815,491753,291232,381071,35744,195580,245573,111799
500人以上,平成27,2015,8月,420240,495597,294288,415399,489985,290735,381404,33995,4841,5612,3553
500人以上,平成27,2015,9月,424230,497962,298765,412276,484571,289255,379589,32687,11954,13391,9510
500人以上,平成27,2015,10月,439948,517357,311516,416035,489890,293501,381162,34873,23913,27467,18015
500人以上,平成27,2015,11月,462781,547949,318249,415556,491294,287027,378987,36569,47225,56655,31222
500人以上,平成27,2015,12月,1077575,1317997,674512,413792,489109,287523,378812,34980,663783,828888,386989
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成27年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額（調査産業計）,,,,,,,,,,,,,,
