事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５～29人,平成25,2013,年平均,287111,362936,196798,251923,315958,175653,239766,12157,35188,46978,21145
５～29人,平成26,2014,年平均,285618,361318,196146,248748,311748,174286,236698,12050,36870,49570,21860
５～29人,平成27,2015,年平均,290590,364497,199598,252156,313514,176614,239601,12555,38434,50983,22984
５～29人,平成28,2016,年平均,296501,372640,205369,255351,318345,179953,242817,12534,41150,54295,25416
５～29人,平成29,2017,年平均,300725,377857,208809,258330,321317,183270,244813,13517,42395,56540,25539
５～29人,平成30,2018,年平均,289350,365170,205439,250056,313261,180106,238043,12013,39294,51909,25333
５～29人,平成30,2018,1月,259802,325105,186821,245643,308008,175945,233666,11977,14159,17097,10876
５～29人,平成30,2018,2月,268915,338785,190547,245633,308233,175419,234031,11602,23282,30552,15128
５～29人,平成30,2018,3月,264524,333482,187997,250653,314468,179834,238275,12378,13871,19014,8163
５～29人,平成30,2018,4月,264208,329723,191925,252344,314895,183331,239111,13233,11864,14828,8594
５～29人,平成30,2018,5月,261432,327547,187995,251307,313147,182619,239156,12151,10125,14400,5376
５～29人,平成30,2018,6月,338268,424853,242346,250396,312125,182010,238386,12010,87872,112728,60336
５～29人,平成30,2018,7月,340923,440059,231707,251160,315045,180779,237136,14024,89763,125014,50928
５～29人,平成30,2018,8月,261897,330370,185462,249508,312546,179140,238472,11036,12389,17824,6322
５～29人,平成30,2018,9月,254896,318573,183779,249721,312504,179603,238631,11090,5175,6069,4176
５～29人,平成30,2018,10月,258033,324518,184878,251377,315616,180693,239860,11517,6656,8902,4185
５～29人,平成30,2018,11月,272655,345123,193452,252793,317603,181959,240969,11824,19862,27520,11493
５～29人,平成30,2018,12月,425924,545480,296521,250137,315043,179885,238813,11324,175787,230437,116636
30～99人,平成25,2013,年平均,362110,434470,255525,295867,352010,213169,274793,21074,66243,82460,42356
30～99人,平成26,2014,年平均,364884,438678,258615,300041,357778,216894,278678,21363,64843,80900,41721
30～99人,平成27,2015,年平均,370994,450483,264808,305122,368852,219988,285934,19188,65872,81631,44820
30～99人,平成28,2016,年平均,370276,452143,262443,303976,368732,218681,285585,18391,66300,83411,43762
30～99人,平成29,2017,年平均,379524,466583,269730,308051,376225,222075,290241,17810,71473,90358,47655
30～99人,平成30,2018,年平均,364809,447341,259269,299474,365500,215041,280666,18808,65335,81841,44228
30～99人,平成30,2018,1月,300066,363323,222369,288759,352871,210011,271194,17565,11307,10452,12358
30～99人,平成30,2018,2月,305045,367132,227378,291925,356028,211737,274099,17826,13120,11104,15641
30～99人,平成30,2018,3月,358040,435790,257605,298480,361888,216571,279182,19298,59560,73902,41034
30～99人,平成30,2018,4月,307562,376511,220134,301179,368830,215398,280699,20480,6383,7681,4736
30～99人,平成30,2018,5月,318111,390850,223742,302439,368395,216870,283392,19047,15672,22455,6872
30～99人,平成30,2018,6月,493735,599644,356548,302920,369648,216486,283517,19403,190815,229996,140062
30～99人,平成30,2018,7月,409248,513510,275781,299743,365207,215941,281262,18481,109505,148303,59840
30～99人,平成30,2018,8月,312099,382243,220623,297706,361766,214164,280428,17278,14393,20477,6459
30～99人,平成30,2018,9月,319713,391446,227093,302935,370397,215830,284561,18374,16778,21049,11263
30～99人,平成30,2018,10月,314181,384973,224175,303112,370617,217285,284356,18756,11069,14356,6890
30～99人,平成30,2018,11月,323113,394151,231334,304447,372033,217128,283898,20549,18666,22118,14206
30～99人,平成30,2018,12月,617833,767846,426147,300305,368322,213393,281612,18693,317528,399524,212754
100～499人,平成25,2013,年平均,444146,529158,297152,353237,416451,243934,324806,28431,90909,112707,53218
100～499人,平成26,2014,年平均,443464,530776,297418,350277,414557,242757,320927,29350,93187,116219,54661
100～499人,平成27,2015,年平均,460795,541682,313893,362683,421154,256492,335719,26964,98112,120528,57401
100～499人,平成28,2016,年平均,460852,542848,312225,360335,419300,253454,333406,26929,100517,123548,58771
100～499人,平成29,2017,年平均,460900,540488,318259,362051,420420,257440,334762,27289,98849,120068,60819
100～499人,平成30,2018,年平均,459397,543438,323599,360538,420283,263998,336312,24226,98859,123155,59601
100～499人,平成30,2018,1月,376230,443055,266141,354773,415051,255470,331580,23193,21457,28004,10671
100～499人,平成30,2018,2月,362922,423978,263410,352986,412718,255631,329756,23230,9936,11260,7779
100～499人,平成30,2018,3月,459595,533844,340543,359793,421814,260348,335117,24676,99802,112030,80195
100～499人,平成30,2018,4月,390370,456319,283414,364438,423547,268575,339192,25246,25932,32772,14839
100～499人,平成30,2018,5月,405822,476144,289990,358043,414963,264286,333117,24926,47779,61181,25704
100～499人,平成30,2018,6月,692815,839588,457477,359845,417835,266864,335329,24516,332970,421753,190613
100～499人,平成30,2018,7月,498362,595225,342508,360489,419323,265824,336780,23709,137873,175902,76684
100～499人,平成30,2018,8月,372611,433193,273902,362027,421061,265841,338356,23671,10584,12132,8061
100～499人,平成30,2018,9月,380494,446007,276041,362828,423824,265578,340989,21839,17666,22183,10463
100～499人,平成30,2018,10月,378413,443726,275030,363538,424424,267162,339337,24201,14875,19302,7868
100～499人,平成30,2018,11月,406860,473644,297999,363888,423404,266875,337695,26193,42972,50240,31124
100～499人,平成30,2018,12月,783836,954870,511141,363546,425414,264905,338265,25281,420290,529456,246236
500人以上,平成25,2013,年平均,598707,711086,388677,451491,530172,304441,413861,37630,147216,180914,84236
500人以上,平成26,2014,年平均,614000,732540,400272,455347,537443,307327,416458,38889,158653,195097,92945
500人以上,平成27,2015,年平均,554756,662972,371461,416177,490449,290376,380596,35581,138579,172523,81085
500人以上,平成28,2016,年平均,557517,669205,374030,416436,492930,290768,381513,34923,141081,176275,83262
500人以上,平成29,2017,年平均,557960,665979,378855,414050,486684,293617,381640,32410,143910,179295,85238
500人以上,平成30,2018,年平均,573078,683958,397280,419729,492045,305074,386820,32909,153349,191913,92206
500人以上,平成30,2018,1月,456601,541282,319411,412462,483392,297549,379976,32486,44139,57890,21862
500人以上,平成30,2018,2月,433422,511254,307850,413506,484675,298683,381813,31693,19916,26579,9167
500人以上,平成30,2018,3月,466633,547223,335427,419968,492181,302401,386298,33670,46665,55042,33026
500人以上,平成30,2018,4月,467074,547888,336927,424687,496370,309245,390193,34494,42387,51518,27682
500人以上,平成30,2018,5月,497511,594129,340362,414203,482118,303739,381679,32524,83308,112011,36623
500人以上,平成30,2018,6月,1008453,1236245,647645,418320,490366,304204,384702,33618,590133,745879,343441
500人以上,平成30,2018,7月,619682,747611,419616,421400,493999,307864,388758,32642,198282,253612,111752
500人以上,平成30,2018,8月,430874,506972,312733,420180,493250,306740,387605,32575,10694,13722,5993
500人以上,平成30,2018,9月,437406,514285,316964,420045,492865,305963,390145,29900,17361,21420,11001
500人以上,平成30,2018,10月,460432,540173,335706,422303,494493,309387,389696,32607,38129,45680,26319
500人以上,平成30,2018,11月,512815,594546,385810,425601,500310,309507,390434,35167,87214,94236,76303
500人以上,平成30,2018,12月,1079466,1325812,698271,424079,500940,305145,390539,33540,655387,824872,393126
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成30年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
