事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５～29人,平成26,2014,年平均,285618,361318,196146,248748,311748,174286,236698,12050,36870,49570,21860
５～29人,平成27,2015,年平均,290590,364497,199598,252156,313514,176614,239601,12555,38434,50983,22984
５～29人,平成28,2016,年平均,296501,372640,205369,255351,318345,179953,242817,12534,41150,54295,25416
５～29人,平成29,2017,年平均,300725,377857,208809,258330,321317,183270,244813,13517,42395,56540,25539
５～29人,平成30,2018,年平均,289350,365170,205439,250056,313261,180106,238043,12013,39294,51909,25333
５～29人,平成31・令和元,2019,年平均,295208,379981,204076,253235,321919,179399,241023,12212,41973,58062,24677
５～29人,平成31,2019,1月,260873,338689,177551,246220,317918,169449,235096,11124,14653,20771,8102
５～29人,平成31,2019,2月,254405,325666,177970,250356,320123,175522,238559,11797,4049,5543,2448
５～29人,平成31,2019,3月,269750,346637,187959,252123,320694,179179,239729,12394,17627,25943,8780
５～29人,平成31,2019,4月,263300,335394,186116,253832,322376,180448,241674,12158,9468,13018,5668
５～29人,令和元,2019,5月,259374,330675,182996,250823,318318,178522,238946,11877,8551,12357,4474
５～29人,令和元,2019,6月,357226,469343,238523,253064,322216,179849,241614,11450,104162,147127,58674
５～29人,令和元,2019,7月,362922,472197,242466,257068,324212,183054,244483,12585,105854,147985,59412
５～29人,令和元,2019,8月,264437,337897,186403,254289,323987,180251,242371,11918,10148,13910,6152
５～29人,令和元,2019,9月,260055,330166,184489,252854,319954,180534,240715,12139,7201,10212,3955
５～29人,令和元,2019,10月,263215,336589,185010,256146,326216,181462,243274,12872,7069,10373,3548
５～29人,令和元,2019,11月,273138,342515,196569,254733,320610,182027,241645,13088,18405,21905,14542
５～29人,令和元,2019,12月,451710,589871,302341,257161,326284,182430,244041,13120,194549,263587,119911
30～99人,平成26,2014,年平均,364884,438678,258615,300041,357778,216894,278678,21363,64843,80900,41721
30～99人,平成27,2015,年平均,370994,450483,264808,305122,368852,219988,285934,19188,65872,81631,44820
30～99人,平成28,2016,年平均,370276,452143,262443,303976,368732,218681,285585,18391,66300,83411,43762
30～99人,平成29,2017,年平均,379524,466583,269730,308051,376225,222075,290241,17810,71473,90358,47655
30～99人,平成30,2018,年平均,364809,447341,259269,299474,365500,215041,280666,18808,65335,81841,44228
30～99人,平成31・令和元,2019,年平均,364541,449796,250424,295006,359990,208022,273652,21354,69535,89806,42402
30～99人,平成31,2019,1月,325271,395351,229990,293799,356619,208388,274395,19404,31472,38732,21602
30～99人,平成31,2019,2月,299614,367980,207497,290853,355280,204044,271576,19277,8761,12700,3453
30～99人,平成31,2019,3月,325412,397525,225924,293045,356578,205393,272829,20216,32367,40947,20531
30～99人,平成31,2019,4月,321007,394203,221399,297918,361596,211263,276268,21650,23089,32607,10136
30～99人,令和元,2019,5月,311252,378171,222108,292930,355836,209132,272624,20306,18322,22335,12976
30～99人,令和元,2019,6月,511369,633872,352720,295696,363555,207814,272818,22878,215673,270317,144906
30～99人,令和元,2019,7月,395576,501870,256386,294336,359743,208687,271465,22871,101240,142127,47699
30～99人,令和元,2019,8月,315787,390441,216339,299747,367113,210007,277287,22460,16040,23328,6332
30～99人,令和元,2019,9月,311195,382294,216531,298458,365647,209001,276612,21846,12737,16647,7530
30～99人,令和元,2019,10月,307438,376640,215380,295660,361936,207494,273153,22507,11778,14704,7886
30～99人,令和元,2019,11月,327628,402182,226943,294219,358234,207767,272570,21649,33409,43948,19176
30～99人,令和元,2019,12月,617693,774404,407910,293249,357561,207158,272205,21044,324444,416843,200752
100～499人,平成26,2014,年平均,443464,530776,297418,350277,414557,242757,320927,29350,93187,116219,54661
100～499人,平成27,2015,年平均,460795,541682,313893,362683,421154,256492,335719,26964,98112,120528,57401
100～499人,平成28,2016,年平均,460852,542848,312225,360335,419300,253454,333406,26929,100517,123548,58771
100～499人,平成29,2017,年平均,460900,540488,318259,362051,420420,257440,334762,27289,98849,120068,60819
100～499人,平成30,2018,年平均,459397,543438,323599,360538,420283,263998,336312,24226,98859,123155,59601
100～499人,平成31・令和元,2019,年平均,468145,551312,337664,367095,426389,274069,342037,25058,101050,124923,63595
100～499人,平成31,2019,1月,377975,438850,280710,359163,418143,264925,334424,24739,18812,20707,15785
100～499人,平成31,2019,2月,374998,437101,276981,361725,421540,267320,336407,25318,13273,15561,9661
100～499人,平成31,2019,3月,441463,523959,310133,370727,431625,273780,344909,25818,70736,92334,36353
100～499人,平成31,2019,4月,393150,454294,297372,374139,432043,283436,347707,26432,19011,22251,13936
100～499人,令和元,2019,5月,420858,492824,308560,360795,417855,271756,335690,25105,60063,74969,36804
100～499人,令和元,2019,6月,726567,878290,495461,365626,426377,273089,341137,24489,360941,451913,222372
100～499人,令和元,2019,7月,486729,572541,353732,367330,426724,275278,343118,24212,119399,145817,78454
100～499人,令和元,2019,8月,376712,437955,281168,367344,425813,276127,342928,24416,9368,12142,5041
100～499人,令和元,2019,9月,383255,445117,286482,369249,427861,277559,345428,23821,14006,17256,8923
100～499人,令和元,2019,10月,385730,448114,287201,373332,433745,277915,347966,25366,12398,14369,9286
100～499人,令和元,2019,11月,426651,500365,310693,369019,428780,275010,343400,25619,57632,71585,35683
100～499人,令和元,2019,12月,817986,982509,557182,366665,426188,272308,341264,25401,451321,556321,284874
500人以上,平成26,2014,年平均,614000,732540,400272,455347,537443,307327,416458,38889,158653,195097,92945
500人以上,平成27,2015,年平均,554756,662972,371461,416177,490449,290376,380596,35581,138579,172523,81085
500人以上,平成28,2016,年平均,557517,669205,374030,416436,492930,290768,381513,34923,141081,176275,83262
500人以上,平成29,2017,年平均,557960,665979,378855,414050,486684,293617,381640,32410,143910,179295,85238
500人以上,平成30,2018,年平均,573078,683958,397280,419729,492045,305074,386820,32909,153349,191913,92206
500人以上,平成31・令和元,2019,年平均,563171,675990,389126,420401,496681,302725,385367,35034,142770,179309,86401
500人以上,平成31,2019,1月,433150,519494,302643,410777,489540,291727,378665,32112,22373,29954,10916
500人以上,平成31,2019,2月,426578,510838,298881,418519,500348,294507,384186,34333,8059,10490,4374
500人以上,平成31,2019,3月,483255,571545,343412,422792,498242,303286,386061,36731,60463,73303,40126
500人以上,平成31,2019,4月,452771,533367,326100,429159,505000,309962,390618,38541,23612,28367,16138
500人以上,令和元,2019,5月,460501,538258,339200,424103,499008,307253,385975,38128,36398,39250,31947
500人以上,令和元,2019,6月,971752,1186577,640429,417986,492329,303328,383492,34494,553766,694248,337101
500人以上,令和元,2019,7月,621082,762579,401839,419794,494409,304182,385806,33988,201288,268170,97657
500人以上,令和元,2019,8月,430656,507585,311450,419112,493815,303354,384223,34889,11544,13770,8096
500人以上,令和元,2019,9月,444267,524013,320205,420010,494191,304606,387588,32422,24257,29822,15599
500人以上,令和元,2019,10月,446145,528605,321420,422731,499961,305916,389311,33420,23414,28644,15504
500人以上,令和元,2019,11月,476579,563483,344606,420039,497988,301664,383464,36575,56540,65495,42942
500人以上,令和元,2019,12月,1094181,1342901,709990,419787,495490,302850,384946,34841,674394,847411,407140
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成31年・令和元年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
