事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５～29人,平成30,2018,年平均,289350,365170,205439,250056,313261,180106,238043,12013,39294,51909,25333
５～29人,平成31・令和元,2019,年平均,295208,379981,204076,253235,321919,179399,241023,12212,41973,58062,24677
５～29人,令和２,2020,年平均,291858,374691,204348,253003,321482,180658,241767,11236,38855,53209,23690
５～29人,令和３,2021,年平均,295598,380666,208124,253778,322177,183445,242378,11400,41820,58489,24679
５～29人,令和４,2022,年平均,289849,375051,206039,248767,314919,183696,236728,12039,41082,60132,22343
５～29人,令和５,2023,年平均,287220,372189,208110,249370,319270,184291,237675,11695,37850,52919,23819
５～29人,令和５,2023,1月,250402,320204,184956,242789,310398,179399,231415,11374,7613,9806,5557
５～29人,令和５,2023,2月,251566,318854,187833,246116,313332,182452,234882,11234,5450,5522,5381
５～29人,令和５,2023,3月,271650,350866,195975,250574,319323,184898,238096,12478,21076,31543,11077
５～29人,令和５,2023,4月,263456,340247,191793,251778,322133,186121,239735,12043,11678,18114,5672
５～29人,令和５,2023,5月,277818,363567,197428,251540,322297,185204,240254,11286,26278,41270,12224
５～29人,令和５,2023,6月,340918,438811,247680,254175,322827,188788,242232,11943,86743,115984,58892
５～29人,令和５,2023,7月,329247,435065,232554,249970,320955,185106,237820,12150,79277,114110,47448
５～29人,令和５,2023,8月,259916,334744,189895,250321,320501,184650,238833,11488,9595,14243,5245
５～29人,令和５,2023,9月,259944,336332,190594,248826,320482,183771,238078,10748,11118,15850,6823
５～29人,令和５,2023,10月,256135,329341,188517,248841,320259,182874,237281,11560,7294,9082,5643
５～29人,令和５,2023,11月,268811,344184,199775,249052,320654,183469,237397,11655,19759,23530,16306
５～29人,令和５,2023,12月,413744,551415,287745,248435,317986,184781,236058,12377,165309,233429,102964
30～99人,平成30,2018,年平均,364809,447341,259269,299474,365500,215041,280666,18808,65335,81841,44228
30～99人,平成31・令和元,2019,年平均,364541,449796,250424,295006,359990,208022,273652,21354,69535,89806,42402
30～99人,令和２,2020,年平均,358757,437265,251099,291708,352017,209006,273226,18482,67049,85248,42093
30～99人,令和３,2021,年平均,364872,433489,267811,298879,352523,222997,280100,18779,65993,80966,44814
30～99人,令和４,2022,年平均,384509,464351,281352,314496,374690,236725,295556,18940,70013,89661,44627
30～99人,令和５,2023,年平均,396401,473714,302608,320998,379718,249761,299980,21018,75403,93996,52847
30～99人,令和５,2023,1月,325325,385174,250091,318470,376923,244992,297521,20949,6855,8251,5099
30～99人,令和５,2023,2月,316115,378116,243058,311730,373056,239469,291246,20484,4385,5060,3589
30～99人,令和５,2023,3月,373690,454555,275867,322456,380736,251955,300672,21784,51234,73819,23912
30～99人,令和５,2023,4月,343504,399198,276383,327719,382754,261392,305459,22260,15785,16444,14991
30～99人,令和５,2023,5月,340040,399614,266903,320128,377224,250034,298646,21482,19912,22390,16869
30～99人,令和５,2023,6月,604157,708266,477649,323729,380084,255250,302464,21265,280428,328182,222399
30～99人,令和５,2023,7月,423311,527866,297552,321102,382183,247634,299604,21498,102209,145683,49918
30～99人,令和５,2023,8月,328786,388430,255452,321555,378643,251363,301020,20535,7231,9787,4089
30～99人,令和５,2023,9月,337721,400179,261713,324823,383143,253851,304319,20504,12898,17036,7862
30～99人,令和５,2023,10月,324797,388969,247870,313539,374770,240136,294779,18760,11258,14199,7734
30～99人,令和５,2023,11月,356461,416922,283230,322203,382348,249356,300715,21488,34258,34574,33874
30～99人,令和５,2023,12月,679357,834253,492340,324475,384661,251809,303258,21217,354882,449592,240531
100～499人,平成30,2018,年平均,459397,543438,323599,360538,420283,263998,336312,24226,98859,123155,59601
100～499人,平成31・令和元,2019,年平均,468145,551312,337664,367095,426389,274069,342037,25058,101050,124923,63595
100～499人,令和２,2020,年平均,452161,526579,330832,359402,413597,271044,335994,23408,92759,112982,59788
100～499人,令和３,2021,年平均,445130,522384,329888,359057,415736,274508,334092,24965,86073,106648,55380
100～499人,令和４,2022,年平均,462939,553420,335904,366069,430442,275689,338137,27932,96870,122978,60215
100～499人,令和５,2023,年平均,483853,579290,350792,383361,451774,287978,354782,28579,100492,127516,62814
100～499人,令和５,2023,1月,397016,467969,296785,376565,443998,281307,350007,26558,20451,23971,15478
100～499人,令和５,2023,2月,387409,460630,285453,372204,440652,276893,345407,26797,15205,19978,8560
100～499人,令和５,2023,3月,434817,515475,321311,383569,451556,287894,355136,28433,51248,63919,33417
100～499人,令和５,2023,4月,424319,505664,310055,388225,458235,289884,357698,30527,36094,47429,20171
100～499人,令和５,2023,5月,403872,477457,302524,382930,450908,289305,354495,28435,20942,26549,13219
100～499人,令和５,2023,6月,746152,914759,505809,380122,445516,286905,351856,28266,366030,469243,218904
100～499人,令和５,2023,7月,524148,624817,382407,385171,451501,291780,356182,28989,138977,173316,90627
100～499人,令和５,2023,8月,392869,464210,294792,381448,450609,286368,353186,28262,11421,13601,8424
100～499人,令和５,2023,9月,403828,475658,300740,384648,451446,288782,356622,28026,19180,24212,11958
100～499人,令和５,2023,10月,392500,464049,293712,384110,453722,287996,355602,28508,8390,10327,5716
100～499人,令和５,2023,11月,409824,481662,311438,391737,462361,295013,360796,30941,18087,19301,16425
100～499人,令和５,2023,12月,881794,1093376,596832,389361,460808,293135,360206,29155,492433,632568,303697
500人以上,平成30,2018,年平均,573078,683958,397280,419729,492045,305074,386820,32909,153349,191913,92206
500人以上,平成31・令和元,2019,年平均,563171,675990,389126,420401,496681,302725,385367,35034,142770,179309,86401
500人以上,令和２,2020,年平均,558381,670099,389512,421245,497288,306301,388699,32546,137136,172811,83211
500人以上,令和３,2021,年平均,569448,680563,402061,429535,504195,317065,393761,35774,139913,176368,84996
500人以上,令和４,2022,年平均,595207,704306,428449,440672,512761,330483,403075,37597,154535,191545,97966
500人以上,令和５,2023,年平均,599631,710187,436453,446415,520111,337641,409151,37264,153216,190076,98812
500人以上,令和５,2023,1月,466833,548586,344474,437916,511858,327247,401554,36362,28917,36728,17227
500人以上,令和５,2023,2月,453008,529855,337578,435379,507930,326402,399062,36317,17629,21925,11176
500人以上,令和５,2023,3月,512323,601070,377329,446543,518792,336644,407342,39201,65780,82278,40685
500人以上,令和５,2023,4月,498077,581565,374305,455755,530568,344845,416221,39534,42322,50997,29460
500人以上,令和５,2023,5月,497475,585843,368636,443750,516503,337678,406661,37089,53725,69340,30958
500人以上,令和５,2023,6月,1056461,1281620,726102,444535,516565,338851,407705,36830,611926,765055,387251
500人以上,令和５,2023,7月,643099,769156,459737,448230,522814,339741,411561,36669,194869,246342,119996
500人以上,令和５,2023,8月,460892,537650,349049,446386,520548,338325,410209,36177,14506,17102,10724
500人以上,令和５,2023,9月,478256,561733,356633,447259,521652,338871,411479,35780,30997,40081,17762
500人以上,令和５,2023,10月,480735,561333,362028,451370,525403,342333,413743,37627,29365,35930,19695
500人以上,令和５,2023,11月,474863,555298,356653,449882,524377,340402,411450,38432,24981,30921,16251
500人以上,令和５,2023,12月,1161348,1395825,814901,449663,524105,339672,412472,37191,711685,871720,475229
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
